"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Saluto: buongiorno","Incontri il tuo insegnante alle 8 di mattina. Cosa dici?","Buongiorno","Buonasera","Buonanotte","Arrivederci","Diciamo 'Buongiorno' quando incontriamo qualcuno di mattina."
"Saluto: buonasera","Arrivi a una cena alle 20. Cosa dici?","Buonasera","Buongiorno","Buonanotte","A presto","'Buonasera' si usa quando incontriamo qualcuno dopo le 17."
"Saluto: informale","Vedi il tuo amico a scuola. Cosa dici?","Ciao","Arrivederci","Buonanotte","A domani","'Ciao' è un saluto informale che usiamo con amici e familiari."
"Saluto: congedo","Esci da un negozio. Cosa dici al commesso?","Arrivederci","Ciao","Benvenuto","Buonanotte","'Arrivederci' è un modo formale per salutare quando si va via."
"Saluto: prima volta","Ti presentano una nuova collega. Cosa dici?","Piacere di conoscerti","Grazie di tutto","A domani mattina","Scusa del disturbo","Quando incontriamo qualcuno per la prima volta, diciamo 'Piacere di conoscerti'."
"Saluto: come stai","Un amico chiede 'Come stai?' Stai bene. Cosa rispondi?","Bene, grazie","Male, purtroppo","Non so","Sì, prego","'Bene, grazie' è la risposta più comune quando qualcuno chiede come stai."
"Saluto: buonanotte","Tuo figlio va a dormire. Cosa dici?","Buonanotte","Buonasera","Buongiorno","Benvenuto","'Buonanotte' si dice quando qualcuno va a dormire."
"Saluto: a domani","Lasci il lavoro. Vedrai il collega domani. Cosa dici?","A domani","Buongiorno","Benvenuto","Piacere","'A domani' significa che ci vedremo il giorno dopo."
"Saluto: grazie","Qualcuno ti dà un regalo. Cosa dici?","Grazie","Per favore","Scusa","Prego","'Grazie' si dice quando riceviamo qualcosa o qualcuno ci aiuta."
"Saluto: risposta a grazie","Qualcuno ti dice 'Grazie'. Cosa rispondi?","Prego","Grazie","Scusa","Per favore","'Prego' è la risposta quando qualcuno ci ringrazia."
"Saluto: per favore","Vuoi un caffè al bar. Quale parola usi per essere gentile?","Per favore","Grazie","Prego","Scusa","'Per favore' si usa quando chiediamo qualcosa in modo gentile."
"Saluto: scusa","Urti qualcuno per strada. Cosa dici?","Scusa","Grazie","Prego","Ciao","'Scusa' si dice quando facciamo un piccolo errore o disturbiamo qualcuno."
"Saluto: benvenuto","Un ospite arriva a casa tua. Cosa dici?","Benvenuto","Arrivederci","Buonanotte","A presto","'Benvenuto' si dice quando qualcuno arriva a casa nostra o in un luogo."
"Numero: cinque","Quante dita ha una mano?","Cinque","Quattro","Sei","Tre","Una mano ha cinque dita: pollice, indice, medio, anulare e mignolo."
"Numero: sette","Quanti giorni ha una settimana?","Sette","Cinque","Sei","Otto","Una settimana ha sette giorni, da lunedì a domenica."
"Numero: dodici","Quanti mesi ha un anno?","Dodici","Dieci","Undici","Tredici","Un anno ha dodici mesi, da gennaio a dicembre."
"Numero: ventiquattro","Quante ore ha un giorno?","Ventiquattro","Ventotto","Diciotto","Quarantotto","Un giorno ha ventiquattro ore, dalla mezzanotte alla mezzanotte."
"Numero: cento","Come si scrive il numero 100 in lettere?","Cento","Dieci","Mille","Venti","100 si scrive 'cento' in italiano."
"Numero: zero","Qual è il numero che indica 'niente'?","Zero","Uno","Dieci","Mezzo","'Zero' è il numero che indica l'assenza di quantità."
"Numero: quindici","Quanto fa dieci più cinque?","Quindici","Quattordici","Sedici","Tredici","Dieci più cinque fa quindici (15)."
"Numero: trenta","Quanto fa dieci per tre?","Trenta","Tredici","Trentatré","Venti","Dieci per tre fa trenta (30)."
"Numero: primo","Completa: Gennaio è il ___ mese dell'anno.","primo","ultimo","secondo","terzo","Gennaio è il primo mese dell'anno, cioè il mese numero uno."
"Numero: mille","Come si scrive 1000 in lettere?","Mille","Cento","Duemila","Centomila","1000 si scrive 'mille' in italiano."
"Numero: undici","Quanto fa sei più cinque?","Undici","Dieci","Dodici","Sedici","Sei più cinque fa undici (11)."
"Numero: venti","Quanti studenti ci sono? Ci sono ___ studenti. (20)","Venti","Trenta","Dodici","Quaranta","Il numero 20 si scrive 'venti' in italiano."
"Colore: rosso","Di che colore è il pomodoro?","Rosso","Verde","Blu","Giallo","Il pomodoro maturo è rosso."
"Colore: verde","Di che colore è l'erba?","Verde","Rosso","Blu","Nero","L'erba è verde."
"Colore: blu","Di che colore è il cielo quando è sereno?","Blu","Rosso","Verde","Nero","Il cielo sereno è blu."
"Colore: giallo","Di che colore è il sole?","Giallo","Rosso","Blu","Verde","Il sole è giallo."
"Colore: bianco","Di che colore è la neve?","Bianco","Nero","Grigio","Blu","La neve è bianca. 'Bianco' è il colore della neve."
"Colore: nero","Di che colore è la notte?","Nero","Bianco","Rosso","Giallo","La notte è nera. 'Nero' è il colore della notte."
"Colore: arancione","Di che colore è l'arancia?","Arancione","Giallo","Rosso","Verde","L'arancia è arancione, come il suo nome."
"Colore: marrone","Di che colore è il cioccolato?","Marrone","Nero","Rosso","Arancione","Il cioccolato è marrone."
"Colore: rosa","Completa: I fenicotteri sono di colore ___.","Rosa","Rosso","Arancione","Viola","I fenicotteri sono rosa. 'Rosa' è un colore chiaro simile al rosso."
"Colore: grigio","Di che colore sono le nuvole quando piove?","Grigio","Bianco","Nero","Blu","Le nuvole di pioggia sono grigie."
"Colore: viola","Quale colore si ottiene mescolando rosso e blu?","Viola","Verde","Arancione","Marrone","Mescolando rosso e blu si ottiene il viola."
"Colore: quale camicia","La camicia è ___. (azzurro)","Azzurra","Azzurro","Azzurri","Azzurre","'Camicia' è femminile singolare, quindi il colore diventa 'azzurra'."
"Giorno: lunedì","Quale giorno viene dopo la domenica?","Lunedì","Martedì","Sabato","Venerdì","Lunedì è il primo giorno della settimana in Italia."
"Giorno: domenica","Quale giorno viene prima del lunedì?","Domenica","Sabato","Venerdì","Martedì","La domenica è l'ultimo giorno della settimana."
"Giorno: mercoledì","Quale giorno è nel mezzo della settimana lavorativa?","Mercoledì","Lunedì","Venerdì","Giovedì","Mercoledì è il terzo giorno, a metà della settimana lavorativa."
"Giorno: sabato","In quale giorno molte persone non lavorano e fanno la spesa?","Sabato","Lunedì","Mercoledì","Giovedì","Il sabato è un giorno del fine settimana, molti non lavorano."
"Giorno: venerdì","Quale giorno viene prima del sabato?","Venerdì","Giovedì","Domenica","Mercoledì","Il venerdì è il quinto giorno della settimana, prima del sabato."
"Giorno: martedì","Quale giorno viene dopo il lunedì?","Martedì","Mercoledì","Domenica","Giovedì","Il martedì è il secondo giorno della settimana."
"Giorno: giovedì","Quale giorno viene dopo il mercoledì?","Giovedì","Venerdì","Martedì","Lunedì","Il giovedì è il quarto giorno della settimana."
"Giorno: fine settimana","Quali sono i giorni del fine settimana?","Sabato e domenica","Lunedì e martedì","Venerdì e sabato","Domenica e lunedì","In Italia il fine settimana è sabato e domenica."
"Giorno: oggi","Completa: Oggi è ___. Domani è giovedì.","Mercoledì","Martedì","Venerdì","Lunedì","Se domani è giovedì, oggi è mercoledì."
"Giorno: ieri","Completa: Ieri era lunedì. Oggi è ___.","Martedì","Mercoledì","Domenica","Giovedì","Se ieri era lunedì, oggi è martedì."
"Misto: colore e numero","Quanti colori ha la bandiera italiana?","Tre","Due","Quattro","Cinque","La bandiera italiana ha tre colori: verde, bianco e rosso."
"Misto: giorno e numero","Quanti giorni ha il fine settimana?","Due","Tre","Uno","Quattro","Il fine settimana ha due giorni: sabato e domenica."
"Misto: colore bandiera","Quali sono i colori della bandiera italiana?","Verde, bianco e rosso","Blu, bianco e rosso","Rosso, giallo e verde","Nero, rosso e giallo","La bandiera italiana è verde, bianca e rossa."
