"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Città: marciapiede","I pedoni camminano sul ___ lungo la strada.","marciapiede","parcheggio","semaforo","incrocio","Il 'marciapiede' è la parte della strada riservata ai pedoni."
"Città: incrocio","All'___ le macchine devono dare la precedenza.","incrocio","ingresso","uscita","edificio","L''incrocio' è il punto dove due o più strade si incrociano."
"Città: periferia","Abitano in una zona tranquilla nella ___ della città.","periferia","piazza","cantina","stazione","La 'periferia' è la parte esterna di una città, lontana dal centro."
"Città: grattacielo","Quell'edificio altissimo di 150 metri è un ___.","grattacielo","palazzo","campanile","magazzino","Un 'grattacielo' è un edificio molto alto, tipico delle grandi città."
"Città: piazza","Nel centro della città c'è una grande ___ con una fontana.","piazza","fermata","stazione","rotonda","Una 'piazza' è uno spazio aperto in città, spesso circondato da edifici."
"Città: vicolo","Il passaggio stretto tra due palazzi si chiama ___.","vicolo","viale","ponte","cortile","Un 'vicolo' è una strada molto stretta, spesso tra edifici."
"Città: lampione","Di notte, il ___ illumina la strada.","lampione","semaforo","cartello","balcone","Il 'lampione' è un palo con una luce che illumina le strade di notte."
"Città: pedone","Una persona che cammina per la strada è un ___.","pedone","ciclista","autista","passeggero","Un 'pedone' è una persona che si muove a piedi."
"Città: parcheggio","Ho lasciato la macchina al ___ vicino alla stazione.","parcheggio","mercato","binario","porto","Un 'parcheggio' è un'area pubblica dove si può lasciare l'automobile."
"Città: cartello","Il ___ indica che qui non si può parcheggiare.","cartello","semaforo","cancello","muro","Un 'cartello' è un segnale che dà informazioni o regole."
"Città: rotonda","Le macchine girano in cerchio alla ___.","rotonda","fermata","stazione","piazza","La 'rotonda' è un incrocio circolare dove le auto girano in tondo."
"Città: semaforo","Quando il ___ è rosso, le auto devono fermarsi.","semaforo","cartello","lampione","cancello","Il 'semaforo' regola il traffico con luci rosse, gialle e verdi."
"Città: fermata","Aspetto l'autobus alla ___.","fermata","stazione","biglietteria","edicola","La 'fermata' è il punto dove l'autobus si ferma per i passeggeri."
"Città: fontana","Al centro della piazza c'è una ___ con l'acqua che zampilla.","fontana","panchina","scalinata","ringhiera","Una 'fontana' è una costruzione da cui esce acqua, spesso decorativa."
"Città: panchina","Sediamoci sulla ___ nel parco.","panchina","sedia","scala","ringhiera","Una 'panchina' è una seduta lunga che si trova nei parchi e nelle piazze."
"Città: attraversamento","I pedoni attraversano la strada sulle strisce dell'___ pedonale.","attraversamento","ingresso","imbarco","impianto","L''attraversamento pedonale' è il punto sicuro dove i pedoni possono attraversare."
"Città: quartiere","Vivo in un ___ molto vivace vicino al centro.","quartiere","palazzo","appartamento","piano","Un 'quartiere' è una zona della città con le sue caratteristiche."
"Natura: bosco","Andiamo a camminare nel ___ tra gli alberi.","bosco","campo","deserto","lago","Un 'bosco' è un'area con molti alberi."
