"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Si impersonale: riflessivo al passato","Ieri alla festa ___ molto. (divertirsi, passato prossimo)","ci si è divertiti","si è divertiti","ci si ha divertito","si si è divertiti","Verbo riflessivo + si impersonale al passato prossimo: 'ci si è divertiti'. Si usa 'ci si' + essere + participio plurale."
"Si impersonale: aggettivo + conseguenza","Quando si è ___, non si dovrebbe guidare.","stanchi","stanco","stanca","stanche","Con il si impersonale + aggettivo, l'aggettivo va al maschile plurale: 'si è stanchi'. Le altre forme rompono la regola dell'accordo fisso al m. pl."
"Si impersonale: passato + participio accordato","In vacanza ___ in alberghi molto costosi.","si è stati","si è stato","si sono stati","si era stati","Il si impersonale al passato prossimo vuole ausiliare 'essere' sg + participio al maschile plurale: 'si è stati'. 'si sono stati' e 'si era stato' rompono l'accordo fisso."
"Si impersonale: con sapere + subordinata","Non ___ mai se il ristorante sia aperto la domenica.","si sa","si sanno","ci si sa","si saprano","'Si sa' + subordinata esprime conoscenza comune. Senza oggetto diretto plurale, il verbo resta al singolare. 'ci si sa' e 'si saprano' sono forme inesistenti."
"Si impersonale: riflessivo + aggettivo","In vacanza ___ sempre rilassati.","ci si sente","si ci sente","si si sente","ci si sentono","Verbo riflessivo + si impersonale = 'ci si' + verbo al singolare. 'Ci si sente rilassati' — l'aggettivo al m. pl. è fisso con il si impersonale. Le altre forme combinano i clitici in modo scorretto o sbagliano l'accordo."
"Si passivante: passato prossimo plurale","Negli anni '60 in Italia ___ molte nuove strade.","si sono costruite","si è costruito","si hanno costruito","si sono costruiti","Il si passivante al passato prossimo concorda con il soggetto 'strade' (f. pl.): 'si sono costruite'. Le altre forme sbagliano ausiliare o accordo di genere/numero."
"Si passivante: con soggetto posposto complesso","In questa azienda ___ soluzioni innovative per problemi complessi.","si trovano","si trova","si è trovato","ci si trovano","Con il si passivante, il verbo concorda con il soggetto posposto 'soluzioni innovative' (f. pl.): 'si trovano'. 'ci si trovano' combina i clitici in modo scorretto."
"Si passivante: con modale al passato","Queste norme ___ rispettare da sempre.","si sono dovute","si sono dovuti","si hanno dovute","si è dovuto","Si passivante + modale al passato prossimo: con soggetto 'norme' (f. pl.), ausiliare 'essere' e participio del modale concordano: 'si sono dovute rispettare'. Con si passivante l'ausiliare è sempre 'essere', mai 'avere'."
"Si passivante: singolare con participio irregolare","In quella pasticceria ___ un dolce tipico con cinque uova.","si fa","si fanno","si ha fatto","si è fatti","Il si passivante con soggetto singolare ('un dolce') richiede il verbo al singolare: 'si fa'. 'si ha fatto' rompe la regola (si passivante vuole 'essere'), 'si è fatti' ha accordo sbagliato."
"Si impersonale vs si passivante: intransitivo","Qui ___. (= la gente vive bene)","si vive bene","si vivono bene","si è vivuti bene","si vivano bene","'Vivere' è intransitivo, quindi si usa il si impersonale singolare: 'si vive bene'. Il si passivante richiede un oggetto diretto. 'si è vivuti' usa un participio inesistente (il pp di vivere è 'vissuto'). 'si vivano' è congiuntivo, non adatto qui."
