"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Opinione: secondo me","'___ me, questa decisione non è giusta.' Quale espressione completa la frase?","Secondo","Contro","Lungo","Presso","'Secondo me' è un'espressione comune per introdurre un'opinione personale. Le altre preposizioni non formano questa espressione."
"Opinione: ritenere","'Ritengo ___ sia importante parlarne.' Quale parola completa la frase?","che","di","se","come","Il verbo 'ritenere' (pensare, credere) richiede 'che' + congiuntivo. Le altre opzioni non sono corrette in questa struttura."
"Opinione: a mio parere","Quale espressione significa 'nella mia opinione'?","A mio parere","A mio posto","A mio modo","A mio tempo","'A mio parere' significa 'secondo la mia opinione'. 'A mio posto' significa 'al posto mio', le altre combinazioni non esistono."
"Opinione: essere convinto","'Sono ___ che il progetto funzionerà.' Quale aggettivo esprime una forte opinione?","convinto","curioso","preoccupato","sorpreso","'Sono convinto' significa 'sono sicuro, credo fermamente'. 'Curioso' esprime interesse, 'preoccupato' indica ansia, 'sorpreso' indica sorpresa."
"Opinione: mi sembra","'Mi ___ che questa sia la soluzione migliore.' Quale verbo completa questa espressione di opinione?","sembra","importa","capita","serve","'Mi sembra' è un modo gentile per esprimere un'opinione. 'Mi importa' significa 'mi interessa', 'mi capita' significa 'mi succede', 'mi serve' significa 'ho bisogno'."
"Opinione: dal mio punto di vista","Quale frase introduce un'opinione personale in modo formale?","Dal mio punto di vista","Dal mio lato della strada","Dal mio angolo della stanza","Dal mio posto di lavoro","'Dal mio punto di vista' è un'espressione formale per dare la propria opinione. Le altre frasi hanno un significato letterale e fisico."
"Opinione: tendere a","'Tendo a ___ che le città piccole siano più vivibili.' Quale verbo completa la frase?","pensare","penso","pensato","pensando","'Tendo a pensare' significa 'generalmente credo'. Dopo 'tendo a' serve l'infinito; le forme coniugate o participio/gerundio sono sgrammaticate."
"Accordo: sono d'accordo","'Sono pienamente ___ con te.' Quale parola esprime un accordo totale?","d'accordo","d'accordi","di accordo","accordo","'Sono pienamente d'accordo' significa 'condivido completamente la tua opinione'. Le altre forme non esistono: l'espressione fissa è 'd'accordo', invariabile."
"Accordo: hai ragione","Quale risposta mostra che sei d'accordo con qualcuno?","Hai perfettamente ragione","Hai assolutamente torto","Non ne sono convinto","Dipende dai casi","'Hai perfettamente ragione' conferma che l'altra persona ha detto qualcosa di giusto. 'Hai torto' esprime disaccordo, 'non ne sono convinto' esprime dubbio, 'dipende dai casi' è neutro."
"Accordo: esattamente","Quale parola si usa per dire 'sono completamente d'accordo con quello che hai detto'?","Esattamente","Raramente","Lentamente","Difficilmente","'Esattamente' conferma pieno accordo. 'Raramente' significa quasi mai, 'lentamente' significa piano, 'difficilmente' significa quasi impossibile."
"Accordo: senza dubbio","'___ dubbio, hai fatto la scelta giusta.' Quale preposizione completa l'espressione?","Senza","Sotto","Sopra","Contro","'Senza dubbio' significa 'certamente, sicuramente'. Le altre preposizioni non formano questa espressione."
"Disaccordo: non sono sicuro","Quale frase è un modo gentile per esprimere disaccordo?","Non sono sicuro di essere d'accordo","Capisco quello che vuoi dire","Mi fa piacere sentirlo","Sono completamente d'accordo con te","'Non sono sicuro di essere d'accordo' esprime disaccordo in modo educato. 'Capisco quello che vuoi dire' mostra comprensione senza disaccordo, le altre esprimono accordo."
"Disaccordo: capisco ma","'___ il tuo punto di vista, ma la penso diversamente.' Quale forma del verbo 'capire' si usa per la prima persona singolare?","Capisco","Capisce","Capiscono","Capire","La forma corretta della prima persona singolare al presente è 'capisco'. 'Capisce' è terza persona, 'capiscono' è terza plurale, 'capire' è l'infinito."
"Disaccordo: non necessariamente","'Quello che dici non è ___ vero.' Quale avverbio significa 'non in tutti i casi'?","necessariamente","necessario","necessità","necessitamente","'Non necessariamente' significa 'non sempre, non in tutti i casi'. 'Necessario' è un aggettivo, 'necessità' è un sostantivo, 'necessitamente' non esiste in italiano."
"Disaccordo: mi dispiace","'Mi dispiace, ma non ___ d'accordo con la tua analisi.' Quale forma del verbo 'essere' (prima persona singolare) completa la frase?","sono","è","sei","siamo","La prima persona singolare del verbo 'essere' al presente è 'sono'. 'È' è terza singolare, 'sei' è seconda singolare, 'siamo' è prima plurale."
"Disaccordo: al contrario","Quale espressione introduce un'opinione opposta?","Al contrario","Al momento","Al solito","Al massimo","'Al contrario' introduce un punto di vista opposto. 'Al momento' indica tempo, 'al solito' indica abitudine, 'al massimo' indica un limite."
"Emozione: entusiasta","'Sono molto ___ per il nuovo lavoro!' Quale aggettivo esprime grande felicità ed eccitazione?","entusiasta","annoiato","indifferente","stanco","'Entusiasta' significa molto contento ed eccitato per qualcosa. 'Annoiato' è il contrario, 'indifferente' significa senza interesse, 'stanco' indica fatica."
"Emozione: delusione","'Che ___! Non hanno accettato la mia proposta.' Quale parola esprime insoddisfazione per aspettative non soddisfatte?","delusione","vergogna","sfortuna","tragedia","'Delusione' indica insoddisfazione quando le aspettative non vengono soddisfatte. 'Vergogna' indica imbarazzo, 'sfortuna' indica cattiva sorte, 'tragedia' è troppo forte per questo contesto."
"Emozione: preoccuparsi","'Mi ___ molto per la salute di mia madre.' Quale verbo indica ansia per qualcuno?","preoccupo","arrabbio","annoio","diverto","'Mi preoccupo' indica ansia e preoccupazione per qualcuno. 'Mi arrabbio' indica rabbia, 'mi annoio' indica noia, 'mi diverto' indica divertimento."
"Emozione: sentirsi a proprio agio","'In questa città mi sento a mio ___.' Quale parola completa l'espressione?","agio","posto","modo","turno","'Sentirsi a proprio agio' significa sentirsi comodi e rilassati in una situazione. Le altre parole non completano questa espressione fissa."
"Emozione: vergognarsi","'Mi ___ di quello che ho detto ieri.' Quale verbo esprime imbarazzo?","vergogno","lamento","occupo","annoio","'Mi vergogno' esprime imbarazzo per qualcosa di fatto o detto. 'Mi lamento' significa protestare, 'mi occupo' significa prendersi cura di qualcosa, 'mi annoio' indica noia."
"Emozione: essere stufo","'Sono ___ di aspettare!' Quale forma maschile singolare dell'aggettivo che significa 'non sopportare più' completa la frase?","stufo","stufa","stufi","stufe","La forma maschile singolare è 'stufo'. 'Stufa' è femminile singolare, 'stufi' è maschile plurale, 'stufe' è femminile plurale."
"Emozione: commuoversi","'Mi sono ___ guardando quel film.' Quale participio indica che qualcosa ti ha toccato emotivamente?","commosso","divertito","spaventato","confuso","'Commuoversi' significa essere toccato emotivamente, spesso fino alle lacrime. 'Divertito' indica divertimento, 'spaventato' indica paura, 'confuso' indica confusione."
"Emozione: nostalgia","'Ho molta ___ della mia città natale.' Quale parola indica il desiderio di qualcosa lontano?","nostalgia","rabbia","paura","fretta","'Nostalgia' è il sentimento di desiderio per un luogo, un tempo o una persona lontana. 'Rabbia' indica ira, 'paura' indica timore, 'fretta' indica urgenza."
"Emozione: angoscia","'Provo una grande ___ per la situazione economica.' Quale parola indica forte preoccupazione?","angoscia","allegria","noia","calma","'Angoscia' indica una preoccupazione profonda e intensa. 'Allegria' è positiva, 'noia' indica disinteresse, 'calma' indica tranquillità."
