"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Trasmissione","Come si chiama un programma che va in onda alla televisione?","una trasmissione","una traduzione","una trascrizione","una transazione","Una 'trasmissione' è un programma televisivo o radiofonico che viene mandato in onda."
"Giornalista","Come si chiama la persona che scrive articoli per un giornale?","il giornalista","il bibliotecario","il libraio","il segretario","Il 'giornalista' è la persona che raccoglie notizie e scrive articoli per i media."
"Titolo di giornale","Come si chiama la frase grande in cima a un articolo?","il titolo","il sottotitolo","il paragrafo","il capitolo","Il 'titolo' è la frase principale che si legge per prima in un articolo di giornale."
"Cronaca","Come si chiama la sezione del giornale con le notizie locali?","la cronaca","la rubrica","la recensione","la copertina","La 'cronaca' è la parte del giornale che riporta fatti e notizie recenti, spesso locali."
"Redazione","Come si chiama il gruppo di persone che prepara un giornale?","la redazione","la direzione","la produzione","la distribuzione","La 'redazione' è il team di giornalisti e redattori che scrive e organizza il giornale."
"Intervista","Come si chiama una conversazione ufficiale tra un giornalista e una persona?","un'intervista","una conferenza","una discussione","una lezione","Un'intervista è un dialogo in cui il giornalista fa domande a qualcuno per raccogliere informazioni."
"Notiziario","Come si chiama il programma televisivo che presenta le notizie del giorno?","il notiziario","il documentario","il varietà","il talk show","Il 'notiziario' è il programma che informa il pubblico sulle notizie più importanti del giorno."
"Abbonamento","Come si chiama il pagamento regolare per ricevere un servizio?","un abbonamento","un acconto","un rimborso","uno sconto","Un 'abbonamento' è un contratto per ricevere un servizio in modo continuativo, come una rivista o lo streaming."
"Rete sociale","Come si chiama una piattaforma online dove le persone condividono contenuti?","una rete sociale","una rete informatica","una rete telefonica","una rete privata","Una 'rete sociale' è una piattaforma come Instagram o Facebook dove si condividono foto, video e messaggi."
"Streaming","Come si chiama il modo di guardare video direttamente su internet?","lo streaming","il download","il caricamento","la registrazione","Lo 'streaming' permette di vedere contenuti audio e video in tempo reale senza scaricarli."
"Schermo","Come si chiama la parte del computer o del telefono dove si vedono le immagini?","lo schermo","la tastiera","il mouse","la cassa","Lo 'schermo' è la superficie su cui vengono mostrate immagini, testo e video."
"Aggiornamento","Come si chiama la nuova versione di un programma che corregge errori?","un aggiornamento","un allegato","un collegamento","un caricamento","Un 'aggiornamento' è una versione migliorata di un software che risolve problemi o aggiunge funzioni."
"Applicazione","Come si chiama il programma che si installa sul telefono?","un'applicazione","un'operazione","un'animazione","un'illustrazione","Un'applicazione (o 'app') è un programma per smartphone o tablet che svolge una funzione specifica."
"Scaricare","Qual è il verbo per trasferire un file da internet al proprio dispositivo?","scaricare","caricare","cancellare","copiare","'Scaricare' significa trasferire dati da internet al proprio computer o telefono."
"Caricare","Qual è il verbo per mettere un file su internet?","caricare","scaricare","salvare","stampare","'Caricare' (o 'uploadare') significa inviare un file dal proprio dispositivo a internet."
"Dispositivo","Qual è un termine generico per indicare un oggetto elettronico come un telefono o un tablet?","un dispositivo","un accessorio","un componente","un utensile","Un 'dispositivo' è un termine generale per apparecchi elettronici come smartphone, tablet e computer."
"Password","Come si chiama la parola segreta per accedere a un account?","la password","il profilo","il contatto","il codice postale","La 'password' è una combinazione segreta di caratteri usata per proteggere l'accesso a un account."
"Mostra","Come si chiama un evento in cui si espongono opere d'arte in un museo?","una mostra","una sfilata","una gara","una fiera","Una 'mostra' è un'esibizione di opere d'arte, fotografie o oggetti in un museo o una galleria."
"Spettacolo","Come si chiama un'esibizione dal vivo in un teatro?","uno spettacolo","una mostra","un concorso","un raduno","Uno 'spettacolo' è una rappresentazione dal vivo, come il teatro, la danza o un concerto."
"Pubblico","Come si chiamano le persone che guardano uno spettacolo?","il pubblico","il personale","il comitato","il consiglio","Il 'pubblico' è l'insieme degli spettatori che assistono a un evento, concerto o spettacolo."
"Regista","Come si chiama la persona che dirige un film?","il regista","lo sceneggiatore","il produttore","il cameraman","Il 'regista' è la persona che dirige le riprese e guida gli attori durante la produzione di un film."
"Colonna sonora","Come si chiama la musica che accompagna un film?","la colonna sonora","la sigla","il ritornello","il brano","La 'colonna sonora' è l'insieme delle musiche composte o scelte per accompagnare un film."
"Sottotitoli","Come si chiamano le parole scritte in basso sullo schermo durante un film straniero?","i sottotitoli","le abbreviazioni","le annotazioni","le intestazioni","I 'sottotitoli' sono il testo tradotto che appare nella parte bassa dello schermo durante un film."
"Doppiaggio","Come si chiama la tecnica di sostituire le voci originali di un film con voci in un'altra lingua?","il doppiaggio","il montaggio","il missaggio","il sottofondo","Il 'doppiaggio' consiste nel registrare nuove voci in una lingua diversa per sostituire quelle originali."
"Rete","Come si chiama il canale televisivo, per esempio Rai o Mediaset?","una rete","un'antenna","una sede","una filiale","Una 'rete' televisiva è un'emittente che trasmette programmi, come Rai 1 o Canale 5."
