"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Arabic B1+ Vocab 2","ما المقصود بـ «الحرية»؟","القدرة على التصرف دون قيود","الشعور بالخوف","الرغبة في الانتقام","الإحساس بالملل","الحرية هي حق الإنسان في التصرف والاختيار دون إكراه."
"Arabic B1+ Vocab 2","ما معنى كلمة «العدالة»؟","إعطاء كل ذي حق حقه","التحيز لطرف واحد","إهمال حقوق الآخرين","فرض الرأي بالقوة","العدالة تعني الإنصاف والمساواة في الحقوق والواجبات."
"Arabic B1+ Vocab 2","ما المقصود بـ «الكرامة»؟","احترام الذات وقيمة الإنسان","الرغبة في السيطرة","الخوف من الفشل","التعلق بالماضي","الكرامة هي الشعور بالعزة واحترام النفس."
"Arabic B1+ Vocab 2","ما معنى كلمة «التسامح»؟","العفو والصفح عن الآخرين","التمسك بالأحقاد","رفض الاعتذار","تجاهل مشاعر الناس","التسامح هو قبول الآخر والعفو عن الأخطاء."
"Arabic B1+ Vocab 2","ما المقصود بـ «الطموح»؟","السعي لتحقيق أهداف عالية","الاكتفاء بالوضع الحالي","الخوف من التغيير","التردد في اتخاذ القرارات","الطموح هو الرغبة القوية في التقدم والنجاح."
"Arabic B1+ Vocab 2","ما معنى كلمة «الحكمة»؟","حسن التصرف والتدبير","التسرع في الأحكام","الجهل بالأمور","كثرة الكلام دون فائدة","الحكمة هي القدرة على اتخاذ القرار الصائب في الوقت المناسب."
"Arabic B1+ Vocab 2","ما المقصود بـ «الضمير»؟","الحس الداخلي الذي يميز الصواب من الخطأ","الرغبة في تحقيق الشهرة","القدرة على الإقناع","الميل إلى المنافسة","الضمير هو الرقيب الداخلي الذي يوجه سلوك الإنسان."
"Arabic B1+ Vocab 2","ما معنى كلمة «الإرادة»؟","العزيمة والقدرة على الاختيار","الضعف أمام المغريات","التردد المستمر","الاستسلام للظروف","الإرادة هي قوة داخلية تدفع الإنسان لتحقيق ما يريد."
"Arabic B1+ Vocab 2","ما المقصود بـ «الوعي»؟","إدراك الأشياء والأحداث من حولنا","النوم العميق","الغفلة عن الواقع","التجاهل المتعمد","الوعي هو حالة الإدراك والفهم لما يحيط بالإنسان."
"Arabic B1+ Vocab 2","ما معنى كلمة «الانتماء»؟","الشعور بالارتباط بجماعة أو مكان","الرغبة في العزلة","الابتعاد عن المجتمع","رفض الهوية","الانتماء هو إحساس الفرد بأنه جزء من مجموعة أو وطن."
"Arabic B1+ Vocab 2","ما المقصود بـ «الشجاعة»؟","مواجهة المخاطر بثبات وإقدام","الهروب من المواقف الصعبة","التهور دون تفكير","الخضوع للضغوط","الشجاعة هي القدرة على مواجهة الخوف والصعوبات بثبات."
"Arabic B1+ Vocab 2","ما معنى كلمة «النزاهة»؟","الصدق والاستقامة في التعامل","الكذب والخداع","التحايل على القوانين","المحاباة في الأحكام","النزاهة هي التمسك بالأخلاق والصدق في كل الأحوال."
"Arabic B1+ Vocab 2","ما المقصود بـ «التواضع»؟","عدم التكبر على الآخرين","الضعف أمام الناس","الخجل الشديد","المبالغة في مدح الذات","التواضع هو خلق نبيل يعني لين الجانب واحترام الآخرين."
"Arabic B1+ Vocab 2","ما معنى كلمة «القناعة»؟","الرضا بما عند الإنسان","الطمع في أموال الغير","رفض كل جديد","الكسل عن العمل","القناعة هي الرضا والاكتفاء بما قسمه الله."
"Arabic B1+ Vocab 2","ما المقصود بـ «الغيرة»؟","الحمية والدفاع عما يخص الإنسان","اللامبالاة بما يحدث","الكراهية للآخرين","الحسد على النعم","الغيرة هي شعور فطري بالحماية تجاه ما نحب."
"Arabic B1+ Vocab 2","ما معنى كلمة «الحنين»؟","الشوق إلى الماضي أو الوطن","الخوف من المستقبل","الغضب من الحاضر","الملل من الحياة","الحنين هو شعور عميق بالاشتياق لأشخاص أو أماكن بعيدة."
"Arabic B1+ Vocab 2","ما المقصود بـ «الأمانة»؟","حفظ الحقوق وأداؤها لأصحابها","التفريط في الودائع","الإسراف في الإنفاق","الاستيلاء على ممتلكات الغير","الأمانة هي صون ما اؤتُمن عليه الإنسان وردّه لصاحبه."
"Arabic B1+ Vocab 2","ما معنى كلمة «الفضيلة»؟","الخلق الحسن والسلوك الرفيع","السلوك المنحرف","الحيلة والمكر","التصرف الأناني","الفضيلة هي صفة أخلاقية تدل على السمو والرقي في السلوك."
"Arabic B1+ Vocab 2","ما المقصود بـ «الرحمة»؟","الرقة والعطف على الآخرين","القسوة في التعامل","اللامبالاة بمعاناة الغير","الانتقام من المخطئين","الرحمة هي الشفقة واللين في معاملة الآخرين."
"Arabic B1+ Vocab 2","ما معنى كلمة «الهيبة»؟","الوقار والاحترام الذي يفرضه المرء","الخوف من الناس","الانطواء على الذات","الغرور والتكبر","الهيبة هي مكانة يكتسبها الإنسان من شخصيته ووقاره."
"Arabic B1+ Vocab 2","ما المقصود بـ «البصيرة»؟","النظر بعمق وفهم الأمور","ضعف النظر","العمى عن الحقائق","السطحية في التفكير","البصيرة هي القدرة على فهم الأمور في عمقها وجوهرها."
"Arabic B1+ Vocab 2","ما معنى كلمة «الاعتدال»؟","التوسط بين الإفراط والتفريط","المبالغة في كل شيء","التقصير في الواجبات","التقلب بين الحماس والفتور","الاعتدال هو الوسطية والتوازن في الأقوال والأفعال."
"Arabic B1+ Vocab 2","ما المقصود بـ «الوفاء»؟","الإخلاص والالتزام بالعهود","نقض الوعود","خيانة الأصدقاء","نسيان الجميل","الوفاء هو التمسك بالعهد والوعد وعدم الغدر."
"Arabic B1+ Vocab 2","ما معنى كلمة «الثقة»؟","الاطمئنان والاعتماد على النفس أو الآخرين","الشك في كل شيء","الخوف من المجهول","التوتر الدائم","الثقة هي شعور بالأمان والإيمان بالقدرات."
"Arabic B1+ Vocab 2","ما المقصود بـ «المروءة»؟","مجموعة الأخلاق الكريمة والشهامة","الأنانية وحب الذات","البخل والشح","الجبن والخوف","المروءة هي كمال الصفات الإنسانية من شهامة ونجدة وكرم."
"Arabic B1+ Vocab 2","ما معنى التعبير «قطع دابر الشيء»؟","استأصله من جذوره تماماً","زاد في حجمه وقوته","أجّله إلى وقت لاحق","تجاهله ولم يهتم به","هذا التعبير يعني القضاء على الأمر نهائياً من أساسه."
"Arabic B1+ Vocab 2","ما معنى التعبير «بلغ السيل الزُّبى»؟","تجاوز الأمر حدّه ولم يعد يُحتمل","هدأت الأمور واستقرت","بدأت المشكلة للتو","تحسن الوضع فجأة","يُضرب هذا المثل عندما يصل الأمر إلى أقصى درجات الاحتمال."
"Arabic B1+ Vocab 2","ما معنى التعبير «ضرب أخماساً في أسداس»؟","حار في أمره ولم يستقر على رأي","اتخذ قراراً حاسماً وسريعاً","نجح في حل المشكلة","فرح فرحاً شديداً","يعني هذا التعبير الحيرة الشديدة والتردد في اتخاذ القرار."
"Arabic B1+ Vocab 2","ما معنى التعبير «أطلق ساقيه للريح»؟","هرب بسرعة شديدة","جلس مسترخياً في مكانه","تمشّى ببطء شديد","وقف ثابتاً لا يتحرك","يعني أنه ركض بأقصى سرعة هارباً."
"Arabic B1+ Vocab 2","ما معنى التعبير «رمى بالاً»؟","اهتم بالأمر وأعاره انتباهه","تجاهل الأمر كلياً","غضب غضباً شديداً","نام نوماً عميقاً","يقال: لم يرمِ بالاً، أي لم يهتم. ورمى بالاً تعني اهتم."
"Arabic B1+ Vocab 2","ما معنى التعبير «شدّ الرحال»؟","سافر وانطلق في رحلة","استقر في مكانه","تاه في الطريق","عاد من سفره","شدّ الرحال يعني تجهّز للسفر وانطلق."
"Arabic B1+ Vocab 2","ما معنى التعبير «أكل عليه الدهر وشرب»؟","أصبح قديماً جداً وعفا عليه الزمن","لا يزال جديداً وحديثاً","تحسّن مع مرور الوقت","ازداد قيمة بمرور السنين","يُقال هذا عن الشيء الذي مضى عليه زمن طويل حتى بَلِيَ."
"Arabic B1+ Vocab 2","ما معنى التعبير «وضع النقاط على الحروف»؟","وضّح الأمور بدقة ولم يترك مجالاً للغموض","أخفى الحقيقة عن الجميع","بالغ في تبسيط الموضوع","تجنّب الخوض في التفاصيل","يعني توضيح كل شيء بشكل دقيق ومحدد."
"Arabic B1+ Vocab 2","ما معنى التعبير «سبق السيف العذل»؟","وقع الأمر ولا فائدة من اللوم بعده","لا يزال هناك وقت للتراجع","الأمر يحتاج إلى مزيد من التفكير","بدأ الأمر لكن لم ينتهِ بعد","يُقال عندما يفوت الأوان ولا ينفع الندم."
"Arabic B1+ Vocab 2","ما معنى التعبير «ألقى بحبله على غاربه»؟","تركه يتصرف كما يشاء دون رقابة","قيّده ومنعه من الحركة","ساعده في حل مشكلته","راقبه مراقبة شديدة","يعني ترك الشخص حراً يفعل ما يريد دون تدخل."
"Arabic B1+ Vocab 2","ما معنى التعبير «على قدم وساق»؟","يجري العمل بنشاط وسرعة كبيرة","يقترب العمل من نهايته","يسير العمل ببطء شديد","لم يبدأ العمل بعد","يصف هذا التعبير العمل الذي يجري بحماس وجدّ."
"Arabic B1+ Vocab 2","ما معنى التعبير «أخذ على عاتقه»؟","تحمّل المسؤولية والتزم بها","تخلّى عن المهمة","فوّض الأمر لغيره","أجّل القرار إلى وقت لاحق","يعني أنه التزم بتحمل مسؤولية أمر ما بشكل كامل."
"Arabic B1+ Vocab 2","ما معنى التعبير «فتح صفحة جديدة»؟","بدأ مرحلة جديدة وتجاوز الماضي","عاد إلى عاداته القديمة","تذكّر أخطاء الماضي","رفض التغيير في حياته","يعني ترك الماضي والبدء من جديد."
"Arabic B1+ Vocab 2","ما معنى التعبير «أعطاه الضوء الأخضر»؟","أذن له بالمضي قدماً والبدء","منعه من الاستمرار","شكّك في قدراته","حذّره من المخاطر","يعني الموافقة والإذن بالشروع في العمل."
"Arabic B1+ Vocab 2","ما معنى التعبير «وقع بين نارين»؟","وجد نفسه بين خيارين صعبين كلاهما سيئ","شعر بالراحة والاطمئنان","وجد الحل المناسب بسرعة","تخلّص من مشاكله جميعها","يعني أنه في موقف صعب لا مفرّ منه أيّاً كان اختياره."
"Arabic B1+ Vocab 2","ما معنى التعبير «رفع الراية البيضاء»؟","استسلم وأعلن هزيمته","احتفل بنصره","استعد للقتال","رفض التفاوض","الراية البيضاء رمز الاستسلام وطلب وقف القتال."
"Arabic B1+ Vocab 2","ما معنى التعبير «جعله على المحك»؟","اختبره ليعرف حقيقته وقدراته","تجاهله ولم يلتفت إليه","مدحه أمام الجميع","عاقبه بشدة","المحك هو الاختبار الحقيقي الذي يكشف المعدن."
"Arabic B1+ Vocab 2","ما معنى التعبير «سار على خطاه»؟","اتّبع نهجه وقلّده في سلوكه","خالفه في كل شيء","تفوّق عليه في المجال نفسه","انتقده بشدة","يعني أنه اقتدى به وسلك الطريق نفسه."
"Arabic B1+ Vocab 2","ما معنى التعبير «كسر الجليد»؟","بدأ الحديث وأزال الحرج بين الناس","زاد التوتر بين الحاضرين","أنهى المحادثة فجأة","تجنّب التواصل مع الآخرين","يعني كسر حاجز الصمت والتحفظ في بداية اللقاء."
"Arabic B1+ Vocab 2","ما معنى التعبير «بيت القصيد»؟","جوهر الموضوع والنقطة الأهم فيه","بداية الحديث ومقدمته","نهاية القصة وخاتمتها","تفاصيل غير مهمة","بيت القصيد هو لبّ الموضوع والمقصود الأساسي منه."
