"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Arabic B1+ Grammar 2","الأموالُ ___ من البنك ليلاً.","سُرِقَتْ","سَرَقَتْ","سارِقة","تُسرَقُ","الماضي المبني للمجهول مع نائب فاعل مؤنث: سُرِقَتْ (ضمّ الأول وكسر ما قبل الآخر)."
"Arabic B1+ Grammar 2","الضحايا ___ إلى المستشفى.","نُقِلوا","نَقَلوا","يَنقُلونَ","انتقلوا","الماضي المبني للمجهول مع واو الجماعة: نُقِلوا (الفاعل مجهول)."
"Arabic B1+ Grammar 2","هذا الحديثُ ___ في كتب كثيرة.","رُوِيَ","رَوى","يَروي","رِوايةٌ","الماضي المبني للمجهول من رَوى (أجوف): رُوِيَ."
"Arabic B1+ Grammar 2","الشروطُ ___ في العقد بوضوح.","ذُكِرَتْ","ذَكَرَتْ","تَذكُرُ","ذاكِرة","الماضي المبني للمجهول: ذُكِرَتْ. نائب الفاعل (الشروط) مؤنث."
"Arabic B1+ Grammar 2","المتّهمُ ___ أمام القاضي غداً.","يُحاكَمُ","يُحاكِمُ","حاكَمَ","حُوكِمَ","المضارع المبني للمجهول من حاكَمَ (فاعَلَ): يُحاكَمُ (فتح ما قبل الآخر)."
"Arabic B1+ Grammar 2","الحقيقةُ ___ عن الناس طويلاً.","أُخفِيَتْ","أَخفَتْ","تُخفي","خَفِيَتْ","الماضي المبني للمجهول من أخفى (رباعي): أُخفِيَتْ."
"Arabic B1+ Grammar 2","الجرحى ___ في ساحة المعركة.","تُرِكوا","تَرَكوا","يَترُكونَ","تارِكونَ","الماضي المبني للمجهول مع واو الجماعة: تُرِكوا."
"Arabic B1+ Grammar 2","القصيدةُ ___ في حفل التكريم.","أُلقِيَتْ","أَلقَتْ","تُلقي","إلقاءٌ","الماضي المبني للمجهول من ألقى (رباعي): أُلقِيَتْ."
"Arabic B1+ Grammar 2","الخطاباتُ ___ إلى جميع الموظفين.","وُجِّهَتْ","وَجَّهَتْ","تُوَجِّهُ","اتَّجَهَتْ","الماضي المبني للمجهول من وجَّهَ (مضعّف): وُجِّهَتْ."
"Arabic B1+ Grammar 2","المعلوماتُ ___ من مصادر موثوقة.","تُستَقى","تَستقي","اسْتَقَتْ","مُسْتَقاة","المضارع المبني للمجهول من استقى (وزن استفعل): تُستَقى."
"Arabic B1+ Grammar 2","إنّ ___ في الفصل.","المعلّمَ","المعلّمُ","المعلّمِ","معلّمٌ","اسم إنّ منصوب بالفتحة: المعلّمَ."
"Arabic B1+ Grammar 2","ليتَ ___ أطولُ.","الإجازةَ","الإجازةُ","الإجازةِ","إجازةٌ","اسم ليتَ منصوب بالفتحة: الإجازةَ. الخبر مرفوع."
"Arabic B1+ Grammar 2","لعلّ ___ قريبٌ.","الفرجَ","الفرجُ","الفرجِ","فرجٌ","اسم لعلّ منصوب بالفتحة: الفرجَ."
