"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Arabic A1+ Vocab 2","ما هو الشيء الذي نلبسه على الرأس؟","قبعة","حذاء","قميص","جوارب","القبعة هي غطاء للرأس"
"Arabic A1+ Vocab 2","ما هو الشيء الذي نلبسه في القدمين؟","حذاء","قبعة","سروال","قميص","الحذاء نلبسه في القدمين للمشي"
"Arabic A1+ Vocab 2","ما اسم الملابس التي نلبسها فوق الجسم؟","قميص","سروال","حذاء","جوارب","القميص نلبسه على الجزء العلوي من الجسم"
"Arabic A1+ Vocab 2","ما اسم الملابس التي نلبسها على الساقين؟","سروال","قميص","قبعة","وشاح","السروال يغطي الساقين"
"Arabic A1+ Vocab 2","ما هو الشيء الذي نلبسه حول الرقبة في الشتاء؟","وشاح","حزام","قبعة","قفازات","الوشاح يُلبس حول الرقبة للدفء"
"Arabic A1+ Vocab 2","ما اسم الملابس التي نلبسها على اليدين في البرد؟","قفازات","جوارب","حذاء","وشاح","القفازات تحمي اليدين من البرد"
"Arabic A1+ Vocab 2","ما هو الشيء الذي نلبسه تحت الحذاء؟","جوارب","قفازات","وشاح","قبعة","الجوارب تُلبس في القدمين تحت الحذاء"
"Arabic A1+ Vocab 2","ما اسم الملابس الطويلة التي تلبسها المرأة؟","فستان","قميص","سروال","معطف","الفستان ملابس نسائية طويلة"
"Arabic A1+ Vocab 2","ما هو الشيء الذي نلبسه فوق الملابس عند الخروج في البرد؟","معطف","قميص","فستان","تنورة","المعطف يحمينا من البرد في الخارج"
"Arabic A1+ Vocab 2","ما اسم الملابس القصيرة التي تلبسها المرأة حول الخصر؟","تنورة","فستان","قميص","وشاح","التنورة قطعة ملابس قصيرة حول الخصر"
"Arabic A1+ Vocab 2","ما هو الشيء الذي نربطه حول الخصر لتثبيت السروال؟","حزام","وشاح","ربطة عنق","قفازات","الحزام يُربط حول الخصر"
"Arabic A1+ Vocab 2","ما اسم الملابس التي نلبسها للنوم؟","بيجاما","معطف","فستان","سروال","البيجاما ملابس خاصة بالنوم"
"Arabic A1+ Vocab 2","ما هو الشيء الذي يلبسه الرجل حول رقبته مع القميص الرسمي؟","ربطة عنق","وشاح","حزام","قبعة","ربطة العنق تُلبس مع الملابس الرسمية"
"Arabic A1+ Vocab 2","ما اسم الحذاء المفتوح الذي نلبسه في الصيف؟","صندل","حذاء رياضي","جزمة","جوارب","الصندل حذاء مفتوح خفيف للصيف"
"Arabic A1+ Vocab 2","ما اسم الحذاء الطويل الذي يغطي الساق؟","جزمة","صندل","حذاء رياضي","خُف","الجزمة حذاء طويل يصل إلى الساق"
"Arabic A1+ Vocab 2","ما اسم القميص بدون أزرار الذي نلبسه عادة في الصيف؟","تي شيرت","معطف","فستان","بيجاما","التي شيرت قميص بسيط بدون أزرار"
"Arabic A1+ Vocab 2","ماذا نقول عندما تسقط المياه من السماء؟","مطر","ثلج","رياح","شمس","المطر هو سقوط الماء من السحب"
"Arabic A1+ Vocab 2","ما اسم الماء المتجمد الأبيض الذي يسقط من السماء في الشتاء؟","ثلج","مطر","برَد","ضباب","الثلج ماء متجمد أبيض يسقط في الشتاء"
"Arabic A1+ Vocab 2","ما الذي نشعر به عندما يتحرك الهواء بقوة؟","رياح","مطر","حرارة","ضباب","الرياح هي حركة الهواء بقوة"
"Arabic A1+ Vocab 2","ما اسم النجم الذي يضيء النهار؟","شمس","قمر","سحابة","نجمة","الشمس هي النجم الذي يعطينا الضوء والحرارة"
"Arabic A1+ Vocab 2","ما اسم الشيء الأبيض الذي نراه في السماء ويحمل المطر؟","سحابة","شمس","قمر","رياح","السحابة تحمل الماء وتنزل المطر"
"Arabic A1+ Vocab 2","ماذا نقول عن الطقس عندما تكون درجة الحرارة مرتفعة جداً؟","حار","بارد","معتدل","ممطر","الطقس الحار يعني درجة حرارة عالية"
"Arabic A1+ Vocab 2","ماذا نقول عن الطقس عندما تكون درجة الحرارة منخفضة جداً؟","بارد","حار","معتدل","مشمس","الطقس البارد يعني درجة حرارة منخفضة"
"Arabic A1+ Vocab 2","ما اسم الضوء المفاجئ في السماء أثناء العاصفة؟","برق","رعد","مطر","رياح","البرق ضوء ساطع يظهر في السماء أثناء العاصفة"
"Arabic A1+ Vocab 2","ما اسم الصوت القوي الذي نسمعه بعد البرق؟","رعد","برق","رياح","مطر","الرعد هو الصوت الذي يأتي بعد البرق"
"Arabic A1+ Vocab 2","ماذا نقول عن الطقس عندما لا يكون حاراً ولا بارداً؟","معتدل","حار","بارد","ممطر","الطقس المعتدل مريح وليس حاراً ولا بارداً"
"Arabic A1+ Vocab 2","ما اسم الطقس عندما لا نستطيع الرؤية بوضوح بسبب الهواء الأبيض؟","ضباب","مطر","ثلج","رياح","الضباب يجعل الرؤية صعبة"
