"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Arabic B1 Grammar 2","المصدر من الفعل «وَعَدَ» هو ___","وَعْد","واعِد","مَوعود","وُعود","المصدر من «وَعَدَ» على وزن فَعْل: وَعْد"
"Arabic B1 Grammar 2","المصدر من الفعل «نَامَ» هو ___","نَوْم","نائِم","مَنام","نِيام","المصدر من «نَامَ» (أصله: نَوَمَ) على وزن فَعْل: نَوْم"
"Arabic B1 Grammar 2","المصدر من الفعل «صَنَعَ» هو ___","صُنْع","صانِع","مَصنوع","صِناعة","المصدر من «صَنَعَ» على وزن فُعْل: صُنْع. أما «صِناعة» فتعني الحِرفة"
"Arabic B1 Grammar 2","المصدر من الفعل «رَجَعَ» هو ___","رُجوع","راجِع","مَرجوع","رَجْعة","المصدر من «رَجَعَ» على وزن فُعول: رُجوع"
"Arabic B1 Grammar 2","المصدر من الفعل «وَصَلَ» هو ___","وُصول","واصِل","مَوصول","وَصْلة","المصدر من «وَصَلَ» (بمعنى بلغَ) على وزن فُعول: وُصول"
"Arabic B1 Grammar 2","المصدر من الفعل «قَبِلَ» هو ___","قَبول","قابِل","مَقبول","قِبالة","المصدر من «قَبِلَ» هو قَبول، وهو مصدر سماعي"
"Arabic B1 Grammar 2","المصدر من الفعل «غَفَرَ» هو ___","غُفران","غافِر","مَغفور","غَفْر","المصدر من «غَفَرَ» على وزن فُعلان: غُفران"
"Arabic B1 Grammar 2","المصدر من الفعل «شَكَرَ» هو ___","شُكْر","شاكِر","مَشكور","شَكوى","المصدر من «شَكَرَ» على وزن فُعْل: شُكْر"
"Arabic B1 Grammar 2","اسم الفاعل من «نَامَ» هو ___","نائِم","نَوْم","مَنام","نِيام","اسم الفاعل من الأجوف: «نامَ» ← «نائِم» بإبدال حرف العلة همزة"
"Arabic B1 Grammar 2","اسم الفاعل من «قَادَ» هو ___","قائِد","قِيادة","مَقود","قُوّاد","اسم الفاعل من الأجوف: «قادَ» ← «قائِد» بإبدال حرف العلة همزة"
"Arabic B1 Grammar 2","اسم الفاعل من «باعَ» هو ___","بائِع","بَيْع","مَبيع","بِياعة","اسم الفاعل من الأجوف: «باعَ» ← «بائِع» بإبدال حرف العلة همزة"
"Arabic B1 Grammar 2","اسم الفاعل من «دَعا» هو ___","داعٍ","دَعوة","مَدعوّ","دُعاء","اسم الفاعل من الناقص: «دَعا» ← «داعٍ» بحذف الياء في حالة التنوين"
"Arabic B1 Grammar 2","اسم الفاعل من «قَضى» هو ___","قاضٍ","قَضاء","مَقضيّ","قُضاة","اسم الفاعل من الناقص: «قَضى» ← «قاضٍ» بحذف الياء في حالة التنوين"
