"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Arabic B1 Vocab 2","ما هي الكلمة التي تعني وسيلة نقل المعلومات والأخبار للجمهور؟","إعلام","إعصار","إنجاز","إيقاع","الإعلام هو نقل الأخبار والمعلومات عبر وسائل مختلفة مثل التلفزيون والصحف."
"Arabic B1 Vocab 2","نشرت ___ تقريرًا مهمًا عن الأوضاع الاقتصادية.","الصحيفة","المطبخ","الحديقة","الشرفة","الصحيفة هي منشور دوري يحتوي على أخبار ومقالات."
"Arabic B1 Vocab 2","يعمل ___ في محطة تلفزيونية ويقدّم الأخبار كل مساء.","المذيع","الطبيب","المزارع","النجّار","المذيع هو الشخص الذي يقرأ الأخبار ويقدّمها على الشاشة."
"Arabic B1 Vocab 2","أجرت الصحفية ___ مع وزير التعليم حول المناهج الجديدة.","مقابلة","وصفة","رحلة","تجربة","المقابلة هي حوار بين صحفي وشخص آخر بهدف الحصول على معلومات."
"Arabic B1 Vocab 2","انتشر ___ بسرعة على وسائل التواصل الاجتماعي رغم أنه غير صحيح.","الخبر","الطبق","القميص","الكرسي","الخبر هو معلومة عن حدث معيّن تُنشر عبر وسائل الإعلام."
"Arabic B1 Vocab 2","تمّ ___ الفيلم الوثائقي على القناة الرسمية أمس.","بثّ","طبخ","غسل","حرث","البثّ هو إرسال المحتوى المرئي أو المسموع إلى الجمهور عبر وسائل الإعلام."
"Arabic B1 Vocab 2","كتب الصحفي ___ طويلًا عن مشكلات التعليم في المنطقة.","تحقيقًا","سجادًا","حزامًا","جدارًا","التحقيق الصحفي هو تقرير معمّق يبحث في موضوع معيّن بالتفصيل."
"Arabic B1 Vocab 2","تهدف ___ الإعلامية إلى التأثير على رأي الجمهور.","الحملة","الوسادة","الملعقة","الستارة","الحملة الإعلامية هي جهد منظّم لنشر رسالة معيّنة والتأثير على الرأي العام."
"Arabic B1 Vocab 2","يجب على الصحفي أن يتحقّق من ___ المعلومات قبل نشرها.","مصدر","لون","وزن","طعم","المصدر هو الجهة التي تأتي منها المعلومات ويجب التأكّد من موثوقيتها."
"Arabic B1 Vocab 2","حصلت المقالة على عدد كبير من ___ على الإنترنت.","المشاهدات","الأطباق","الأشجار","المقاعد","المشاهدات هي عدد مرات مشاهدة المحتوى الرقمي على الإنترنت."
"Arabic B1 Vocab 2","تُعَدّ حرية ___ من أهم حقوق الإنسان الأساسية.","الصحافة","الطبخ","السباحة","الزراعة","حرية الصحافة تعني حق الإعلاميين في نشر الأخبار دون قيود غير مشروعة."
"Arabic B1 Vocab 2","نشرت الصحفية ___ مؤثرًا عن حياة اللاجئين.","تقريرًا","فستانًا","عقدًا","خاتمًا","التقرير هو عرض مفصّل لموضوع أو حدث بأسلوب صحفي موضوعي."
"Arabic B1 Vocab 2","يُعتبر ___ الإعلامي مهمًا لمعرفة الحقيقة وكشف الفساد.","الكشف","الطلاء","الحصاد","النسيج","الكشف الإعلامي هو الإفصاح عن معلومات مخفية تهمّ الرأي العام."
"Arabic B1 Vocab 2","استخدم المخرج ___ جديدة في تصوير المسلسل التلفزيوني.","تقنية","وصفة","بذرة","خامة","التقنية هي أسلوب أو طريقة فنية تُستخدم في الإنتاج الإعلامي."
"Arabic B1 Vocab 2","أصبحت ___ الرقمية بديلًا عن الصحف الورقية التقليدية.","المجلة","الحقيبة","السجادة","المزهرية","المجلة الرقمية هي نسخة إلكترونية من المطبوعات تُقرأ على الأجهزة الذكية."
"Arabic B1 Vocab 2","قام المراسل بـ ___ مباشر من موقع الحدث.","نقل","ريّ","خبز","حياكة","النقل المباشر هو تغطية الأحداث وبثّها في الوقت الحقيقي."
"Arabic B1 Vocab 2","يحتوي المتحف على ___ أثرية نادرة من الحضارات القديمة.","قطع","أقلام","أكواب","مناشف","القطع الأثرية هي أشياء تاريخية تُحفظ في المتاحف لقيمتها التراثية."
"Arabic B1 Vocab 2","تُعَدّ الموسيقى الكلاسيكية جزءًا مهمًا من ___ الأوروبي.","التراث","المناخ","الجدول","الرصيف","التراث هو الموروث الثقافي والفني الذي ينتقل من جيل إلى آخر."
"Arabic B1 Vocab 2","أقامت المدينة ___ سنويًا للاحتفال بالفنون والموسيقى.","مهرجانًا","مستودعًا","مصنعًا","مستشفى","المهرجان هو حدث ثقافي أو فني يُقام بشكل دوري ويجمع فنانين وجمهورًا."
"Arabic B1 Vocab 2","عرض المسرح ___ جديدة من تأليف كاتب محلي شاب.","مسرحية","وجبة","حقنة","قطعة غيار","المسرحية هي عمل أدبي يُؤدّى على خشبة المسرح أمام جمهور."
"Arabic B1 Vocab 2","فاز الفيلم بجائزة أفضل ___ في مهرجان السينما الدولي.","إخراج","طبخ","حراثة","تنظيف","الإخراج هو عملية توجيه العمل الفني سينمائيًا أو مسرحيًا."
"Arabic B1 Vocab 2","تتميّز هذه المنطقة بـ ___ معمارية فريدة تعود إلى القرن الثامن عشر.","طرز","ألوان","روائح","نكهات","الطرز المعمارية هي الأساليب والأنماط المستخدمة في تصميم المباني."
"Arabic B1 Vocab 2","يحضر آلاف الزوار ___ الفني كل عام لمشاهدة اللوحات.","المعرض","الملعب","المطار","الميناء","المعرض هو مكان يُعرض فيه الفن أو المنتجات للجمهور."
"Arabic B1 Vocab 2","تُعبّر هذه ___ عن مشاعر الفنان تجاه الطبيعة بأسلوب تجريدي.","اللوحة","الوسادة","الصحن","المنشفة","اللوحة هي عمل فني مرسوم على سطح مسطّح يعبّر عن رؤية الفنان."
"Arabic B1 Vocab 2","يحافظ السكان المحليون على ___ الشعبية التي ورثوها من أجدادهم.","التقاليد","الأسعار","الأرقام","الأوزان","التقاليد هي العادات والممارسات الموروثة من الأجيال السابقة."
"Arabic B1 Vocab 2","نال الشاعر ___ أدبية مرموقة عن ديوانه الأخير.","جائزة","رخصة","فاتورة","وصفة طبية","الجائزة هي مكافأة تُمنح تقديرًا للتميّز في مجال معيّن."
"Arabic B1 Vocab 2","تُعتبر ___ العربية من أقدم الفنون الإسلامية وأجملها.","الخطوط","الأرصفة","الجسور","الأنابيب","الخطوط العربية هي فن كتابة الحروف العربية بأساليب جمالية متنوعة."
"Arabic B1 Vocab 2","يتأثّر ___ المعاصر بالتيارات الفنية العالمية المختلفة.","النحت","الطهي","التعدين","الصيد","النحت هو فن تشكيل المواد كالحجر أو الخشب لإنشاء أعمال فنية ثلاثية الأبعاد."
"Arabic B1 Vocab 2","تروي هذه ___ قصة عائلة عربية خلال فترة الاستقلال.","الرواية","الفاتورة","القائمة","الوصفة","الرواية هي عمل أدبي طويل يروي قصة خيالية أو واقعية."
"Arabic B1 Vocab 2","يُعَدّ فن ___ من أقدم أشكال التعبير البشري.","الرقص","القيادة","التجارة","البناء","الرقص هو فن حركي يُستخدم للتعبير عن المشاعر والثقافة."
"Arabic B1 Vocab 2","حضر الجمهور ___ موسيقية رائعة في دار الأوبرا.","حفلة","وجبة","محاضرة","جلسة تصوير","الحفلة الموسيقية هي أداء موسيقي حيّ أمام جمهور."
"Arabic B1 Vocab 2","تراجع الاهتمام بالحرف ___ بسبب الإنتاج الصناعي الحديث.","اليدوية","السريعة","الباردة","العالية","الحرف اليدوية هي منتجات تُصنع باليد وتمثّل جزءًا من التراث الثقافي."
"Arabic B1 Vocab 2","يستخدم المبرمج ___ البرمجة لكتابة التطبيقات والبرامج.","لغة","فرشاة","مطرقة","إبرة","لغة البرمجة هي مجموعة من القواعد والأوامر التي يفهمها الحاسوب."
"Arabic B1 Vocab 2","يجب تحديث ___ التشغيل بانتظام لحماية الجهاز من الثغرات.","نظام","ستار","سقف","أرضية","نظام التشغيل هو البرنامج الأساسي الذي يدير عمل الحاسوب وأجهزته."
