"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Third conditional: if-clause","If I ___ the email, I would have replied immediately.","had seen","saw","would see","have seen","The third conditional uses 'if + past perfect' in the if-clause. 'If I had seen' is the correct past perfect form."
"Third conditional: result clause","If she had studied harder, she ___ the exam.","would have passed","would has passed","had have passed","will had passed","The result clause of the third conditional uses 'would have + past participle'. 'Would have passed' completes this unreal past situation."
"Third conditional: negative if-clause","If we hadn't missed the bus, we ___ on time.","would have arrived","would has arrived","would been arrived","would had arrived","After 'if + past perfect' (hadn't missed), the result clause needs 'would have + past participle'."
"Third conditional: negative result","If he had asked me, I ___ no.","wouldn't have said","wouldn't has said","wouldn't had said","wouldn't been said","The negative result clause in the third conditional is 'wouldn't have + past participle'."
"Third conditional: if-clause auxiliary","If you ___ told me earlier, I would have helped.","had","would","was","have","The if-clause of the third conditional uses 'had + past participle'. 'Had told' is the only grammatical past perfect form here."
"Third conditional: full sentence","If they had left earlier, they ___ the traffic.","would have avoided","would has avoided","had have avoided","would been avoided","The third conditional describes an unreal past situation. The result clause requires 'would have + past participle'."
"Third conditional: question form","What would you have done if you ___ the lottery?","had won","had win","would had won","had wonned","In third conditional questions, the if-clause still uses the past perfect: 'if you had won'."
"Third conditional: with could","If I had known about the sale, I ___ a new laptop.","could have bought","could buy","bought","had bought","'Could have + past participle' can replace 'would have' in the result clause to express past possibility."
"Third conditional: with might","If the weather had been better, we ___ to the beach.","might have gone","might go","had gone","would go","'Might have + past participle' is used in the result clause to express a less certain past possibility."
"Third conditional: mixed practice","She ___ the job if she had prepared for the interview.","would have got","would has got","had have got","would been got","The result clause comes first here, but still uses 'would have + past participle'. The if-clause uses past perfect."
"Wish: present regret","I wish I ___ more free time.","had","have","would have","am having","'Wish + past simple' expresses a regret about the present. 'I wish I had' means I don't have it now but want it."
