"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Clothing items","You wear these on your feet.","shoes","gloves","scarf","hat","Shoes go on your feet to protect them when you walk."
"Clothing items","A woman might wear this to a party. It covers the body from shoulders to knees.","a dress","a belt","a scarf","a hat","A dress is a one-piece garment that covers the upper body and legs."
"Clothing items","You wear this on your head to keep warm or block the sun.","a hat","a shirt","trousers","shoes","A hat sits on your head. It protects from sun or cold."
"Clothing items","These cover your legs. Another word is 'pants'.","trousers","shoes","gloves","a shirt","Trousers (or pants) are clothing for your legs."
"Clothing items","You wear this on the top part of your body. It has sleeves.","a shirt","trousers","shoes","a skirt","A shirt covers your chest and arms."
"Clothing items","You wear these on your hands when it is cold.","gloves","socks","shoes","a belt","Gloves keep your hands warm in cold weather."
"Clothing items","You wear these inside your shoes.","socks","gloves","a hat","a belt","Socks go on your feet, inside your shoes."
"Clothing items","This keeps your trousers up. You wear it around your waist.","a belt","a scarf","a tie","socks","A belt goes around your waist to hold trousers in place."
"Clothing items","You wear this around your neck when it is cold outside.","a scarf","a belt","a hat","gloves","A scarf wraps around your neck for warmth."
"Clothing items","This is a warm piece of clothing you wear over your shirt in winter.","a jacket","a skirt","shorts","a dress","A jacket is an outer layer that keeps you warm."
"Weather vocabulary","The sun is shining and the sky is blue. The weather is ___.","sunny","rainy","cloudy","snowy","When the sun shines brightly, we say the weather is sunny."
"Weather vocabulary","Water is falling from the sky. The weather is ___.","rainy","sunny","windy","foggy","When water drops fall from clouds, the weather is rainy."
"Weather vocabulary","You cannot see the sun. The sky is grey and full of clouds. It is ___.","cloudy","sunny","windy","hot","When clouds cover the sky, the weather is cloudy."
"Weather vocabulary","The trees are moving because the air is blowing hard. It is very ___.","windy","rainy","sunny","cloudy","When air moves fast and blows things around, it is windy."
"Weather vocabulary","White ice falls from the sky in winter. It is ___.","snowing","raining","sunny","windy","Snow is frozen water that falls as white flakes in cold weather."
"Weather vocabulary","It is 35 degrees Celsius outside. The ___ is very high today.","temperature","wind","cloud","rain","Temperature measures how hot or cold it is. 35 degrees is very hot."
"Weather vocabulary","You cannot see far because the air is thick and white. It is ___.","foggy","windy","sunny","rainy","Fog is a thick mist that makes it hard to see."
"Weather vocabulary","There is bright light in the sky during a storm, then a loud sound. The light is called ___.","lightning","thunder","wind","rain","Lightning is the bright flash of light during a storm."
"Weather vocabulary","After rain, the ___ sometimes appears in the sky with many colours.","rainbow","cloud","sun","star","A rainbow is an arc of colours that can appear when sun shines through rain."
"Weather vocabulary","We use a ___ to measure the temperature.","thermometer","compass","clock","ruler","A thermometer is the tool that shows temperature in degrees."
"Seasons","The season when flowers start to grow and the weather gets warmer after winter.","spring","summer","autumn","winter","Spring comes after winter. Plants begin to grow again."
"Seasons","The hottest season of the year. People go swimming and eat ice cream.","summer","spring","autumn","winter","Summer is the warmest season. Days are long and hot."
"Seasons","The season when leaves change colour and fall from trees.","autumn","spring","summer","winter","In autumn (also called fall), leaves turn red, orange, and yellow."
"Seasons","The coldest season. Sometimes there is snow on the ground.","winter","autumn","summer","spring","Winter is the coldest time of year. Days are short."
"Animals: pets","This small animal lives in your home, says 'meow', and likes to catch mice.","a cat","a dog","a rabbit","a hamster","A cat is a common pet that meows and is known for catching mice."
"Animals: pets","This animal is called 'man's best friend'. It barks and wags its tail.","a dog","a cat","a fish","a parrot","A dog is a loyal pet that barks and loves to play."
"Animals: pets","This pet lives in water inside a glass tank. You cannot hold it.","a fish","a hamster","a rabbit","a cat","A fish is a pet that lives in water. You watch it swim."
"Animals: pets","This small, fluffy pet has long ears and likes to eat carrots.","a rabbit","a hamster","a cat","a parrot","A rabbit has long ears and soft fur. It hops around."
"Animals: pets","This colourful bird can learn to copy human words.","a parrot","a rabbit","a fish","a hamster","A parrot is a bird that can repeat words people say."
"Animals: farm","This large animal gives us milk. It says 'moo'.","a cow","a pig","a sheep","a horse","A cow is a farm animal that produces milk."
"Animals: farm","This pink animal lives on a farm and loves mud.","a pig","a cow","a horse","a chicken","A pig is a farm animal known for rolling in mud."
"Animals: farm","This animal gives us wool for warm clothes. It says 'baa'.","a sheep","a cow","a pig","a goat","A sheep has thick wool that is used to make clothing."
"Animals: farm","This animal lays eggs. It says 'cluck'.","a chicken","a cow","a sheep","a pig","A chicken is a bird on the farm that lays eggs."
"Animals: farm","People ride this tall, strong animal. It says 'neigh'.","a horse","a cow","a pig","a sheep","A horse is a large, strong animal that people can ride."
"Animals: wild","This very large grey animal has a long nose called a trunk.","an elephant","a lion","a bear","a giraffe","An elephant is the largest land animal. Its long nose is a trunk."
"Animals: wild","This big cat is called the 'king of the jungle'. It has a mane.","a lion","a bear","a tiger","a wolf","A lion is a large wild cat. The male has a mane of hair."
"Animals: wild","This tall animal has a very long neck and eats leaves from high trees.","a giraffe","an elephant","a lion","a bear","A giraffe has the longest neck of any animal."
"Animals: wild","This animal has black and white stripes on its body.","a zebra","a tiger","a lion","a giraffe","A zebra looks like a horse with black and white stripes."
"Animals: wild","This large animal sleeps through winter. It likes to eat fish and honey.","a bear","a wolf","a lion","an elephant","A bear hibernates in winter and eats fish and honey."
"Dressing for weather","It is raining outside. You should take ___.","an umbrella","sunglasses","shorts","a swimsuit","An umbrella keeps you dry when it rains."
"Dressing for weather","It is very sunny and hot. You should wear ___ to protect your eyes.","sunglasses","gloves","a scarf","boots","Sunglasses protect your eyes from bright sunlight."
"Dressing for weather","It is snowing and very cold. You need to wear ___ on your hands.","gloves","sandals","shorts","sunglasses","Gloves keep your hands warm in snow and cold weather."
"Dressing for weather","You are going to the beach in summer. You should wear ___.","a swimsuit","a winter coat","gloves","boots","A swimsuit is what you wear for swimming at the beach."
"Dressing for weather","It is cold and raining. You should wear ___ to keep your feet dry.","boots","sandals","flip-flops","trainers","Boots protect your feet and keep them dry in rain."
"Dressing for weather","It is windy and cold. You should wear a warm ___ over your shirt.","coat","swimsuit","T-shirt","tank top","A coat is a thick outer layer that protects from wind and cold."
"Weather vocabulary","In English, when it rains very heavily we say it is ___.","pouring","shining","blowing","freezing","Pouring means rain is falling very hard and fast."
"Clothing items","Women often wear this. It hangs from the waist and covers the legs, but is not divided like trousers.","a skirt","a scarf","a jacket","a belt","A skirt hangs from the waist. Unlike trousers, it is one open piece."
"Animals: wild","This is the largest animal on Earth. It lives in the ocean and breathes air at the surface.","a whale","a crocodile","a shark","a penguin","A whale is the largest animal alive. It is a mammal and must breathe air."
"Animals: farm","Which word names a baby sheep?","a lamb","a puppy","a kitten","a chick","A baby sheep is called a lamb. Puppies are baby dogs, kittens are baby cats, chicks are baby chickens."
"Dressing for weather","When the weather is warm but not hot, you can wear a light ___.","T-shirt","winter coat","heavy jacket","woolly hat","A T-shirt is a light top, good for warm weather."
