"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Abstract noun: freedom","Which abstract noun best completes: 'The citizens fought for their ___ from oppression.'","freedom","freedomness","freeness","freedomity","'Freedom' is the correct noun form meaning the state of being free. 'Freedomness', 'freeness' and 'freedomity' are not real English words."
"Abstract noun: justice","After the trial, the victim's family felt that ___ had been served.","justice","justiceness","justicity","justicement","'Justice' is the standard noun. The fixed expression is 'justice has been served'. The other options are not English words."
"Abstract noun: knowledge","She gained a deep ___ of marine biology during her studies.","knowledge","knowledgement","knowledgeness","knowledgity","'Knowledge' refers to facts and information acquired through study. The other options are not real English words."
"Abstract noun: opportunity","He seized the ___ to study abroad when it arose.","opportunity","opportuneness","opportunitude","opportunism","'Seize the opportunity to' is the fixed collocation. 'Opportunism' means self-serving behaviour and does not take 'to + infinitive'; the others are not standard English."
"Abstract noun: courage","Which word names the quality of being brave in the face of fear or danger?","courage","courageous","couraging","couragement","'Courage' is the noun form. 'Courageous' is the adjective, and 'couraging' and 'couragement' are not English words."
"Abstract noun: integrity","Which abstract noun means 'adherence to strong moral principles'?","integrity","integral","integration","integrating","'Integrity' is the noun meaning moral uprightness. 'Integral' is an adjective, 'integration' means combining into a whole, and 'integrating' is a verb form."
"Abstract noun: compassion","Which abstract noun means 'sympathetic concern for the suffering of others'?","compassion","compassionate","compassing","compassionment","'Compassion' is the noun form. 'Compassionate' is the adjective, and the other two are not English words."
"Abstract noun: ambition","Her ___ to become a surgeon drove her to study long hours.","ambition","ambitiousness","ambitioning","ambitionment","'Ambition to become' is the standard construction. 'Ambitiousness' exists but does not take 'to + infinitive'; the others are not English words."
"Abstract noun: prosperity","Which abstract noun means 'the state of being successful, especially economically'?","prosperity","prosperous","prospering","prosperation","'Prosperity' is the noun. 'Prosperous' is the adjective, 'prospering' is a verb form, and 'prosperation' is not an English word."
"Abstract noun: resilience","Which abstract noun means 'the ability to recover quickly from difficulties'?","resilience","resilient","resiliently","resilientness","'Resilience' is the noun. 'Resilient' is the adjective, 'resiliently' is the adverb, and 'resilientness' is not standard English."
"Idiom: break the ice","At the party, he told a joke to ___.","break the ice","break an ice","broke the ice","break the ices","'Break the ice' is the fixed form. The idiom takes 'the' (not 'an'), uses the base form after 'to', and has no plural form."
"Idiom: piece of cake","The exam was a ___ — I finished in twenty minutes.","piece of cake","piece of a cake","piece of cakes","slice of cake","'A piece of cake' is the fixed idiom meaning something very easy. 'Slice of cake' is a literal phrase, not an idiom; the other variants mangle the fixed form."
"Idiom: hit the nail on the head","Your analysis of the problem really ___.","hit the nail on the head","hit the nail in the head","struck the nail on the head","hit a nail on the head","'Hit the nail on the head' is the fixed idiom. Changing the preposition to 'in', swapping 'hit' for 'struck', or changing 'the' to 'a' breaks the frozen form."
"Idiom: spill the beans","She accidentally ___ about the surprise party.","spilled the beans","spilled the bean","spilled beans","dropped the beans","'Spill the beans' means to reveal a secret. The noun must be plural with 'the'; 'dropped the beans' is not the fixed form."
"Idiom: bite the bullet","I decided to ___ and schedule my dentist appointment.","bite the bullet","bite a bullet","bite the bullets","chew the bullet","'Bite the bullet' is the fixed idiom meaning to endure something unpleasant. The article, number and verb are all fixed."
"Idiom: cost an arm and a leg","That designer handbag must have ___.","cost an arm and a leg","cost a arm and a leg","cost an arm and leg","cost the arm and the leg","'Cost an arm and a leg' is the fixed form. Each body part needs its own 'a/an', and the idiom never uses 'the'."
"Idiom: under the weather","I'm feeling a bit ___ today, so I'll stay home.","under the weather","under a weather","under the weathers","below the weather","'Under the weather' is the fixed idiom meaning slightly ill. It never uses 'a', the plural, or 'below'."
"Idiom: once in a blue moon","He only visits his hometown ___.","once in a blue moon","once in the blue moon","once in a blue moons","one in a blue moon","'Once in a blue moon' means very rarely. The article is 'a', 'moon' is singular, and the adverb is 'once' not 'one'."
"Idiom: let the cat out of the bag","Who ___ about the merger? It was supposed to be confidential.","let the cat out of the bag","let a cat out of the bag","let the cat from the bag","let the cat out of a bag","'Let the cat out of the bag' is the fixed form. The articles 'the...the' and the preposition 'of' are frozen."
"Idiom: beat around the bush","Stop ___ and tell me what happened.","beating around the bush","beating around a bush","beating around the bushes","beating round about the bush","'Beat around the bush' is the fixed idiom. The article, singular 'bush' and preposition are all fixed."
"Idiom meaning","What does 'the ball is in your court' mean?","It's your turn to make a decision.","You have won the argument.","You are under a lot of pressure.","You should play more sports.","'The ball is in your court' means it is now your responsibility to act or make the next move."
"Idiom meaning","What does 'burn bridges' mean?","To destroy relationships or connections permanently","To travel to distant places","To overcome a major obstacle","To work extremely hard","'Burn bridges' means to act in a way that makes it impossible to return to a previous situation or relationship."
"Idiom meaning","What does 'on the fence' mean?","Unable to decide between two options","In a dangerous situation","Protecting your property","Watching from a distance","'On the fence' means undecided or neutral, unable to choose between two sides of an issue."
"Idiom meaning","What does 'jump the gun' mean?","To act too soon, before the right time","To avoid responsibility","To take a big risk","To change your mind suddenly","'Jump the gun' means to do something prematurely, before the appropriate moment. It comes from starting a race before the starting signal."
"Figurative language","In the sentence 'Time is money,' what type of figurative language is used?","metaphor","simile","hyperbole","personification","A metaphor states that one thing IS another. 'Time is money' directly equates time with money without using 'like' or 'as'."
