"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Comparatives: irregular farther/further","The shop is ___ than I thought.","farther","more far","farer","farthest","'Far' has irregular comparatives: far → farther/further. We never say 'more far' or 'farer'."
"Comparatives: as...as","My brother is ___ tall as my father.","as","more","that","much","We use 'as...as' to show two things are equal: He is as tall as my father. 'More tall as', 'that tall as', and 'much tall as' are all ungrammatical."
"Comparatives: negative as...as","This test was not ___ difficult as the last one.","as","so much","more","than","In negative comparisons, we say 'not as...as'. 'Not so much difficult as', 'not more difficult as', and 'not than difficult as' are all ungrammatical."
"Comparatives: double comparative","The days are getting ___.","longer and longer","more longer","most long","the longer","We use 'comparative + and + comparative' to show something is increasing: longer and longer. 'More longer' is a double comparative (ungrammatical)."
"Comparatives: double comparative (long adj)","The city is becoming ___.","more and more expensive","expensiver and expensiver","expensiver","more expensive and expensive","For long adjectives, we repeat 'more and more': more and more expensive. 'Expensiver' is not a word — long adjectives take 'more', never '-er'."
"Comparatives: the...the","___ you practice, the better you get.","The more","More","Much more","The much","We use 'the + comparative, the + comparative' to show connected changes: The more...the better. 'More you practice', 'Much more you practice', and 'The much you practice' are ungrammatical at the start of this construction."
"Comparatives: irregular worse","His handwriting is ___ than mine.","worse","more bad","badder","worser","'Bad' has an irregular comparative: bad → worse. 'Worser', 'badder', and 'more bad' are not correct."
"Comparatives: less","This movie is ___ exciting than the book.","less","lesser","fewer","littler","'Less' is the opposite of 'more' for adjective comparisons: less exciting. 'Lesser', 'fewer', and 'littler' do not work before an adjective here."
"Superlatives: irregular least","That was the ___ useful advice I've ever received.","least","less","most little","littlest","The superlative of 'little' (in quantity) is 'least': the least useful. 'Less', 'most little', and 'littlest' are ungrammatical here."
"Superlatives: one of the + plural","She is one of the ___ in her class.","tallest students","tallest student","taller students","most tall student","After 'one of the + superlative', we need a plural noun. 'Tallest student' (singular) and 'taller students' (not superlative) are ungrammatical in this frame."
"First conditional: unless (means 'if not')","Which word means 'if not'? You won't pass the exam ___ you study harder.","unless","whenever","because","although","'Unless' means 'if not'. 'Whenever', 'because', and 'although' do not express the condition 'if not'."
"First conditional: in case (precaution)","Choose the phrase meaning 'as a precaution, in case it happens'. Take an umbrella ___ it rains later.","in case","in cases","on case","at case","'In case' means 'as a precaution for a possible future event'. 'In cases', 'on case', and 'at case' are not valid English phrases."
"First conditional: as long as (condition)","Choose the phrase meaning 'only on the condition that'. You can borrow my car ___ you drive carefully.","as long as","as long","so long","long as","'As long as' is a fixed conjunction meaning 'on the condition that'. 'As long', 'so long', and 'long as' are not valid conjunctions here."
"First conditional: provided that","Choose the formal phrase meaning 'only if'. I'll lend you the money ___ you pay me back next week.","provided that","provide that","providing with","provided with","'Provided that' is a fixed conjunction meaning 'only if'. The other forms are ungrammatical as conjunctions introducing a condition."
"First conditional: unless + negative meaning","Which word means 'if she doesn't'? I won't go to the party ___ she calls me first.","unless","unlesses","unless of","unless that","'Unless' = 'if not'. The other forms are not valid English."
"First conditional: even if (no matter what)","Choose the phrase meaning 'no matter whether'. I'll go for a run ___ it's freezing outside.","even if","even as","even that","even of","'Even if' means 'regardless of whether'. 'Even as', 'even that', and 'even of' are not valid conditional conjunctions."
"First conditional: as long as + don't","Choose the phrase meaning 'on the condition that'. He will help you ___ you don't ask too many questions.","as long as","as longer as","so longer as","as long than","'As long as' sets a condition. The comparative and 'than' forms are ungrammatical here."
"First conditional: verb after 'if'","If you ___ your homework, I'll let you play outside.","finish","will finish","are finish","finishes","After 'if' in a first conditional, use the present simple. 'Will finish' is not used in the if-clause. 'Are finish' and 'finishes' (wrong agreement with 'you') are ungrammatical."
"First conditional: verb after 'unless'","___ he arrives soon, we'll leave without him.","Unless","Unless will","Unless to","Unlessly","After 'unless', use a present simple verb. 'Unless will', 'unless to', and 'unlessly' are not valid English."
"First conditional: 'in case' fixed form","I'll pack snacks now ___ we get hungry on the hike.","in case","in the case","in case of","in case that","'In case' takes a clause directly: 'in case we get hungry'. 'In the case' and 'in case of' require a noun, not a clause; 'in case that' is not standard."
"Adverbs: good vs well","She sings very ___.","well","good","goodly","wellly","'Good' is an adjective; 'well' is the adverb needed after the verb 'sings'. 'Goodly' (archaic) and 'wellly' are not used as adverbs of manner here."
"Adverbs: hard vs hardly","He works very ___ at his job.","hard","hardily","harder","hardlier","'Hard' is both an adjective AND an adverb ('work hard'). 'Very harder' is ungrammatical (very + comparative), and 'hardily' / 'hardlier' are not standard here."
"Adverbs: hard vs hardly (meaning)","I ___ know him. We only met once.","hardly","hard","harder","hardest","'Hardly' means 'almost not'. 'Hard', 'harder', and 'hardest' cannot precede 'know him' here; they are ungrammatical in this slot."
"Adverbs: late vs lately","She has been feeling tired ___.","lately","latelier","more late","latest","'Lately' means recently. 'Latelier', 'more late', and 'latest' are not valid adverbial forms in this slot."
"Adverbs: position with verbs","She ___ forgotten to call me.","has probably","has probable","probable has","probably have","Adverbs go between the auxiliary and the main verb: has probably forgotten. 'Probable' is an adjective and cannot modify a verb; 'probably have' shows wrong agreement with 'she'."
"Adverbs: position with be","The children are ___ quiet today.","unusually","unusual","unusualer","more unusual","Before an adjective, we need an adverb: unusually quiet. 'Unusual' is an adjective and cannot modify 'quiet'; 'unusualer' is not a word; 'more unusual quiet' is ungrammatical."
"Adverbs: adjective vs adverb","He drove ___ through the storm.","carefully","careful","carefuler","more careful","We need an adverb to describe HOW he drove. 'Careful' is an adjective; 'carefuler' is not a word; 'more careful' is the comparative adjective form and cannot modify the verb 'drove' alone."
"Adverbs: near vs nearly","I ___ missed my flight. I arrived just in time.","nearly","nearing","nearest","nearer","'Nearly' means 'almost'. 'Nearing', 'nearest', and 'nearer' cannot fill this adverbial slot before 'missed'."
"Adverbs: fast (no -ly)","She runs very ___.","fast","fastly","more fast","fastest","'Fast' is both an adjective and an adverb. 'Fastly' is not a word; 'more fast' is ungrammatical (use 'faster'); 'very fastest' is ungrammatical (very + superlative)."
"Adverbs: already position","We have ___ eaten dinner.","already","alreadily","more already","alreadys","'Already' goes between the auxiliary and the main verb. 'Alreadily', 'more already', and 'alreadys' are not valid words."
"Gerund vs infinitive: stop + gerund (quit)","He stopped ___ because the doctor told him to quit.","smoking","to smoking","for smoking","smokes","'Stop + gerund' means to quit an activity. The other forms are ungrammatical after 'stopped' in this slot."
"Gerund vs infinitive: stop + infinitive (pause)","She stopped ___ a coffee on her way to work.","to buy","to buying","for buy","buys","'Stop + to-infinitive' means you paused one action in order to do another. 'To buying', 'for buy', and 'buys' are ungrammatical after 'stopped' here."
"Gerund vs infinitive: remember + gerund (memory)","Which sentence means 'I have a memory of locking the door'? I remember ___ the door before I left.","locking","to locking","for locking","lock","'Remember + gerund' expresses a memory of a past action. The other forms are ungrammatical after 'remember' in this slot."
