"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Second conditional: if clause","'If I ___ more money, I would travel the world.' Which is correct?","had","have","would have","having","In the second conditional, the 'if' clause uses the past simple: 'If I had...' We use this to talk about unreal or unlikely situations now."
"Second conditional: result clause","'If she knew the answer, she ___ tell you.' Which is correct?","would","will","did","had","The result clause of the second conditional uses 'would' + base verb: 'she would tell you.' Not 'will' — that's for real/likely situations."
"Second conditional: negative if","'If I ___ so busy, I would come to your party.' Which is correct?","weren't","wasn't not","wouldn't be","amn't","In the second conditional, the negative 'if' clause uses past simple: 'If I weren't so busy...'"
"Second conditional: would + verb","'If we had a car, we ___ drive to the coast.' Which is correct?","would","will","could have","did","In the result clause, use 'would' + base verb (no 'to'): 'we would drive.' This describes an imaginary result of an unreal situation."
"Second conditional: question form","'What ___ you do if you won the lottery?' Which is correct?","would","will","would to","woulds","Second conditional questions: 'What would you do if...?' The distractors are ungrammatical: 'will' mixes tenses with 'won', 'would to' adds an impossible 'to' after a modal, and modals never take -s."
"Second conditional: if I were","'If I ___ you, I would apologise.' Which is correct?","were","was being","am","would be","We use 'were' with 'I' in the second conditional fixed expression 'If I were you...' for giving advice. The other forms are ungrammatical here."
"Second conditional: wouldn't","'If he studied harder, he ___ fail the exam.' Which is correct?","wouldn't","won't","wouldn't to","wouldn'ts","The negative result clause uses 'wouldn't' + base verb: 'he wouldn't fail.' The distractors are ungrammatical: 'won't' mixes tenses with 'studied', and modals never take 'to' or -s."
"Second conditional: could in result","'If I lived near the sea, I ___ go swimming every day.' Which is correct?","could","can","would can","will","You can use 'could' instead of 'would' in the result clause to mean 'would be able to': 'I could go swimming.'"
"Second conditional: mixed scenario","'If they ___ English, they would understand this film.' Which is correct?","spoke","speak","would speak","speaking","The 'if' clause uses past simple: 'If they spoke English...' Even though it refers to a present unreal situation, the verb looks like past tense."
"Second conditional: advice","'If I ___ in your position, I would accept the job.' Which is correct?","were","am","would be","be","'If I were in your position' uses the second conditional to give advice about an imaginary situation. The distractors are ungrammatical here: 'am' is present tense, 'would be' belongs in the result clause, and bare 'be' cannot stand alone as a finite verb."
"Relative clause: who (subject)","'The woman ___ lives next door is a doctor.' Which is correct?","who","which","whom","where","Use 'who' for people as the subject of a relative clause: 'The woman who lives next door...' 'Which' is for things, not people."
"Relative clause: which (subject)","'I bought a book ___ was on sale.' Which is correct?","which","who","whom","where","Use 'which' (or 'that') for things: 'a book which was on sale.' 'Who' is for people, not things."
"Relative clause: that (people)","'She's the teacher ___ helped me pass the exam.' Which is correct?","that","which","whom","where","'That' can replace 'who' for people in defining relative clauses: 'the teacher that helped me.' Both 'who' and 'that' work here."
"Relative clause: that (things)","'Where's the letter ___ came this morning?' Which is correct?","that","who","whom","where","'That' can replace 'which' for things in defining relative clauses: 'the letter that came.' Both 'which' and 'that' work here."
"Relative clause: where","'This is the restaurant ___ we had dinner last week.' Which is correct?","where","which","that","who","Use 'where' for places: 'the restaurant where we had dinner.' It means 'in which' or 'at which.'"
