"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Health Vocabulary","What do you call a pain in your head?","a headache","a backache","a stomachache","a toothache","A headache is the specific word for pain felt in the head."
"Health Vocabulary","If your body temperature is very high, you have a _____.","fever","cough","rash","bruise","A fever means your body temperature is higher than normal, usually because of illness."
"Health Vocabulary","You go to a pharmacy to buy _____.","medicine","furniture","groceries","tickets","A pharmacy is a shop that sells medicine and health products."
"Health Vocabulary","I need to make an _____ with the doctor.","appointment","assignment","instruction","emergency","You make an appointment to schedule a time to see a doctor."
"Health Vocabulary","The doctor wrote me a _____ for antibiotics.","prescription","receipt","recipe","description","A prescription is a doctor's written order for medicine."
"Health Vocabulary","A person who looks after patients in a hospital is a _____.","nurse","waiter","teacher","clerk","A nurse is a trained medical professional who cares for patients."
"Health Vocabulary","I have a sore _____. It hurts when I swallow.","throat","knee","wrist","ankle","Your throat is the passage at the back of your mouth. A sore throat makes swallowing painful."
"Health Vocabulary","She _____ her ankle while running.","sprained","coughed","sneezed","breathed","To sprain means to injure a joint by twisting it. Ankles are commonly sprained."
"Health Vocabulary","You should _____ if you feel very sick.","see a doctor","take a holiday","go shopping","eat more sugar","When you feel very sick, the best advice is to see a doctor for help."
"Health Vocabulary","He has a bad _____. He keeps coughing all day.","cold","rash","bruise","sprain","A cold is a common illness that causes coughing, sneezing, and a runny nose."
"Health Vocabulary","The dentist checks your _____.","teeth","ears","eyes","lungs","A dentist is a doctor who specializes in caring for teeth."
"Health Vocabulary","Which word describes feeling unsteady, as if the room is spinning around you?","dizzy","thirsty","bored","lonely","Dizzy means feeling unsteady or like the room is spinning. Thirsty means needing a drink, bored means uninterested, lonely means without company."
"Health Vocabulary","Which item do you put on a cut to cover and protect the wound?","a bandage","a blanket","a belt","a button","A bandage is a strip of material for covering wounds. A blanket is for a bed, a belt holds up trousers, a button fastens clothes."
"Health Vocabulary","She has an _____ to peanuts. She cannot eat them.","allergy","ability","attitude","appetite","An allergy is a harmful reaction your body has to certain foods or substances."
"Health Vocabulary","I cut my finger and it started to _____.","bleed","breathe","sneeze","swallow","When you cut yourself, blood comes out. This is called bleeding."
"Telling Time","What time is it when the clock shows 3:15?","quarter past three","quarter to three","half past three","three o'clock","Quarter past means 15 minutes after the hour."
"Telling Time","What time is 7:30?","half past seven","quarter past seven","seven o'clock","quarter to seven","Half past means 30 minutes after the hour."
"Telling Time","What time is 4:55?","five to five","five past four","five to four","five past five","Five to five means 5 minutes before 5 o'clock, which is 4:55."
"Telling Time","What time is 9:45?","quarter to ten","quarter past nine","half past nine","quarter to nine","Quarter to means 15 minutes before the next hour. 9:45 is quarter to ten."
"Telling Time","What time is 6:05?","five past six","five to six","half past six","six o'clock","Five past means 5 minutes after the hour."
"Telling Time","It is 2:30. Which is correct?","half past two","quarter past two","two o'clock","quarter to three","2:30 is 30 minutes past 2, so it is half past two."
"Telling Time","What time is 11:15?","quarter past eleven","quarter to eleven","half past eleven","eleven o'clock","Quarter past means 15 minutes after the hour. 11:15 is quarter past eleven."
"Telling Time","What time is 8:50?","ten to nine","ten past eight","ten to eight","ten past nine","Ten to nine means 10 minutes before 9 o'clock, which is 8:50."
"Telling Time","Which word means 12:00 in the middle of the day?","noon","midnight","half past twelve","quarter to twelve","Noon is 12:00 in the middle of the day. Midnight is 12:00 at night. Half past twelve is 12:30. Quarter to twelve is 11:45."
"Telling Time","What time is 1:40?","twenty to two","twenty past one","twenty to one","twenty past two","Twenty to two means 20 minutes before 2 o'clock, which is 1:40."
"Daily Routines","Which phrasal verb means to stop sleeping in the morning?","wake up","give up","look up","pick up","Wake up means to stop sleeping. Give up means to stop trying, look up means to search for information, pick up means to lift something."
"Daily Routines","After my shower, I _____ and choose my clothes.","get dressed","get lost","get tired","get sick","Get dressed means to put on your clothes."
"Daily Routines","She _____ her teeth twice a day.","brushes","washes","combs","sweeps","We use the verb brush with teeth. You brush your teeth with a toothbrush."
"Daily Routines","I _____ to work by train every day.","commute","communicate","compete","complain","To commute means to travel regularly between your home and your workplace."
"Daily Routines","He _____ breakfast at 8 o'clock.","has","does","gets","puts","We say have breakfast (or has for he/she). This means to eat breakfast."
"Daily Routines","Which verb do we use with 'a book' to mean looking at the words and understanding them?","read","ride","drive","drink","We read a book. Ride is for bikes and horses, drive is for cars, drink is for liquids."
"Daily Routines","She _____ a shower every morning before work.","takes","makes","does","gives","In English, we say take a shower. This is a fixed expression."
"Daily Routines","I _____ to bed at 10 p.m. on weekdays.","go","come","run","set","We say go to bed when we mean going to sleep at night."
"Daily Routines","He _____ home from work at around 6 p.m.","gets","puts","sets","takes","Get home means to arrive at your home. He gets home at 6 p.m."
"Daily Routines","Which verb is used in the fixed expression meaning to tidy the sheets and covers on a bed in the morning?","make","do","have","take","The fixed expression is 'make the bed'. We do not say 'do the bed', 'have the bed', or 'take the bed' for this meaning."
"Frequency Expressions","I _____ go to the gym. I go five times a week.","often","never","rarely","seldom","Often means many times or frequently. Going five times a week is very frequent."
"Frequency Expressions","She _____ eats fast food. She prefers healthy meals.","rarely","always","usually","often","Rarely means almost never. If she prefers healthy meals, she almost never eats fast food."
"Frequency Expressions","He _____ drinks coffee. He has a cup every single morning.","always","sometimes","rarely","never","Always means every time, without exception. Every single morning means always."
