"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Word meaning: relinquish","Which word means 'to formally give up power, rights, or possession'?","relinquish","reimburse","replenish","reprimand","'Relinquish' means to formally give up something. 'Reimburse' means to pay back money, 'replenish' means to refill, and 'reprimand' means to rebuke."
"Word meaning: gaunt","Which word describes someone who looks unhealthily thin and hollow-cheeked?","gaunt","gallant","genial","genteel","'Gaunt' describes an unhealthy, hollow thinness. 'Gallant' means brave or chivalrous, 'genial' means friendly, 'genteel' means refined in manner."
"Word meaning: thrifty","Which word means 'careful and economical with money' in a positive sense?","thrifty","thorny","throaty","thronged","'Thrifty' praises careful money management. 'Thorny' means prickly or difficult, 'throaty' describes a deep voice, 'thronged' means crowded."
"Word meaning: distinguished","Which word means 'commanding respect through achievement or appearance'?","distinguished","disgruntled","disjointed","dishevelled","'Distinguished' conveys respect and prestige. 'Disgruntled' means annoyed, 'disjointed' means disconnected, 'dishevelled' means untidy in appearance."
"Litotes: identifying the device","The sentence 'She's not unattractive' is an example of _____.","litotes","hyperbole","euphemism","oxymoron","Litotes is a form of understatement that affirms something by negating its opposite. 'Not unattractive' means 'somewhat attractive' through double negation."
"Litotes: interpreting the device","The phrase 'no small feat' achieves its meaning through _____.","double negation","exaggeration","metaphor","personification","'No small feat' is a litotes — it affirms that something is a great achievement by negating the opposite ('small'). This is double negation used for rhetorical effect."
"Rhetorical understatement","Saying 'a bit scary' about surviving a plane crash is an example of _____.","understatement","irony","sarcasm","metaphor","Understatement deliberately minimises the significance of something. Calling a plane crash 'a bit scary' vastly downplays the actual terror of the experience."
"Irony: identifying type","A fire station burning down is an example of _____ irony.","situational","verbal","dramatic","Socratic","Situational irony occurs when the outcome is the opposite of what is expected. A fire station — designed to fight fires — catching fire is a classic example."
"Irony: dramatic definition","Dramatic irony occurs when _____.","the audience knows something the characters do not","a speaker says the opposite of what they mean","an outcome contradicts expectations","two opposite words are combined","Dramatic irony depends on the audience having information that the characters on stage lack, creating tension or pathos."
"Hedging verb: academic writing","Which verb is used to hedge a claim in academic writing?","suggest","prove","demonstrate conclusively","establish beyond doubt","'Suggest' is a tentative verb that hedges a claim. The other options assert certainty rather than hedging."
"Rhetorical question","Which rhetorical device is used in 'Are we really going to stand by and do nothing?'","rhetorical question","anaphora","antithesis","chiasmus","A rhetorical question is asked for persuasive effect, not to receive an answer. The speaker is urging action, not genuinely asking whether inaction is the plan."
"Tricolon","The phrase 'government of the people, by the people, for the people' uses _____.","tricolon","anadiplosis","zeugma","synecdoche","A tricolon is a series of three parallel phrases or clauses used for rhythmic emphasis. The three-part structure is the defining feature."
"Anaphora","'We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields' uses _____.","anaphora","epistrophe","chiasmus","asyndeton","Anaphora is the deliberate repetition of a word or phrase at the beginning of successive clauses. 'Epistrophe' is repetition at the end; 'chiasmus' is reversed parallelism; 'asyndeton' is omission of conjunctions."
"Epistrophe","'See no evil, hear no evil, speak no evil' ends each clause with the same word. This repetition at the end is called _____.","epistrophe","anaphora","anadiplosis","polysyndeton","Epistrophe is the repetition of a word or phrase at the end of successive clauses. Anaphora is the opposite — repetition at the beginning."
"Sarcasm definition","Sarcasm is best defined as _____.","saying the opposite of what one means to mock or criticise","exaggerating for comic effect","repeating a phrase for emphasis","combining contradictory terms","Sarcasm uses words that mean the opposite of the speaker's true feeling, typically to mock or express contempt."
"Causation verb","Which single word means 'to give rise to' or 'to cause'?","engender","endear","enshroud","enumerate","'Engender' means to give rise to or cause. 'Endear' means to make beloved, 'enshroud' means to cover, 'enumerate' means to list one by one."
"Academic contrast connector","Which connector is a single-word synonym of 'however'?","nevertheless","henceforth","heretofore","notwithstanding which","'Nevertheless' is a single-word synonym of 'however'. 'Henceforth' means 'from now on', 'heretofore' means 'until now', and 'notwithstanding which' is not a standard phrase."
"Effect as a verb","'To effect change' means _____.","to bring change about","to be influenced by change","to resist change","to pretend change happened","As a verb, 'effect' means 'to bring about'. This is distinct from 'affect', which means 'to influence'."
"affect vs effect: only one grammatical","Choose the grammatical sentence.","The weather affects my mood.","The weather affect my mood.","The weather effects on my mood.","The weather is affect my mood.","'Affects' is the correct third-person singular verb form. The other options have agreement or structural errors."
"effect as noun","Choose the grammatical sentence.","The medicine had no effect.","The medicine had no affect on.","The medicine had no effects to.","The medicine had no affecting.","'Effect' is the noun meaning result. 'Affect' is a verb, not a noun in standard usage, and the other phrasings are ungrammatical."
"Word meaning: shuffle","To 'shuffle' (of a person walking) most precisely means to _____.","drag one's feet along the ground","leap from side to side","march in step","tiptoe silently","'Shuffle' describes slow walking without lifting the feet fully from the ground."
"Word meaning: testify","To 'testify' most precisely means to _____.","give evidence under oath","whisper a secret","shout loudly","gossip about someone","'Testify' specifically means to give formal evidence, especially in court or under oath."
"Word meaning: peruse","To 'peruse' a document most precisely means to _____.","read it thoroughly and carefully","tear it into pieces","file it away unread","translate it word for word","'Peruse' formally means to read with thoroughness and care, though it is commonly misused to mean 'skim'."
"Word meaning: censure","To 'censure' someone most precisely means to _____.","formally express severe disapproval","remove words from their speech","praise them in public","ignore them deliberately","'Censure' is a formal, official expression of severe disapproval. It should not be confused with 'censor' (to remove content)."
