"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Present perfect: basic form","'I ___ finished my homework.' Which is correct?","have","has","am","did","Use 'have' with I/you/we/they to form the present perfect: 'I have finished.'"
"Present perfect: he/she","'She ___ visited Paris three times.' Which is correct?","has","have","is","did","With he/she/it, use 'has' for present perfect: 'She has visited.'"
"Present perfect: past participle of 'try'","'Have you ever ___ sushi?' Which is correct?","tried","tryed","tried to","tryied","The past participle of 'try' is 'tried' (change y to i, add -ed). 'Have you ever tried sushi?'"
"Present perfect: past participle of 'be'","'I have ___ to Australia, but I'd love to go one day.' Which is correct?","never been","never was","never am","never being","The past participle of 'be' is 'been'. After 'have', use 'been', not 'was', 'am' or 'being'."
"Present perfect: already","'They have ___ left the building.' Which is correct?","already","yet","still","ever","'Already' goes between 'have' and the past participle. It means 'before now' or 'sooner than expected.'"
"Present perfect: yet","'The train hasn't arrived ___.' Which is correct?","yet","already","still","ever","Use 'yet' at the end of negative sentences and questions. It means 'up to now': 'hasn't arrived yet.'"
"Present perfect: past participle of 'eat'","'We have just ___ lunch.' Which is correct?","eaten","ate","eated","eating","The past participle of 'eat' is 'eaten' (irregular). After 'have/has', use the past participle: 'have eaten'."
"Present perfect: negative","'I ___ seen that film.' (negative) Which is correct?","haven't","hasn't","didn't","not have","The negative of 'have' in present perfect is 'haven't' (for I/you/we/they): 'I haven't seen.'"
"Present perfect: question form","'___ you ever met a famous person?' Which is correct?","Have","Did","Are","Do","Present perfect questions start with 'Have/Has': 'Have you ever met...?'"
"Present perfect: past participle","'She has ___ three books this year.' Which is correct?","read","reads","reading","readed","After 'has/have', use the past participle. The past participle of 'read' is 'read' (irregular verb)."
"Present perfect vs past simple: time word","'I ___ to London last summer.' Which is correct?","went","have gone","have been","go","Use past simple (went) with a finished time word like 'last summer.' Not present perfect."
"Present perfect: past participle of 'write'","'She has ___ two emails today.' Which is correct?","written","wrote","writed","writting","The past participle of 'write' is 'written' (irregular). After 'has', use 'written', not the past simple 'wrote'."
"Present perfect vs past simple: ago","'We ___ married ten years ago.' Which is correct?","got","have got","have gotten","get","Use past simple with 'ago': 'We got married ten years ago.' Never use present perfect with 'ago.'"
"Present perfect vs past simple: experience","'___ you ever seen a shooting star?' Which is correct?","Have","Did","Do","Are","Use present perfect with 'ever' to ask about life experiences: 'Have you ever seen...?'"
"Present perfect vs past simple: yesterday","'He ___ his keys yesterday.' Which is correct?","lost","has lost","have lost","loses","Use past simple with 'yesterday' because it is a finished time: 'He lost his keys yesterday.'"
"Present perfect: auxiliary agreement","'They ___ visited the museum this week.' Which is correct?","have","has","is","was","With 'they', use 'have' to form the present perfect: 'They have visited'. 'Has' is only for he/she/it."
"Present perfect: past participle of 'lose'","'Oh no, I have ___ my keys! I can't get in.' Which is correct?","lost","losed","losted","loosed","The past participle of 'lose' is 'lost' (irregular). 'I have lost my keys' means they are still missing now."
"Past simple question: 'when'","'When ___ you start learning English? Last year?' Which is correct?","did","dided","was","haved","Use 'did + subject + base verb' for past simple questions: 'When did you start...?'"
"Modals: can - ability","'She ___ speak three languages.' Which is correct?","can","cans","is can","could to","'Can' is a modal verb. It doesn't change form: 'She can speak.' No 's', no 'to.'"
"Modals: can - permission","'___ I use your phone?' Which is correct?","Can","Cans","Am can","Do can","Use 'Can I...?' to ask for permission. Modal verbs don't add -s and don't combine with 'am' or 'do'."
"Modals: can't - inability","'I ___ swim. I never learned.' Which is correct?","can't","don't can","am not can","couldn't to","The negative of 'can' is 'can't' (cannot). No other words needed: 'I can't swim.'"
"Modals: could - past ability","'When I was young, I ___ run very fast.' Which is correct?","could","can","could to","was can","Use 'could' for ability in the past: 'When I was young, I could run fast.'"
"Modals: could - polite request form","'Could you ___ me, please?' Which is correct?","help","to help","helping","helps","After a modal verb like 'could', use the base form of the verb: 'Could you help me?' — no 'to', no -ing, no -s."
"Modals: must - obligation form","'You ___ wear a seatbelt. It's the law.' Which is correct?","must","must to","musts","are must","'Must' expresses strong obligation. It's a modal verb: no 'to', no -s, and no 'be' before it."
"Modals: must - strong advice","'It's a great film. You ___ see it!' Which is correct?","must","should to","have","can to","Use 'must' for very strong recommendations: 'You must see it!' (= I strongly recommend it.)"
"Modals: mustn't","'You ___ park here. It's not allowed.' Which is correct?","mustn't","don't must","must don't","haven't to","'Mustn't' means 'it is not allowed / it is forbidden.' 'You mustn't park here.'"
"Modals: should - advice","'You look tired. You ___ go to bed early.' Which is correct?","should","must to","ought","have","Use 'should' to give advice: 'You should go to bed.' It's softer than 'must.'"
"Modals: shouldn't","'You ___ eat so much sugar. It's bad for you.' Which is correct?","shouldn't","don't should","should don't","mustn't to","'Shouldn't' is the negative of 'should.' Use it for advice about what is not a good idea."
"Modals: may - possibility","'It ___ rain later. Take an umbrella.' Which is correct?","may","mays","may to","is may","Use 'may' to talk about something that is possible: 'It may rain' = maybe it will rain."
"Modals: may - permission form","'___ I sit here?' Which is correct?","May","Mays","May to","Am may","'May I...?' is a formal way to ask for permission. Modal verbs don't add -s, don't take 'to', and don't combine with 'am'."
"Modals: must + base verb","'You must ___ this report before 5 pm.' Which is correct?","finish","to finish","finishing","finished","After 'must' (and all modals), use the base form of the verb: 'must finish'. No 'to', no -ing, no -ed."
"Modals: should vs must","'You ___ try the chocolate cake here. It's delicious.' Which is correct?","should","must to","can to","may to","Use 'should' for friendly recommendations. 'Must' is stronger. Modal verbs don't need 'to.'"
"Future: will - decision now","'I'm hungry. I ___ make a sandwich.' Which is correct?","will","going to","am will","will to","Use 'will' for decisions made at the moment of speaking: 'I'll make a sandwich.'"
"Future: will - promise","'I promise I ___ call you tonight.' Which is correct?","will","going to","am will","will to","Use 'will' for promises: 'I promise I will call you.' No 'to' after 'will.'"
"Future: will - form","'I think it ___ be sunny tomorrow.' Which is correct?","will","wills","will to","be will","'Will' is a modal verb. It doesn't add -s, doesn't take 'to', and is followed by the base form: 'will be'."
"Future: will - negative","'She ___ come to the meeting. She's too busy.' Which is correct?","won't","willn't","don't will","isn't will","The negative of 'will' is 'won't' (will not): 'She won't come.'"
"Future: will - question","'___ you be at the party tonight?' Which is correct?","Will","Do","Are","Going","Questions with 'will': 'Will + subject + base verb?' 'Will you be at the party?'"
"Future: going to - form with 'we'","'We ___ going to visit our grandparents next weekend.' Which is correct?","are","is","be","am","The 'going to' future uses am/is/are. With 'we', use 'are': 'We are going to visit.'"
"Future: going to - form with 'it'","'Look at those dark clouds. It ___ going to rain.' Which is correct?","is","are","am","be","The 'going to' future uses am/is/are. With 'it', use 'is': 'It is going to rain.'"
"Future: going to - question","'What ___ you going to do this evening?' Which is correct?","are","do","will","is","Questions with 'going to' use am/is/are: 'What are you going to do?'"
"Future: going to - negative","'I ___ going to buy that car. It's too expensive.' Which is correct?","am not","don't","won't","not am","Negative of 'going to': am/is/are + not. 'I am not going to buy that car.'"
"Future: going to - form with 'I'","'I ___ going to study medicine at university.' Which is correct?","am","is","are","be","The 'going to' future uses am/is/are. With 'I', use 'am': 'I am going to study medicine.'"
"Future: will - form with 'I'","Someone knocks at the door. 'I ___ get it!' Which is correct?","will","wills","will to","am will","'Will' is a modal verb. It doesn't add -s, doesn't take 'to', and doesn't combine with 'am': 'I will get it!'"
"Present perfect: for + duration","'We ___ lived in this house for ten years.' Which is correct?","have","has","are","did","With 'we', use 'have' for present perfect. 'For ten years' shows a duration continuing to now: 'We have lived here for ten years.'"
"Present perfect: since","'He has worked here ___ 2015.' Which is correct?","since","for","ago","yet","Use 'since' with a point in time (2015, Monday, April). Use 'for' with a duration (ten years, two months)."
"Present perfect vs past simple: just","'You're too late! The film ___ just finished.' Which is correct?","has","haves","done","have","Use present perfect with 'just' for something that finished a very short time ago. With 'the film' (he/she/it), use 'has': 'The film has just finished.'"
"Modals: couldn't - past inability","'Yesterday I ___ finish my homework because I was very tired.' Which is correct?","couldn't","can't to","didn't could","wasn't can","'Couldn't' is the negative past of 'can'. With 'yesterday' (finished past time), use 'couldn't': 'I couldn't finish my homework.'"
"Modals: may not - not allowed (formal)","'Students ___ use phones during the exam.' Which is correct?","may not","may not to","not may","don't may","'May not' is the negative of 'may' for permission. Modal verbs don't combine with 'do' and don't take 'to'."
"Future: going to - plan","'I've decided. I ___ study French next year.' Which is correct?","am going to","will to","am will","going","Use 'going to' for plans decided before speaking. After 'I', use 'am going to' — the 'be' verb is required."
"Future: will - base form after","'The weather forecast says it ___ snow tomorrow.' Which is correct?","will","wills","will to","will be","After 'will', use the base form of the verb: 'will snow'. 'Will' never adds -s and never takes 'to'."
