"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Academic: hypothesis","A ___ is a proposed explanation that can be tested through research.","hypothesis","conclusion","summary","bibliography","A hypothesis is a tentative explanation at the start of research, before evidence is gathered. A conclusion comes at the end."
"Academic: methodology","The ___ section of a research paper describes how the study was conducted.","methodology","abstract","bibliography","appendix","Methodology refers to the system of methods and procedures used in research. It explains the 'how' of the study."
"Academic: significant","The results were statistically ___, meaning they were unlikely to have occurred by chance.","significant","approximate","subsequent","comprehensive","Statistically significant means the results are meaningful and not due to random variation."
"Academic: analysis","After collecting the data, the researchers performed a detailed ___.","analysis","hypothesis","citation","abstract","Analysis is the systematic examination of data to draw conclusions. It comes after data collection."
"Academic: empirical","___ evidence is based on observation and experiment rather than theory alone.","Empirical","Theoretical","Ambiguous","Superficial","Empirical evidence comes from direct observation or experimentation, as opposed to purely theoretical reasoning."
"Academic: correlation","The study found a strong ___ between exercise frequency and sleep quality.","correlation","contradiction","compensation","composition","A correlation is a statistical relationship between two variables. It does not necessarily imply causation."
"Academic: peer review","Before publication, the paper underwent ___, where other experts evaluated it.","peer review","data collection","field research","content editing","Peer review is the process where qualified experts in the same field evaluate research before it is published."
"Academic: abstract","The ___ provides a brief summary of the entire research paper.","abstract","appendix","bibliography","index","An abstract is a concise summary at the beginning of a paper that covers the purpose, methods, results, and conclusions."
"Academic: qualitative","___ research focuses on understanding experiences and meanings rather than measuring numbers.","Qualitative","Quantitative","Preliminary","Supplementary","Qualitative research explores qualities, descriptions, and meanings. Quantitative research deals with numerical data."
"Academic: citation","You must include a ___ when you refer to another author's work in your paper.","citation","glossary","headline","caption","A citation is a formal reference to a source, giving credit to the original author and allowing readers to find the source."
"Professional: revenue","The company's annual ___, meaning total income from sales, exceeded ten million dollars last year.","revenue","expenditure","deficit","liability","Revenue is the total income generated by a business from its operations, before any costs are subtracted. Expenditure is money spent, a deficit is a shortfall, and a liability is a debt."
"Professional: stakeholder","Every ___ in the project, from investors to end users, was consulted before the launch.","stakeholder","shareholder","contractor","supervisor","A stakeholder is anyone with an interest in or affected by a project. Shareholders specifically own company shares."
"Professional: deadline","We need to submit the proposal before the ___ on Friday.","deadline","milestone","benchmark","threshold","A deadline is the latest time by which something must be completed. A milestone is a significant point of progress."
"Professional: negotiate","The two companies had to ___ the terms of the contract for several weeks.","negotiate","speculate","delegate","allocate","To negotiate means to discuss terms in order to reach an agreement. It involves back-and-forth discussion between parties."
"Professional: implement","The team will ___ the new software system across all departments next quarter.","implement","improvise","interpret","inaugurate","To implement means to put a plan or decision into effect. It implies carrying out something that has already been planned."
"Professional: delegate","A good manager knows how to ___ tasks to the right team members.","delegate","nominate","replicate","terminate","To delegate means to assign responsibility or authority to someone else. It specifically refers to tasks and decision-making."
"Professional: feasible","After reviewing the engineering constraints, the board decided the expansion plan was not ___.","feasible","justifiable","eligible","comparable","Feasible means possible and practical to achieve. Given engineering constraints, the question is whether the plan can actually be carried out."
"Professional: agenda","Please review the ___ before the meeting so you know which topics will be discussed.","agenda","minutes","receipt","invoice","An agenda is a list of items to be discussed at a meeting. Minutes are the written record of what was discussed after the meeting."
"Professional: quarterly","The company publishes ___ reports to update investors every three months.","quarterly","annual","biweekly","monthly","Quarterly means occurring every three months, or four times per year. Annual means once per year, biweekly every two weeks, and monthly every month."
"Professional: liability","The insurance covers the company against any legal ___ from product defects.","liability","equity","dividend","subsidy","A liability is a legal responsibility or obligation, especially financial. In this context, it means potential legal costs."
"Formal: furthermore","Which discourse marker adds an additional supporting point (meaning 'in addition, moreover')?","Furthermore","Nevertheless","Otherwise","Conversely","Furthermore adds supporting information. Nevertheless signals contrast ('despite that'), Otherwise signals an alternative condition ('if not'), and Conversely signals an opposite view — none of them add a supporting point."
