"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Hypothese","Wat is een 'hypothese'?","Een voorlopige veronderstelling die getoetst kan worden","Een bewezen wetenschappelijk feit","Een samenvatting van onderzoeksresultaten","Een methode om gegevens te verzamelen","Een hypothese is een aanname die je nog moet testen. Het is nog geen bewezen feit."
"Methode","Wat betekent 'methode' in een wetenschappelijke context?","Een systematische manier van onderzoek doen","De uitkomst van een experiment","De inleiding van een artikel","Een lijst van bronnen","Een methode beschrijft hoe je het onderzoek uitvoert, niet wat de resultaten zijn."
"Analyse","'De onderzoekers voerden een grondige ___ uit.' Wat past hier?","analyse","hypothese","conclusie","bibliografie","Een analyse is het systematisch onderzoeken van gegevens. Je voert een analyse uit."
"Significant","Wat betekent 'significant' in wetenschappelijk onderzoek?","Statistisch belangrijk of betekenisvol","Heel groot in omvang","Onverwacht en verrassend","Niet relevant voor het onderzoek","Significant betekent dat een resultaat waarschijnlijk niet op toeval berust."
"Conclusie","Wat is een 'conclusie' in een onderzoek?","Het eindoordeel op basis van de bevindingen","De eerste stap van het onderzoek","Een vraag die nog beantwoord moet worden","De beschrijving van de methode","De conclusie vat samen wat je uit het onderzoek hebt geleerd."
"Variabele","Wat is een 'variabele' in een experiment?","Een factor die kan veranderen of worden aangepast","Een vast gegeven dat niet verandert","Een fout in de meting","De onderzoeksvraag","Een variabele is iets wat je meet of manipuleert in een experiment."
"Literatuuronderzoek","Wat houdt een 'literatuuronderzoek' in?","Het bestuderen van bestaande publicaties over een onderwerp","Het schrijven van een roman over wetenschap","Het afnemen van interviews met experts","Het verzamelen van nieuwe gegevens in het veld","Bij een literatuuronderzoek bestudeer je wat anderen al over het onderwerp hebben geschreven."
"Empirisch","Wat betekent 'empirisch'?","Gebaseerd op waarneming of ervaring","Gebaseerd op theorie alleen","Gebaseerd op meningen van experts","Gebaseerd op wiskundige modellen","Empirisch onderzoek is gebaseerd op directe observatie of experiment, niet alleen op theorie."
"Omzet","Wat is de 'omzet' van een bedrijf?","De totale opbrengst uit verkopen","De winst na aftrek van kosten","Het aantal werknemers","De waarde van het bedrijfspand","Omzet is het totale bedrag dat binnenkomt uit verkopen, nog voor aftrek van kosten."
"Stakeholder","Wat betekent 'stakeholder'?","Een belanghebbende bij een project of organisatie","Een bemiddelaar bij zakelijke geschillen","Een externe toezichthouder op de markt","Een tussenpersoon bij zakelijke onderhandelingen","Een stakeholder is elke persoon of groep die belang heeft bij het resultaat van een project."
"Deadline","Wat is een 'deadline'?","De uiterste datum waarop iets af moet zijn","De startdatum van een project","Een tussentijdse evaluatie","De datum van een vergadering","Een deadline is het laatste moment waarop werk ingeleverd moet worden."
