"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Hebben of zijn: bewegen","'Hij ___ naar de winkel gelopen.' Wat is juist?","is","heeft","hebt","ben","Werkwoorden van beweging naar een doel (lopen naar) gebruiken 'zijn' in de voltooide tijd: 'Hij is gelopen.'"
"Hebben of zijn: verandering","'De melk ___ zuur geworden.' Wat is juist?","is","heeft","hebt","ben","'Worden' beschrijft een verandering van toestand en gebruikt altijd 'zijn': 'is geworden.'"
"Hebben of zijn: blijven","'Ze ___ de hele dag thuis gebleven.' Wat is juist?","is","heeft","hebt","ben","'Blijven' gebruikt 'zijn' in de voltooide tijd, ook al is er geen beweging: 'Ze is gebleven.'"
"Hebben of zijn: fietsen (doel)","'Ik ___ naar mijn werk gefietst.' Wat is juist?","ben","heb","hebt","heeft","'Fietsen' met een richting/doel ('naar mijn werk') gebruikt 'zijn': 'Ik ben gefietst.'"
"Hebben of zijn: fietsen (activiteit)","'Ik ___ gisteren twee uur gefietst.' Wat is juist?","heb","ben","hebt","heeft","'Fietsen' als activiteit zonder doel (twee uur lang) gebruikt 'hebben': 'Ik heb gefietst.'"
"Hebben of zijn: gebeuren","'Er ___ vanmorgen een ongeluk gebeurd.' Wat is juist?","is","heeft","hebt","bent","'Gebeuren' gebruikt altijd 'zijn' in de voltooide tijd: 'Er is een ongeluk gebeurd.'"
"Hebben of zijn: beginnen","'De film ___ al begonnen.' Wat is juist?","is","heeft","hebt","bent","'Beginnen' (verandering van toestand) gebruikt 'zijn': 'De film is begonnen.'"
"Voltooid deelwoord: onregelmatig","'Hij heeft het boek ___.' Wat is juist?","gelezen","geleest","gelest","leest","'Lezen' is onregelmatig: lezen - las - gelezen. Het voltooid deelwoord is 'gelezen.'"
"Voltooid deelwoord: ge- prefix","'Ze heeft een taart ___.' Wat is juist?","gebakken","gebackt","gebakt","bakken","'Bakken' is onregelmatig: bakken - bakte - gebakken. Let op de dubbele 'k' in het voltooid deelwoord."
"Voltooid deelwoord: geen ge- (be-)","'Ik heb het probleem ___.' Wat is juist?","begrepen","gebegrepen","begreept","gegrepen","Werkwoorden die beginnen met 'be-' krijgen geen 'ge-' prefix: begrijpen - begreep - begrepen."
"Voltooid deelwoord: geen ge- (ver-)","'Ze heeft haar huis ___.' Wat is juist?","verkocht","gevorkocht","verkoopt","geverkocht","Werkwoorden die beginnen met 'ver-' krijgen geen 'ge-' prefix: verkopen - verkocht - verkocht."
"Voltooid deelwoord: geen ge- (ont-)","'We hebben een nieuw restaurant ___.' Wat is juist?","ontdekt","geontdekt","ontdekken","ontdekte","Werkwoorden die beginnen met 'ont-' krijgen geen 'ge-' prefix: ontdekken - ontdekte - ontdekt."
"Voltooid deelwoord: geen ge- (her-)","'De school heeft de regels ___.' Wat is juist?","herhaald","geherhaald","herhaalt","herhaalde","Werkwoorden die beginnen met 'her-' krijgen geen 'ge-' prefix: herhalen - herhaalde - herhaald."
"Voltooid deelwoord: onregelmatig schrijven","'Zij heeft een brief ___.' Wat is juist?","geschreven","geschrijft","geschreeft","schrijven","'Schrijven' is onregelmatig: schrijven - schreef - geschreven."
"Hebben of zijn: vallen","'Het kind ___ van de fiets gevallen.' Wat is juist?","is","heeft","hebt","bent","'Vallen' beschrijft een onvrijwillige beweging/verandering en gebruikt altijd 'zijn': 'Het kind is gevallen.'"
"Hebben of zijn: zwemmen (doel vs activiteit)","'De jongen ___ naar de overkant gezwommen.' Wat is juist?","is","heeft","hebt","bent","'Zwemmen' met een richting/doel ('naar de overkant') gebruikt 'zijn': 'De jongen is gezwommen.'"
"Scheidbaar werkwoord: hoofdzin","'Ik ___ morgen vroeg ___.' Welke combinatie past?","sta ... op","opsta","sta ... aan","op ... sta","'Opstaan' is scheidbaar. In een hoofdzin staat het prefix apart aan het einde: 'Ik sta op.'"
"Scheidbaar werkwoord: voltooid deelwoord","'Hij is om zes uur ___.' Wat is juist?","opgestaan","gestaan op","op gestaan","gestaanop","Bij scheidbare werkwoorden komt 'ge-' tussen het prefix en het werkwoord: op + ge + staan = opgestaan."
"Scheidbaar werkwoord: bijzin voltooide tijd","'Ze zegt dat ze haar vriend ___.' Wat is juist?","heeft opgebeld","heeft gebeld op","op heeft gebeld","gebeld op heeft","In een bijzin gaan de werkwoorden naar het einde. Het scheidbare werkwoord blijft aan elkaar: 'dat ze haar vriend heeft opgebeld.'"
"Scheidbaar of niet: voorkomen","'De politie wil het ongeluk ___.' Wat is juist?","voorkomen","voor komen","voortkomen","voorgekomen","'Voorkomen' (= verhinderen) is onscheidbaar. Het prefix 'voor-' blijft vast: 'wil voorkomen.'"
"Scheidbaar werkwoord: infinitief met te","'Ik probeer vroeg ___.' Wat is juist?","op te staan","te opstaan","opstaan te","op staan te","Bij scheidbare werkwoorden met 'te' komt 'te' tussen prefix en werkwoord: op + te + staan."
"Scheidbaar werkwoord: uitnodigen","'Ik ___ je graag ___ voor mijn feest.' Welke combinatie past?","nodig ... uit","uitnodig","nodig ... aan","uit ... nodig","'Uitnodigen' is scheidbaar. In een hoofdzin: 'Ik nodig je uit.' Het prefix 'uit' gaat naar het einde."
"Scheidbaar werkwoord: meenemen bijzin","'Hij zegt dat hij zijn paraplu ___.' Wat is juist?","meeneemt","neemt mee","mee neemt","nemen mee","In een bijzin blijft een scheidbaar werkwoord aan elkaar: 'dat hij zijn paraplu meeneemt.'"
"Scheidbaar werkwoord: opruimen modaal","'Ik moet mijn kamer ___.' Wat is juist?","opruimen","ruimen op","op te ruimen","geruimd op","Na een modaal werkwoord (moeten) blijft het scheidbare werkwoord aan elkaar in de infinitief: 'moet opruimen.'"
"Scheidbaar werkwoord: aantrekken bijzin","'Ze vraagt of ik mijn jas ___.' Wat is juist?","aantrek","trek ... aan","aan trek","aantrekken","In een bijzin (na 'of') staat het scheidbare werkwoord aan het einde en blijft het heel: 'of ik mijn jas aantrek.'"
"Want: complexe zin","'Hij ging niet mee, want hij ___ nog voor het examen ___.' Wat is juist?","moest ... studeren","studeren moest","moest studeren hij","studeren ... moest","Na 'want' blijft de woordvolgorde normaal (SVO): 'want hij moest nog studeren.' Twee werkwoorden: het vervoegde werkwoord op plek twee."
"Omdat: complexe zin","'Ze kwam te laat omdat ze de bus ___ ___.' Wat is juist?","had gemist","gemist heeft","heeft missen","missen heeft","Na 'omdat' gaan alle werkwoorden naar het einde: 'omdat ze de bus had gemist.' In de voltooide tijd in het verleden: had + voltooid deelwoord."
"Want vs omdat: keuze","'___ het regent, neem ik een paraplu mee.' Wat is juist?","Omdat","Want","Dus","Dan","'Omdat' kan aan het begin van een zin staan als bijzin. 'Want' kan dat niet; 'want' verbindt alleen twee hoofdzinnen."
"Omdat: inversie na bijzin","'Omdat ze ziek was, ___ ze niet naar school.' Wat is juist?","ging","ze ging","gaat","gaan","Als de bijzin (omdat...) eerst komt, begint de hoofdzin met het werkwoord (inversie): 'Omdat ze ziek was, ging ze...'"
