"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Inversie: V2 na bijwoord","Morgen ___ ik naar school.","ga","ik ga","gaan","gaat","Na 'morgen' komt het werkwoord op plek 2. Morgen ga ik..."
"Inversie: V2 na bijwoord","Vandaag ___ wij een test.","hebben","wij hebben","heeft","hadden","Na 'vandaag' komt het werkwoord op plek 2. Vandaag hebben wij..."
"Inversie: V2 na bijwoord","Gisteren ___ hij ziek.","was","hij was","is","waren","Na 'gisteren' komt het werkwoord op plek 2. Gisteren was hij..."
"Inversie: V2 na bijwoord","Soms ___ Anna naar het park.","gaat","Anna gaat","gaan","ging","Na 'soms' komt het werkwoord op plek 2. Soms gaat Anna..."
"Inversie: V2 na bijwoord","Vanavond ___ we pizza.","eten","we eten","eet","gegeten","Na 'vanavond' komt het werkwoord op plek 2. Vanavond eten we..."
"Inversie: V2 na bijwoord","Hier ___ een bakker.","is","bent","zijn","ben","Na 'hier' komt het werkwoord op plek 2. 'Een bakker' is 3e persoon enkelvoud: is."
"Inversie: V2 na bijwoord","Daarna ___ ik een boek.","lees","ik lees","leest","lezen","Na 'daarna' komt het werkwoord op plek 2. Daarna lees ik..."
"Inversie: V2 na bijwoord","Nu ___ het.","regent","het regent","regenen","regende","Na 'nu' komt het werkwoord op plek 2. Nu regent het."
"Inversie: V2 na bijwoord","Elke dag ___ Maria Nederlands.","studeert","Maria studeert","studeren","studeerde","Na 'elke dag' komt het werkwoord op plek 2. Elke dag studeert Maria..."
"Inversie: V2 na bijwoord","Eerst ___ ik koffie.","drink","ik drink","drinkt","drinken","Na 'eerst' komt het werkwoord op plek 2. Eerst drink ik..."
"Ja/nee-vragen","___ jij koffie?","Wil","Willen","Gewild","Willend","Een ja/nee-vraag begint met een vervoegd werkwoord. 'Willen' is meervoud; 'gewild' en 'willend' zijn geen persoonsvormen."
"Ja/nee-vragen","___ hij Nederlands?","Spreekt","Spreken","Spreek","Gesproken","Een ja/nee-vraag begint met een vervoegde persoonsvorm. Bij 'hij' hoort 'spreekt'."
"Ja/nee-vragen","___ jullie morgen tijd?","Hebben","Heeft","Hebt","Gehad","Bij 'jullie' hoort 'hebben'. 'Heeft' en 'hebt' zijn enkelvoud; 'gehad' is geen persoonsvorm."
"Ja/nee-vragen","___ u een vraag?","Heeft","Hebben","Heb","Gehad","Bij 'u' hoort 'heeft'. 'Hebben' is meervoud; 'heb' is 1e persoon; 'gehad' is geen persoonsvorm."
"Ja/nee-vragen","___ je mee naar het feest?","Ga","Gaan","Gaat","Gegaan","Bij 'je' hoort in een vraag 'ga': 'Ga je mee?'. 'Gaan' is meervoud; 'gaat' past niet bij 'je' in vraagvorm; 'gegaan' is geen persoonsvorm."
"W-vragen","___ woon je?","Waar","Wat","Wie","Wanneer","Vraag naar een plaats = waar. Waar woon je?"
"W-vragen","___ is dat meisje?","Wie","Wat","Waar","Wanneer","Vraag naar een persoon = wie. Wie is dat meisje?"
"W-vragen","___ kinderen heb je?","Hoeveel","Hoe","Wie","Wanneer","Vraag naar een aantal = hoeveel. Hoeveel kinderen heb je?"
"W-vragen","___ ben je jarig?","Wanneer","Wie","Waarom","Hoeveel","Vraag naar een tijd = wanneer. Wanneer ben je jarig?"
"W-vragen","___ huil je? — Omdat het pijn doet.","Waarom","Waar","Wie","Hoeveel","Vraag naar een reden = waarom. Het antwoord met 'omdat' is de hint."
"Bijvoeglijk: de-woord","Ik zie de ___ auto.","rode","rood","roode","roden","Bij een de-woord met lidwoord krijgt het bijvoeglijk naamwoord -e. De rode auto."
"Bijvoeglijk: de-woord","Zij draagt de ___ jurk.","mooie","mooi","mooien","moois","Bij een de-woord met lidwoord: mooi + e = mooie. De mooie jurk."
"Bijvoeglijk: de-woord","Hij leest de ___ krant.","nieuwe","nieuw","nieuwen","nieuws","Bij een de-woord met lidwoord: nieuw + e = nieuwe. De nieuwe krant."
"Bijvoeglijk: de-woord","Wij hebben een ___ tuin.","grote","groot","groten","groots","Een + de-woord: ook -e. Een grote tuin."
"Bijvoeglijk: de-woord","Dat is een ___ tafel.","kleine","klein","kleins","kleinen","Een + de-woord: ook -e. Een kleine tafel."
