"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Betekenis: aanschaffen","Wat betekent 'aanschaffen' in 'Wij willen nieuwe apparatuur aanschaffen'?","kopen","repareren","verkopen","lenen","'Aanschaffen' is het formele synoniem van 'kopen'. Het wordt veel in zakelijke correspondentie gebruikt."
"Betekenis: aanvangen","Wat betekent 'aanvangen' in 'De vergadering zal om 14.00 uur aanvangen'?","beginnen","eindigen","uitlopen","overgaan","'Aanvangen' is het formele equivalent van 'beginnen' en wordt in officiële mededelingen gebruikt."
"Betekenis: resideren","Wat betekent 'resideren' in 'De ambassadeur resideert in Den Haag'?","woont officieel","reist","werkt tijdelijk","vergadert","'Resideren' is zeer formeel en betekent officieel wonen. Het wordt vooral voor hoogwaardigheidsbekleders gebruikt."
"Betekenis: verzoeken","Wat betekent 'verzoeken' in 'Hierbij verzoeken wij u om een bevestiging'?","vragen","eisen","bedanken","waarschuwen","'Verzoeken' is de formele, beleefde variant van 'vragen' in zakelijke correspondentie."
"Betekenis: ontvangen","Wat betekent 'ontvangen' in 'U zult binnenkort een bevestiging ontvangen'?","krijgen","versturen","weigeren","beantwoorden","'Ontvangen' is het formele synoniem van 'krijgen' in professionele communicatie."
"Betekenis: mededelen","Wat betekent 'mededelen' in 'Hierbij delen wij u mede dat uw aanvraag is goedgekeurd'?","officieel laten weten","vragen","bevestigen ontvangen","herhalen","'Mededelen' is het formele werkwoord voor 'officieel laten weten' en wordt in officiële brieven gebruikt."
"Betekenis: doen toekomen","Wat betekent 'doen toekomen' in 'Bijgaand doen wij u de documenten toekomen'?","sturen","overhandigen persoonlijk","opvragen","bewaren","'Doen toekomen' is de formele uitdrukking voor 'sturen' (per post of e-mail) in zakelijke correspondentie."
"Betekenis: assisteren","Wat betekent 'assisteren' in 'Wij zijn gaarne bereid u te assisteren'?","helpen","vervangen","bellen","controleren","'Assisteren' is het formele synoniem van 'helpen'."
"Betekenis: verstrekken","Wat betekent 'verstrekken' in 'De directie heeft besloten een bonus te verstrekken'?","geven","intrekken","beloven","verdubbelen","'Verstrekken' is het formele synoniem van 'geven', vooral bij officiële toekenningen."
"Betekenis: staken","Wat betekent 'gestaakt worden' in 'De werkzaamheden zullen worden gestaakt'?","gestopt","versneld","herhaald","uitgebreid","'Staken' is zeer formeel en betekent het definitief of tijdelijk stopzetten van activiteiten."
"Betekenis: enigszins","Wat betekent 'enigszins' in 'De resultaten zijn enigszins teleurstellend'?","een beetje","zeer","helemaal niet","onverwacht","'Enigszins' betekent 'in lichte mate' en verzacht de boodschap."
"Betekenis: wellicht","Wat betekent 'wellicht' in 'Wellicht kunnen wij in de toekomst samenwerken'?","misschien","zeker","helaas niet","graag","'Wellicht' is een formeel woord voor 'misschien' en drukt beleefde onzekerheid uit."
"Betekenis: in zekere mate","Wat betekent 'in zekere mate' in 'Uw voorstel is in zekere mate haalbaar'?","tot op bepaalde hoogte","volledig","absoluut niet","opnieuw","'In zekere mate' betekent 'tot op bepaalde hoogte' en maakt een uitspraak voorzichtiger."
"Betekenis: naar ons inzien","Wat betekent 'naar ons inzien' in 'Naar ons inzien is het verstandig de deadline te verschuiven'?","volgens onze mening","volgens de regels","op ons verzoek","onder voorbehoud","'Naar ons inzien' is een formele manier om een mening te uiten."
"Betekenis: mogelijkerwijs","Wat betekent 'mogelijkerwijs' in 'Dit zou mogelijkerwijs tot vertragingen leiden'?","misschien","met zekerheid","nooit","binnenkort","'Mogelijkerwijs' is een formeel woord voor 'misschien'."
"Betekenis: dienstverband beëindigen","Wat betekent 'het dienstverband beëindigen' in een formele brief?","iemand ontslaan","iemand aannemen","iemand promoveren","iemand overplaatsen","'Het dienstverband beëindigen' is het gangbare eufemisme voor 'ontslaan' in zakelijke communicatie."
"Betekenis: het budget overschrijden","Wat betekent 'het budget overschrijden' als diplomatieke uitdrukking?","te duur zijn","te goedkoop zijn","binnen de planning vallen","opnieuw berekend worden","'Het budget overschrijden' is een diplomatieke manier om te zeggen dat iets te duur is."
"Betekenis: ruimte voor verbetering","Wat betekent 'ruimte voor verbetering hebben' in een beoordeling?","niet optimaal presteren","uitstekend presteren","ontslagen worden","promotie krijgen","'Ruimte voor verbetering hebben' is een positief geformuleerd eufemisme voor niet optimaal presteren."
"Betekenis: op leeftijd","Wat betekent 'op leeftijd' in 'een dame op leeftijd'?","ouder","jong","ziek","onbekend","'Op leeftijd' is een respectvolle, neutrale omschrijving voor 'oud' (voor personen)."
"Betekenis: overgewicht","Wat betekent 'overgewicht hebben' als neutrale term?","te zwaar zijn","te licht zijn","goed getraind zijn","lang zijn","'Overgewicht hebben' is de neutrale, medische term voor 'te zwaar zijn'."
