"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Spaltzin: die of dat","Het is de buurman ___ elke ochtend fluit.","die","dat","wies","welks","Na 'het is + de-woord' (de buurman) gebruik je 'die' als betrekkelijk voornaamwoord. 'Dat' hoort bij het-woorden; 'wies' en 'welks' bestaan niet."
"Spaltzin: na het-woord","Het is het plan ___ mij niet bevalt.","dat","die","diegene","welks","Na een het-woord ('het plan') in een spaltzin gebruik je 'dat'. 'Die' hoort bij de-woorden en meervoud; de andere vormen bestaan niet in deze functie."
"Spaltzin: nadruk op abstract de-woord","Het is de vrijheid ___ zij het meest mist.","die","dat","diegene","welks","'Vrijheid' is een de-woord, dus 'die'. Ook abstracte de-woorden krijgen 'die', niet 'dat'."
"Spaltzin: het zijn ... die","___ de gasten die te laat kwamen, niet de gastheer.","Het zijn","Het is","Het waren zijn","Het is zijn","Bij een meervoudig onderwerp in een spaltzin is het werkwoord meervoud: 'Het zijn de gasten die...'. 'Het is' is enkelvoud en fout."
"Spaltzin: verleden meervoud","___ de studenten die protesteerden, niet de docenten.","Het waren","Het was","Het werden","Het zijnen","Verleden tijd + meervoudig onderwerp in een spaltzin: 'Het waren de studenten die...'. 'Het was' is enkelvoud; 'het werden' is geen spaltzin-constructie."
"Pseudo-spaltzin: wat ... is","___ ik nodig heb, is rust.","Wat","Datgene","Hetgeen is","Wie dat","Pseudo-spaltzin met 'Wat' + bijzin + 'is' + focus: 'Wat ik nodig heb, is rust.' 'Datgene' vereist 'wat' erachter; 'hetgeen is' is ongrammaticaal op deze positie; 'wie dat' bestaat niet."
"Pseudo-spaltzin: werkwoord in hoofdzin","Wat hem het meest stoorde, ___ de stilte.","was","waren","had","is geweest was","'Wat' is enkelvoud; de hoofdzin staat in de verleden tijd (stoorde), dus 'was'. 'Waren' zou meervoud vereisen; 'is geweest was' is geen vervoeging."
"Fronting: object + inversie","Dat boek ___ ik nog niet gelezen.","heb","ik heb","heb ik heb","ben","Na fronting van het object ('dat boek') volgt inversie: werkwoord op positie 2, dan subject. 'Ik heb' (V3) is fout; 'ben' geeft verkeerd hulpwerkwoord; 'heb ik heb' is nonsens."
"Fronting: tijdsbepaling + inversie","Morgen ___ we vroeg op.","staan","we staan","staan wij staan","opstaan","Na een vooropgeplaatste tijdsbepaling volgt inversie: werkwoord op 2. 'We staan' zet subject op 2 (fout); 'opstaan' is infinitief (fout); 'staan wij staan' is nonsens."
"Fronting: indirect object","Aan Marie ___ ik het cadeau gegeven, niet aan Tom.","heb","ik heb","heb ik heb","ben ik","Het indirecte object is vooropgezet voor contrast; inversie verplicht: 'Aan Marie heb ik...'. 'Ik heb' (V3) fout; 'ben' verkeerd hulpwerkwoord."
"Fronting: zelden + inversie","Zelden ___ ik zo'n mooie zonsondergang gezien.","heb","ik heb","hebben ik","had gezien heb","Na een beperkend bijwoord als 'zelden' vooraan volgt inversie. 'Ik heb' is V3 (fout); 'hebben ik' is meervoudsvervoeging bij 'ik' (fout); de laatste optie is nonsens."
"Fronting: nog nooit + inversie","Nog nooit ___ ik zoiets meegemaakt.","heb","ik heb","ben","heb ik heb","Na 'nog nooit' volgt inversie. 'Ik heb' (V3) fout; 'ben' verkeerd hulpwerkwoord bij 'meemaken'; laatste optie nonsens."
"Fronting na concessieve bijzin","Hoewel hij ziek was, ___ hij toch naar kantoor gegaan.","is","ist","hij is","zijn","Na een vooropgeplaatste bijzin volgt inversie in de hoofdzin: 'is hij...'. 'Hij is' (V3) fout; 'ist' bestaat niet; 'zijn' is meervoud bij enkelvoudig 'hij'."
"Inversie na bijwoordelijke bijzin","Omdat het regende, ___ we thuisgebleven.","zijn","we zijn","hebben","waren gebleven zijn","Na de vooropgeplaatste bijzin volgt inversie: werkwoord op 2. 'We zijn' (V3) fout; 'hebben' is verkeerd hulpwerkwoord bij 'blijven'; laatste optie nonsens."
"Geen inversie na 'en'","Het was koud en de wegen ___ glad.","waren","waren de wegen","waren zij de wegen","glad was","Na het nevenschikkend voegwoord 'en' blijft de normale volgorde: subject + werkwoord. 'Waren de wegen' zou inversie zijn (fout); 'glad was' is verkeerde volgorde."
"Als vs wanneer: irreële voorwaarde","___ ik jou was, zou ik het niet doen.","Als","Toen","Doen","Of","Bij een irreële voorwaarde ('if I were you') gebruik je 'als'. 'Toen' is uitsluitend verleden; 'doen' is geen voegwoord; 'of' introduceert een indirecte vraag."
"Als: irreële vergelijking","Het lijkt ___ hij het niet begrijpt.","alsof","alswanneer","wanneerof","ofdat","Na 'het lijkt' gebruik je 'alsof' voor een schijnbare situatie. De andere opties zijn geen bestaande voegwoorden."
"Dan vs toen: specifiek moment in verleden","Ik was acht jaar oud. ___ woonden we nog in Utrecht.","Toen","Dan","Daarna woonden","Toenmaals","'Toen' verwijst naar een specifiek moment in het verleden. 'Dan' is voor heden/toekomst of logisch gevolg; 'daarna woonden' zou V3 creëren; 'toenmaals' bestaat niet."
"Dan vs toen: opeenvolging verleden","Eerst at hij rustig, ___ ging hij slapen.","toen","dan","ofwel","dus dan","Bij een opeenvolging in het verleden gebruik je 'toen' (= daarna). 'Dan' hoort bij heden/toekomst; 'ofwel' is disjunctief; 'dus dan' is dubbel."
