"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Uitzending","Hoe noem je een programma dat op tv wordt getoond?","uitzending","uitgave","uitvoering","uitspraak","Een 'uitzending' is een programma dat via televisie of radio wordt verzonden."
"Kop (krant)","Wat staat er groot bovenaan een krantenartikel?","de kop","de voet","de staart","de rug","De 'kop' is de titel bovenaan een artikel. Het is het eerste dat je leest."
"Sociale media","Waar delen mensen online berichten, foto's en video's?","sociale media","digitale post","openbaar internet","virtuele kranten","'Sociale media' zijn platforms zoals Instagram en Facebook waar mensen content delen."
"Streaming","Hoe noem je het direct bekijken van video's via internet?","streaming","downloaden","uploaden","zenden","'Streaming' betekent dat je media direct afspeelt via internet, zonder het eerst op te slaan."
"Tentoonstelling","Waar kun je schilderijen en beelden bekijken in een museum?","een tentoonstelling","een voorstelling","een vertoning","een opvoering","Een 'tentoonstelling' is een verzameling kunstwerken die in een museum of galerie te zien zijn."
"Voorstelling","Hoe noem je een optreden in het theater?","een voorstelling","een tentoonstelling","een uitzending","een vertaling","Een 'voorstelling' is een live optreden, bijvoorbeeld toneel of dans in het theater."
"Publiek","Hoe noem je de mensen die naar een concert kijken?","het publiek","het personeel","de ploeg","de groepering","Het 'publiek' zijn de toeschouwers of luisteraars bij een evenement."
"App","Wat installeer je op je telefoon om iets specifieks te doen?","een app","een map","een tab","een link","Een 'app' is een programma op je telefoon of tablet voor een specifieke taak."
"Downloaden","Hoe noem je het ophalen van een bestand van internet naar je computer?","downloaden","uploaden","inladen","doorsturen","'Downloaden' is het overzetten van bestanden van internet naar je eigen apparaat."
"Update","Hoe noem je een nieuwe versie van software die fouten verbetert?","een update","een upload","een input","een output","Een 'update' is een verbetering of vernieuwing van software."
"Apparaat","Wat is een ander woord voor een elektronisch toestel?","een apparaat","een gereedschap","een werktuig","een meubelstuk","Een 'apparaat' is een elektronisch toestel zoals een telefoon, laptop of tablet."
"Zender","Hoe noem je het bedrijf dat tv-programma's maakt en uitzendt?","een zender","een ontvanger","een luisteraar","een kijker","Een 'zender' is een organisatie die programma's uitzendt, zoals NPO of RTL."
"Opnemen","Hoe noem je het vastleggen van geluid of beeld?","opnemen","afspelen","uitzenden","bewerken","'Opnemen' betekent geluid of beeld vastleggen om later af te spelen."
"Beeldscherm","Hoe noem je het scherm van je computer of televisie?","het beeldscherm","het toetsenbord","de muis","de printer","Het 'beeldscherm' is het deel van een apparaat waarop je tekst en beelden ziet."
"Abonnement","Wat heb je nodig om elke maand toegang te krijgen tot een streamingdienst?","een abonnement","een vergunning","een certificaat","een bewijs","Een 'abonnement' geeft je regelmatige toegang tot een dienst, zoals Netflix of Spotify."
"Regisseur","Wie leidt de acteurs en bepaalt hoe een film eruitziet?","de regisseur","de producer","de cameraman","de presentator","De 'regisseur' geeft creatieve leiding aan een film, serie of toneelstuk."
"Draadloos","Hoe noem je een verbinding zonder kabels?","draadloos","kabelvrij","contactloos","stroomloos","'Draadloos' betekent zonder draden of kabels, zoals wifi of bluetooth."
"Recensie","Hoe noem je een tekst waarin iemand zijn mening over een film geeft?","een recensie","een recept","een reclame","een referentie","Een 'recensie' is een beoordeling van bijvoorbeeld een boek, film of restaurant."
"Optreden","Wat doet een band als ze op het podium staan?","optreden","opnemen","opstaan","opvallen","'Optreden' betekent een muzikale of theatrale uitvoering geven voor publiek."
"Wachtwoord","Wat heb je nodig om in te loggen op een website?","een wachtwoord","een sleutelwoord","een codewoord","een trefwoord","Een 'wachtwoord' is een geheime code waarmee je toegang krijgt tot een account."
"Kunstenaar","Hoe noem je iemand die schilderijen of beelden maakt?","een kunstenaar","een wetenschapper","een ontwerper","een uitvinder","Een 'kunstenaar' is iemand die kunst maakt, zoals schilderijen, beelden of installaties."
"Uploaden","Hoe noem je het versturen van een bestand naar internet?","uploaden","downloaden","inladen","opladen","'Uploaden' is het plaatsen van bestanden op internet of een server."
"Documentaire","Hoe noem je een film die echt gebeurde feiten laat zien?","een documentaire","een speelfilm","een tekenfilm","een serie","Een 'documentaire' is een film of programma over echte gebeurtenissen of onderwerpen."
"Toetsenbord","Waarmee typ je tekst op een computer?","het toetsenbord","het beeldscherm","de muis","de printer","Het 'toetsenbord' is het invoerapparaat met letters en cijfers waarmee je typt."
"Schilderij","Hoe noem je een kunstwerk dat met verf is gemaakt?","een schilderij","een beeldhouwwerk","een tekening","een foto","Een 'schilderij' is een kunstwerk dat met verf op doek of paneel is gemaakt."
"Inloggen","Wat doe je als je met je naam en wachtwoord toegang krijgt tot een bestaand account?","inloggen","uitloggen","opslaan","afsluiten","'Inloggen' betekent toegang krijgen tot een bestaand account met je gegevens."
"Journalist","Wie schrijft artikelen voor een krant of nieuwswebsite?","een journalist","een auteur","een dichter","een uitgever","Een 'journalist' onderzoekt nieuws en schrijft artikelen voor media."
"Scherm","'Ik kijk de hele dag naar mijn ___.' Wat past hier?","scherm","beeld","glas","plaat","Een 'scherm' is het display van een telefoon, tablet of computer."
"Componist","Wie schrijft de muziek voor een orkest?","de componist","de dirigent","de solist","de muzikant","De 'componist' bedenkt en schrijft muziekstukken."
"Netwerk","Hoe noem je een systeem van verbonden computers?","een netwerk","een ketting","een reeks","een groep","Een 'netwerk' is een groep apparaten die met elkaar verbonden zijn om data uit te wisselen."
"Galerie","In welk gebouw kun je moderne kunst bekijken en kopen?","een galerie","een bibliotheek","een archief","een atelier","Een 'galerie' is een ruimte waar kunstwerken worden tentoongesteld en verkocht."
"Opladen","Wat doe je met je telefoon als de batterij bijna leeg is?","opladen","downloaden","uploaden","inladen","'Opladen' betekent de batterij van een apparaat weer vol maken met stroom."
