"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Imperfectum: zwak werkwoord (werken)","'Gisteren ___ ik de hele dag.' Welk werkwoord is juist?","werkte","werkde","gewerkt","werken","'Werken' heeft stam 'werk'. De 'k' staat in 't kofschip, dus krijgt het -te: 'werkte'. Niet -de."
"Imperfectum: zwak werkwoord (leren)","'Mijn oma ___ vroeger veel talen.' Welk werkwoord is juist?","leerde","leerdte","geleerd","lerene","De stam van 'leren' is 'leer'. De 'r' staat niet in 't kofschip, dus krijgt het -de: 'leerde'."
"Imperfectum: 't kofschip (fietsen)","'Wij ___ elke dag naar school.' Welk werkwoord is juist?","fietsten","fietsden","gefietst","fietstten","De stam van 'fietsen' is 'fiets'. De 's' staat in 't kofschip, dus: stam + -ten voor meervoud: 'fietsten'."
"Imperfectum: 't kofschip (koken)","'Mijn vader ___ elke zondag een groot diner.' Welk werkwoord is juist?","kookte","kookde","gekookt","kokede","De stam van 'koken' is 'kook'. De 'k' staat in 't kofschip, dus het imperfectum krijgt -te: 'kookte'."
"Imperfectum: zwak werkwoord (maken)","'Hij ___ elke ochtend ontbijt.' Welk werkwoord is juist?","maakte","maakde","gemaakt","makede","De stam van 'maken' is 'maak'. De 'k' staat in 't kofschip, dus het imperfectum krijgt -te: 'maakte'."
"Imperfectum: zwak werkwoord (bouwen)","'Ze ___ een nieuw huis in 2020.' Welk werkwoord is juist?","bouwden","bouwten","gebouwd","bouweden","De stam van 'bouwen' is 'bouw'. De 'w' staat niet in 't kofschip, dus krijgt het -den (meervoud): 'bouwden'."
"Imperfectum: zwak werkwoord (praten)","'Wij ___ de hele avond over het boek.' Welk werkwoord is juist?","praatten","praatden","gepraat","praaten","De stam van 'praten' is 'praat'. De 't' staat in 't kofschip, dus: stam + -ten: 'praatten'. De dubbele 't' is correct."
"Imperfectum: zwak werkwoord (hopen)","'Ik ___ op beter weer.' Welk werkwoord is juist?","hoopte","hoopde","gehoopt","hopete","De stam van 'hopen' is 'hoop'. De 'p' staat in 't kofschip, dus het imperfectum krijgt -te: 'hoopte'."
"Imperfectum: zwak werkwoord (antwoorden)","'De leraar ___ op mijn vraag.' Welk werkwoord is juist?","antwoordde","antwoordte","geantwoord","antwoorde","De stam van 'antwoorden' is 'antwoord'. De 'd' staat niet in 't kofschip (de letters zijn: t, k, f, s, ch, p), dus: -de: 'antwoordde'."
"Imperfectum: zwak werkwoord (lachen)","'De kinderen ___ om de clown.' Welk werkwoord is juist?","lachten","lachden","gelacht","lachte","De stam van 'lachen' is 'lach'. De 'ch' staat in 't kofschip, dus: -ten (meervoud): 'lachten'."
"Imperfectum: sterk werkwoord (gaan)","'Vorige week ___ we naar het strand.' Welk werkwoord is juist?","gingen","gaanden","gegaan","gingden","'Gaan' is een sterk werkwoord. Het imperfectum is onregelmatig: 'ging' (enkelvoud), 'gingen' (meervoud). Je moet deze vormen uit je hoofd leren."
"Imperfectum: sterk werkwoord (komen)","'Mijn ouders ___ gisteren op bezoek.' Welk werkwoord is juist?","kwamen","komden","gekomen","kwamden","'Komen' is een sterk werkwoord. Het imperfectum is 'kwam' (enkelvoud) of 'kwamen' (meervoud). De klinker verandert: o -> a."
"Imperfectum: sterk werkwoord (schrijven)","'Hij ___ elke dag in zijn dagboek.' Welk werkwoord is juist?","schreef","schrijfde","geschreven","schrijvede","'Schrijven' is een sterk werkwoord. Het imperfectum is 'schreef' (enkelvoud). De klinker verandert: ij -> ee en de 'v' wordt 'f'."
"Imperfectum: sterk werkwoord (eten)","'We ___ gisteravond in een restaurant.' Welk werkwoord is juist?","aten","eetden","gegeten","eetten","'Eten' is een sterk werkwoord. Het imperfectum is 'at' (enkelvoud) of 'aten' (meervoud). De klinker verandert: e -> a."
"Imperfectum: sterk werkwoord (lezen)","'Ik ___ het boek in twee dagen.' Welk werkwoord is juist?","las","leesde","gelezen","leesden","'Lezen' is een sterk werkwoord. Het imperfectum is 'las' (enkelvoud). De klinker verandert: e -> a en de 'z' wordt 's'."
"Imperfectum: sterk werkwoord (rijden)","'We ___ drie uur naar Groningen.' Welk werkwoord is juist?","reden","rijdden","gereden","rijdede","'Rijden' is een sterk werkwoord. Het imperfectum is 'reed' (enkelvoud) of 'reden' (meervoud). De klinker verandert: ij -> e."
"Imperfectum: sterk werkwoord (zien)","'Ik ___ hem in de supermarkt.' Welk werkwoord is juist?","zag","ziende","gezien","ziede","'Zien' is een sterk werkwoord. Het imperfectum is 'zag' (enkelvoud). De klinker verandert: ie -> a."
"Imperfectum: sterk werkwoord (nemen)","'Mijn zus ___ de trein naar Utrecht.' Welk werkwoord is juist?","nam","neemde","genomen","nemede","'Nemen' is een sterk werkwoord. Het imperfectum is 'nam' (enkelvoud). De klinker verandert: e -> a."
"Betrekkelijk voornaamwoord: die (de-woord)","'De man ___ daar staat, is mijn buurman.' Welk woord is juist?","die","dat","wie","wat","'Man' is een de-woord. Bij de-woorden gebruik je 'die' als betrekkelijk voornaamwoord: 'de man die daar staat'."
"Betrekkelijk voornaamwoord: dat (het-woord)","'Het boek ___ op tafel ligt, is van mij.' Welk woord is juist?","dat","die","wie","wat","'Boek' is een het-woord. Bij het-woorden gebruik je 'dat' als betrekkelijk voornaamwoord: 'het boek dat op tafel ligt'."
"Betrekkelijk voornaamwoord: die (meervoud)","'De kinderen ___ buiten spelen, zijn mijn neven.' Welk woord is juist?","die","dat","wie","welke","Bij meervoud gebruik je altijd 'die' als betrekkelijk voornaamwoord, ook bij het-woorden: 'de kinderen die buiten spelen'."
