"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Passief: worden + v.d.","Het huis ___ op dit moment door een bekende architect gebouwd.","wordt","is","heeft","had","Bij de passieve vorm in de tegenwoordige tijd gebruik je 'worden' + voltooid deelwoord. 'Op dit moment' maakt duidelijk dat de actie nu plaatsvindt."
"Passief: meervoud tegenwoordige tijd","De brieven ___ elke ochtend bezorgd.","worden","wordt","werdt","wordde","Bij een meervoudig onderwerp gebruik je 'worden' (niet 'wordt') + voltooid deelwoord. 'Wordt' is enkelvoud; 'werdt' en 'wordde' bestaan niet."
"Passief: verleden tijd","Het boek ___ in die tijd door veel mensen gelezen.","werd","wordt","heeft","had","De passieve vorm in de verleden tijd gebruikt 'werd' (enkelvoud) of 'werden' (meervoud) + voltooid deelwoord. 'In die tijd' plaatst de actie in het verleden."
"Passief: verleden tijd meervoud","Vroeger ___ de kinderen met de bus naar school gebracht.","werden","worden","heeft","was","'Vroeger' plaatst de zin duidelijk in het verleden. Bij een meervoudig onderwerp in de verleden tijd gebruik je 'werden' + voltooid deelwoord."
"Passief: voltooide tijd","De taart ___ al gegeten.","is","heeft","hebben","zijnt","De passieve voltooide tijd gebruikt 'zijn' + voltooid deelwoord: 'is gegeten'. 'Heeft gegeten' is actief (iemand heeft iets gegeten), niet passief; 'hebben' en 'zijnt' passen niet."
"Passief: voltooide tijd meervoud","De ramen ___ inmiddels schoongemaakt.","zijn","is","hebben","zijnt","De passieve voltooide tijd meervoud gebruikt 'zijn' + voltooid deelwoord. 'Is' is enkelvoud en past niet bij 'de ramen'; 'hebben' maakt er een actieve zin van; 'zijnt' bestaat niet."
"Passief: worden vs. zijn","Welke zin beschrijft een voltooide toestand (het probleem bestaat niet meer)?","Het probleem is opgelost.","Het probleem wordt opgelost.","Het probleem werd opgelost.","Het probleem is oplossen.","'Is + voltooid deelwoord' drukt een voltooide toestand uit. 'Wordt opgelost' = nu bezig; 'werd opgelost' = in het verleden bezig; 'is oplossen' is ongrammaticaal."
"Passief: actie in uitvoering","De arbeiders zijn bezig: de weg ___ nu gerepareerd.","wordt","werd","heeft","wort","De context 'bezig, nu' dwingt de passieve tegenwoordige tijd af: 'wordt gerepareerd'. 'Werd' is verleden tijd; 'heeft' maakt het actief; 'wort' bestaat niet."
"Passief: door + agens","In de 17e eeuw ___ het schilderij door Rembrandt geschilderd.","werd","wordt","had","heeft","'In de 17e eeuw' plaatst de actie duidelijk in het verleden. De passieve verleden tijd is 'werd geschilderd'."
"Passief: negatief","Welke zin beschrijft een regel die nu (voortdurend) geldt?","Die woorden worden hier niet getolereerd.","Die woorden zijn hier niet getolereerd.","Die woorden werden hier niet getolereerd.","Die woorden hebben hier niet getolereerd.","'Worden + voltooid deelwoord' drukt een voortdurende passieve regel in het heden uit. 'Zijn getolereerd' = voltooid (resultaat); 'werden' = verleden tijd; 'hebben' is actief en ongrammaticaal hier."
"Passief: modale werkwoorden","Het pakket ___ morgen afgeleverd worden.","moet","wordt","is","heeft","Bij een modaal werkwoord + passief komt 'worden' aan het einde: 'moet afgeleverd worden'. Het modale werkwoord staat vervoegd vooraan."
"Passief: vraagvorm","Welke vraag gaat over een handeling die op dit moment bezig is?","Wordt de auto nu gewassen?","Is de auto nu gewassen?","Heeft de auto nu gewassen?","Werd de auto nu gewassen?","'Wordt + voltooid deelwoord' drukt een passieve handeling in uitvoering uit. 'Is gewassen' beschrijft het resultaat; 'heeft' is actief en hier onlogisch; 'werd' is verleden tijd."
"Zou/zouden: beleefd verzoek","___ u mij kunnen helpen?","Zou","Zouden","Zouwen","Zoudet","In modern Nederlands gebruik je 'zou' bij 'u' (enkelvoud). 'Zouden' is meervoud; 'zouwen' en 'zoudet' bestaan niet."
"Zou/zouden: meervoud","Wij ___ graag een tafel voor twee willen reserveren.","zouden","zou","zullen","willen","Bij 'wij' gebruik je 'zouden' (meervoud). 'Zou' is alleen voor enkelvoud (ik, hij, zij, u)."
"Zou/zouden: irrealis heden","Als ik rijk was, ___ ik een groot huis kopen.","zou","zal","wil","kan","De conditionele bijzin met 'als' + verleden tijd vraagt om 'zou' + infinitief in de hoofdzin. Dit beschrijft een onwerkelijke situatie."
"Zou/zouden: irrealis verleden","Als hij harder had gestudeerd, ___ hij geslaagd zijn.","zou","had","was","is","Bij een onwerkelijke situatie in het verleden: 'zou' + voltooid deelwoord + 'zijn/hebben'. De als-zin staat in de voltooid verleden tijd."
"Zou/zouden: advies","Ik ___ dat niet doen als ik jou was.","zou","zal","moet","wil","'Zou' + infinitief geeft een advies of aanbeveling. Het drukt uit wat je in iemands situatie anders zou doen."
"Zou/zouden: toekomst in het verleden","Hij zei dat hij de volgende dag ___ komen.","zou","zal","wil","gaat","In indirecte rede verschuift 'zal' naar 'zou'. Hij zei: 'Ik zal komen' wordt: hij zei dat hij zou komen."
"Zou/zouden: wens","Ik ___ willen dat het altijd zomer was.","zou","zal","wil","moet","'Zou willen' drukt een wens uit die waarschijnlijk niet uitkomt. Het is zachter en dromeriger dan 'wil'."
"Zou/zouden: onzekerheid","Het ___ kunnen regenen vanmiddag.","zou","zal","moet","is","'Zou kunnen' drukt onzekerheid of mogelijkheid uit. Het is minder stellig dan 'zal' of 'gaat'."
"Zou/zouden: meervoud irrealis","Als wij meer tijd hadden, ___ wij vaker op vakantie gaan.","zouden","zou","zullen","gaan","Bij 'wij' in een conditionele zin gebruik je 'zouden' (meervoud), niet 'zou'."
"Zou/zouden: beleefd voorstel","___ jullie zin hebben om mee te gaan?","Zouden","Zou","Zalt","Zouwen","Bij 'jullie' (meervoud) gebruik je 'zouden'. 'Zou' is enkelvoud; 'zalt' en 'zouwen' bestaan niet."
"Indirecte rede: zeggen dat","Jan zei dat hij toen geen tijd ___.","had","hadden","hebben","heb","Na 'hij' gebruik je 'had' (enkelvoud verleden tijd) in indirecte rede. 'Hadden' is meervoud; 'hebben' en 'heb' zijn tegenwoordige tijd en passen niet na 'hij'."
"Indirecte rede: tijdverschuiving","Ze vertelde dat ze de vorige week ziek ___ geweest.","was","bent","ben","zijnd","Na 'ze' in de verleden tijd met 'geweest': 'was'. 'Bent'/'ben' zijn tegenwoordige tijd; 'zijnd' is geen vervoegde vorm."
"Indirecte rede: vraag overbrengen","Hij vroeg of ik mee ___ gaan.","wilde","wilden","wilt","wille","'Ik' vraagt het enkelvoud 'wilde' in de verleden tijd. 'Wilden' is meervoud; 'wilt' past niet bij 'ik'; 'wille' bestaat niet."
"Indirecte rede: vraagwoord","De directe vraag was 'Waar woon je?'. Welke indirecte rede is correct?","Ze vroeg waar ik woonde.","Ze vroeg waar woonde ik.","Ze vroeg dat ik woonde waar.","Ze vroeg waar ik woon was.","Na een vraagwoord in indirecte rede komt de normale bijzinvolgorde: onderwerp + werkwoord aan het einde. De andere opties hebben ongrammaticale woordvolgorde."
"Indirecte rede: gebiedende wijs","De leraar zei gisteren dat we ons boek ___ openen.","moesten","moestten","mosten","moest","'We' is meervoud en vraagt 'moesten' in de verleden tijd. 'Moest' is enkelvoud; 'moestten' en 'mosten' bestaan niet."
"Indirecte rede: toekomst","Marie zei gisteren dat ze de volgende dag ___ komen.","zou","zouden","zoude","zuld","Na 'ze' (enkelvoud) in indirecte rede met toekomstverwijzing: 'zou' + infinitief. 'Zouden' is meervoud; 'zoude' en 'zuld' bestaan niet."
"Indirecte rede: voltooide tijd","Hij vertelde dat hij het boek al ___ had.","gelezen","leest","lees","lezen","In indirecte rede met de voltooide tijd: 'Ik heb het boek gelezen' wordt 'hij vertelde dat hij het boek gelezen had'. Het voltooid deelwoord is 'gelezen'."
"Indirecte rede: ontkenning","De directe rede was: 'Ik begrijp het niet.' Welke indirecte rede is correct?","Ze zei dat ze het niet begreep.","Ze zei dat ze het niet begrijpt was.","Ze zei dat zij het niet begreepen.","Ze zei dat ze niet het begreep.","In de indirecte rede verschuift 'begrijp' naar 'begreep' en komt het werkwoord aan het einde van de bijzin. De andere opties hebben ongrammaticale vormen of woordvolgorde."
