"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French B1+ Vocab 1","Une personne qui n'a pas de logement est un ___.","sans-abri","sans-emploi","sans-papiers","sans-gêne","Un 'sans-abri' vit dans la rue, sans logement."
"French B1+ Vocab 1","Le fait que les riches deviennent plus riches et les pauvres plus pauvres s'appelle les ___ sociales.","inégalités","inégalitès","inégalitée","inégal","Les 'inégalités' (féminin pluriel) désignent les écarts entre groupes sociaux."
"French B1+ Vocab 1","Un citoyen qui refuse de payer un impôt injuste commet un acte de ___.","désobéissance civile","désobéir civil","désobéissant civilement","incivilité","La 'désobéissance civile' est le refus non-violent d'obéir à une loi jugée injuste."
"French B1+ Vocab 1","Les travailleurs qui arrêtent le travail pour protester font une ___.","grève","grève du travail","grevé","grevant","Faire la 'grève' signifie arrêter collectivement le travail pour revendiquer quelque chose."
"French B1+ Vocab 1","Le droit de voter aux élections s'appelle le droit de ___.","suffrage","sufrage","suffrange","surfrage","Le 'suffrage' universel désigne le droit de vote accordé à tous les citoyens."
"French B1+ Vocab 1","Une personne qui fuit son pays à cause de la guerre est un ___.","réfugié","refugiée","réfugier","refugier","Un 'réfugié' est une personne qui a quitté son pays pour échapper à un danger."
"French B1+ Vocab 1","Quand le prix des choses augmente constamment, on parle d'___.","inflation","inflassion","enflation","inflaction","L''inflation' est la hausse générale et durable des prix."
"French B1+ Vocab 1","Le ___ est l'argent que l'État prélève sur les revenus.","impôt","impot","imposte","impôté","L''impôt' (avec accent circonflexe) est un prélèvement obligatoire versé à l'État."
"French B1+ Vocab 1","Un débat télévisé entre candidats avant une élection est une ___.","campagne électorale","campagner électoral","campagnes électorale","camping électoral","La 'campagne électorale' désigne la période de propagande avant un vote."
"French B1+ Vocab 1","Les gens qui n'ont pas de quoi manger vivent dans la ___.","pauvreté","pauvreter","pauvritude","pauvrité","La 'pauvreté' est l'état de manque de ressources matérielles."
"French B1+ Vocab 1","Quand beaucoup de gens perdent leur travail, le ___ augmente.","chômage","chaumage","chomager","chômeur","Le 'chômage' désigne la situation des personnes sans emploi. Un 'chômeur' est la personne elle-même."
"French B1+ Vocab 1","Un texte voté par le parlement qui s'applique à tous s'appelle une ___.","loi","lois","loier","législer","Une 'loi' est une règle obligatoire adoptée par le pouvoir législatif."
"French B1+ Vocab 1","La ___ est la capacité d'exprimer librement ses opinions.","liberté d'expression","libertée d'expression","libre expressement","liberté expressive","La 'liberté d'expression' est un droit fondamental des démocraties."
"French B1+ Vocab 1","Un habitant d'une ville se dit un ___.","citadin","citoyant","citoyenné","citadinien","Un 'citadin' vit en ville, par opposition à un rural. Un 'citoyen' est membre d'un État."
"French B1+ Vocab 1","Les gaz qui retiennent la chaleur dans l'atmosphère sont les gaz à ___.","effet de serre","éffet de serre","effet serré","effet de verre","Les gaz à 'effet de serre' (comme le CO2) provoquent le réchauffement climatique."
"French B1+ Vocab 1","La hausse des températures mondiales s'appelle le ___.","réchauffement climatique","rechauffage climatique","réchauffant climatique","réchauffer climatiquement","Le 'réchauffement climatique' est l'augmentation de la température moyenne de la Terre."
"French B1+ Vocab 1","Le papier, le verre et le plastique qu'on trie pour les réutiliser sont des ___.","déchets recyclables","déchet recycler","déchés recyclable","déchèts recyclable","Les 'déchets recyclables' peuvent être transformés pour servir à nouveau."
"French B1+ Vocab 1","Les énergies comme le solaire et l'éolien sont dites ___.","renouvelables","renouvelant","rénouvelables","renouvellées","Les énergies 'renouvelables' proviennent de sources inépuisables comme le soleil ou le vent."
"French B1+ Vocab 1","Quand l'air des villes est sale à cause des voitures, on parle de ___.","pollution atmosphérique","pollution athmosphérique","pollution atmospherique","pollutions atmospérique","La 'pollution atmosphérique' est la contamination de l'air par des substances nocives."
"French B1+ Vocab 1","La disparition définitive d'une espèce animale s'appelle l'___.","extinction","extinsion","extintion","éxtinction","L''extinction' est la disparition totale d'une espèce de la planète."
"French B1+ Vocab 1","Couper massivement les arbres d'une forêt s'appelle la ___.","déforestation","déforestement","déboiser","déforester","La 'déforestation' est la destruction des forêts par l'action humaine."
"French B1+ Vocab 1","Une catastrophe comme un tremblement de terre est une catastrophe ___.","naturelle","naturale","naturellement","nature","Une catastrophe 'naturelle' (inondation, séisme, ouragan) n'est pas causée par l'homme."
"French B1+ Vocab 1","La ___ est la variété des êtres vivants sur Terre.","biodiversité","biodiversiter","biodiversitude","biodiversion","La 'biodiversité' désigne la diversité des espèces, des gènes et des écosystèmes."
"French B1+ Vocab 1","Réduire sa consommation d'énergie, c'est faire des ___ d'énergie.","économies","économes","économiser","économique","Faire des 'économies d'énergie' signifie consommer moins d'électricité, de gaz, etc."
"French B1+ Vocab 1","Le fait de jeter quelque chose par terre dans la rue s'appelle ___.","jeter des détritus","jetant détritus","jet de détriter","détritusement","'Jeter des détritus' dans la rue est un geste incivique et polluant."
