"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French A2 Vocab 2","J'ai mal à la ___ après avoir lu longtemps.","tête","jambe","main","oreille","On a mal à la tête quand on est fatigué ou qu'on a lu trop longtemps."
"French A2 Vocab 2","Je tousse et j'ai de la fièvre. Je suis ___.","malade","content","fatigué","guéri","'Malade' signifie qu'on n'est pas en bonne santé."
"French A2 Vocab 2","Quand on est malade, on va chez le ___.","médecin","boulanger","coiffeur","facteur","Le médecin soigne les patients."
"French A2 Vocab 2","On achète des médicaments à la ___.","pharmacie","boucherie","librairie","poste","La pharmacie vend des médicaments."
"French A2 Vocab 2","Le médecin me donne une ___ pour acheter mes médicaments.","ordonnance","addition","facture","recette","Une ordonnance est un papier du médecin pour la pharmacie."
"French A2 Vocab 2","J'ai mal aux ___ quand je mange des bonbons.","dents","cheveux","ongles","cils","On a mal aux dents, par exemple quand on a une carie."
"French A2 Vocab 2","Je me suis cassé la ___ en tombant du vélo.","jambe","bouche","langue","joue","On peut se casser la jambe, le bras, etc."
"French A2 Vocab 2","Après le sport, je suis très ___.","fatigué","affamé","poli","calme","Quand on a fait beaucoup d'effort, on est fatigué."
"French A2 Vocab 2","Pour rester en bonne santé, il faut faire du ___.","sport","bruit","feu","ménage","Faire du sport est bon pour la santé."
"French A2 Vocab 2","Quand on a froid et qu'on tousse, on a souvent un ___.","rhume","bras","repas","rêve","Un rhume est une petite maladie commune en hiver."
"French A2 Vocab 2","L'hôpital est un endroit où on soigne les ___.","malades","vendeurs","élèves","clients","Les malades vont à l'hôpital pour être soignés."
"French A2 Vocab 2","L'infirmière travaille à l'___.","hôpital","école","usine","banque","L'hôpital est le lieu de travail des infirmières et des médecins."
"French A2 Vocab 2","Je dors huit ___ par nuit.","heures","minutes","jours","secondes","Une nuit de sommeil dure généralement environ huit heures."
"French A2 Vocab 2","Une heure contient soixante ___.","minutes","secondes","jours","semaines","Il y a 60 minutes dans une heure."
"French A2 Vocab 2","Une semaine contient sept ___.","jours","mois","heures","années","Une semaine a sept jours."
"French A2 Vocab 2","Une année contient douze ___.","mois","semaines","jours","heures","Il y a douze mois dans une année."
"French A2 Vocab 2","Le jour après lundi s'appelle ___.","mardi","dimanche","jeudi","samedi","Après lundi vient mardi."
"French A2 Vocab 2","Le premier mois de l'année est ___.","janvier","mars","juillet","décembre","Janvier est le premier mois de l'année."
"French A2 Vocab 2","En ___, il fait froid et il neige souvent.","hiver","été","printemps","automne","L'hiver est la saison la plus froide."
"French A2 Vocab 2","Il est midi. Je vais ___.","déjeuner","dîner","souper","goûter","On déjeune à midi en France."
"French A2 Vocab 2","Je prends le petit déjeuner le ___.","matin","soir","minuit","midi","Le petit déjeuner est le repas du matin."
"French A2 Vocab 2","Il est vingt heures. C'est le ___.","soir","matin","midi","aube","Vingt heures, c'est le soir."
"French A2 Vocab 2","Quelle ___ est-il ? — Il est trois heures.","heure","minute","jour","semaine","On demande l'heure pour savoir le moment de la journée."
"French A2 Vocab 2","Il est trois heures et ___. (15 minutes après)","quart","demie","moins","entier","'Trois heures et quart' signifie 3h15."
"French A2 Vocab 2","Il est sept heures et ___. (30 minutes après)","demie","quart","moins","pile","'Sept heures et demie' signifie 7h30."
"French A2 Vocab 2","Le jour avant vendredi est ___.","jeudi","samedi","mercredi","dimanche","Avant vendredi vient jeudi."
"French A2 Vocab 2","___ est le jour où on ne travaille souvent pas.","Dimanche","Lundi","Mardi","Jeudi","Le dimanche est traditionnellement un jour de repos."
"French A2 Vocab 2","Le mois après mai est ___.","juin","août","avril","octobre","Après mai vient juin."
"French A2 Vocab 2","Au ___, les fleurs commencent à pousser.","printemps","hiver","automne","midi","Le printemps est la saison des fleurs."
"French A2 Vocab 2","Hier, aujourd'hui, ___.","demain","maintenant","toujours","jamais","'Demain' est le jour après aujourd'hui."
"French A2 Vocab 2","Le matin, je me ___ à sept heures.","réveille","couche","endors","repose","On se réveille le matin après avoir dormi."
"French A2 Vocab 2","Après le réveil, je me ___ dans la salle de bains.","lave","mange","promène","couche","Se laver fait partie de la routine du matin."
"French A2 Vocab 2","Je me ___ les dents après chaque repas.","brosse","mange","coupe","lave","On se brosse les dents avec une brosse à dents."
"French A2 Vocab 2","Avant de sortir, je m'___.","habille","endors","assieds","repose","S'habiller veut dire mettre ses vêtements."
"French A2 Vocab 2","Le soir, je me ___ vers onze heures.","couche","lève","réveille","promène","Se coucher signifie aller au lit pour dormir."
"French A2 Vocab 2","Je prends une ___ tous les matins.","douche","chaise","rue","voiture","Prendre une douche fait partie de l'hygiène quotidienne."
"French A2 Vocab 2","Pour mes cheveux, j'utilise un ___.","peigne","stylo","couteau","verre","On utilise un peigne pour coiffer ses cheveux."
"French A2 Vocab 2","Pour me laver les mains, j'utilise du ___.","savon","sucre","sel","poivre","On se lave les mains avec de l'eau et du savon."
