"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Pronom y: lieu","Tu vas à Paris? — Oui, j'___ vais demain.","y","en","le","lui","'y' remplace 'à Paris' (un lieu)."
"Pronom y: chose","Tu penses à ton examen? — Oui, j'___ pense souvent.","y","en","le","lui","'y' remplace 'à + chose' (penser à quelque chose)."
"Pronom y: répondre","Tu as répondu à la lettre? — Oui, j'___ ai répondu.","y","la","le","lui","'y' remplace 'à la lettre' (chose); les formes 'j'la', 'j'le', 'j'lui' sont impossibles après élision."
"Pronom y: place","Nous allons au marché? — Oui, nous ___ allons.","y","en","le","nous","'y' remplace 'au marché' (lieu)."
"Pronom y: réfléchir","Vous réfléchissez à ce problème? — Oui, nous ___ réfléchissons.","y","en","le","lui","'y' remplace 'à ce problème'."
"Pronom y: s'habituer","Il s'habitue à sa nouvelle école? — Oui, il s'___ habitue.","y","en","le","lui","'y' remplace 'à sa nouvelle école'."
"Pronom y: futur","Demain, je pars au Japon. Je ne suis jamais allé. Je vais ___ aller.","y","en","le","lui","'y' remplace 'au Japon'."
"Pronom en: de + chose","Tu parles de ton travail? — Oui, j'___ parle.","en","y","le","lui","'en' remplace 'de + chose' (parler de quelque chose)."
"Pronom en: partitif","Tu bois du café? — Oui, j'___ bois.","en","y","le","lui","'en' remplace un article partitif (du café)."
"Pronom en: quantité","Tu as des frères? — Oui, j'___ ai deux.","en","y","les","leur","'en' remplace un nom avec quantité (deux frères)."
"Pronom en: venir de","Tu viens de la bibliothèque? — Oui, j'___ viens.","en","y","la","lui","'en' remplace 'de la bibliothèque'."
"Pronom en: avoir besoin","Tu as besoin de ce livre? — Oui, j'___ ai besoin.","en","y","le","lui","'en' remplace 'de ce livre' (avoir besoin de)."
"Pronom en: pas de","Tu as de l'argent? — Non, je n'___ ai pas.","en","y","le","lui","'en' remplace 'de l'argent' dans une phrase négative."
"Pronom en: s'occuper de","Elle s'occupe de ses enfants? — Oui, elle s'___ occupe.","en","y","les","leur","'en' remplace 'de ses enfants' (s'occuper de)."
"Double pronom: le lui","Tu donnes le livre à Paul? — Oui, je ___ donne.","le lui","lui le","le le","y en","Ordre: COD (le) + COI (lui) à la 3e personne."
"Double pronom: te le","Tu me donnes le stylo? — Oui, je ___ donne.","te le","le te","te la","te lui","COI (te) avant COD (le); 'le te' est un ordre impossible, 'te la' a un mauvais accord, 'te lui' combine deux COI."
"Double pronom: la lui","Il montre la photo à sa mère? — Oui, il ___ montre.","la lui","lui la","la le","y en","COD (la) + COI (lui) à la 3e personne."
"Double pronom: les leur","Elle offre les fleurs à ses amis? — Oui, elle ___ offre.","les leur","leur les","les leurs","y en","COD (les) + COI (leur) à la 3e personne."
"Double pronom: m'en","Tu me parles de ton voyage? — Oui, je ___ parle.","t'en","en te","me en","t'y","COI (te) + en."
"Double pronom: lui en","Tu donnes du café à ton ami? — Oui, je ___ donne.","lui en","en lui","le en","y en","COI (lui) + en à la 3e personne."
"Double pronom: nous les","Il nous montre les photos? — Oui, il ___ montre.","nous les","les nous","nous leur","y en","COI (nous) avant COD (les)."
"Double pronom: le leur","Vous expliquez le problème aux élèves? — Oui, nous ___ expliquons.","le leur","leur le","les leur","y en","COD (le) + COI (leur) à la 3e personne."
"Double pronom: y en","Il y a du pain sur la table? — Oui, il ___ a.","y en","en y","y le","le y","'y' avant 'en' dans cet ordre fixe."
"Double pronom: vous en","Je vous parle de mes projets. Je ___ parle souvent.","vous en","en vous","vous le","vous y","COI (vous) + en."
"Plus-que-parfait: avoir","Quand je suis arrivé, il ___ déjà ___ .","avait... mangé","a... mangé","avait... mangeait","était... mangé","Plus-que-parfait = imparfait de 'avoir' + participe passé."
"Plus-que-parfait: être","Quand nous sommes entrés, elle ___ déjà ___ .","était... partie","avait... partie","était... partir","a... partie","Plus-que-parfait avec 'être' pour 'partir' + accord."
"Plus-que-parfait: action antérieure","Il m'a dit qu'il ___ le film la veille.","avait vu","a vu","voyait","avait voir","Action antérieure à une autre action passée."
"Plus-que-parfait: être + venir","Quand je suis arrivé, ils ___ déjà.","étaient venus","avaient venu","étaient venir","ont venu","'venir' se conjugue avec 'être' au plus-que-parfait."
"Plus-que-parfait: reflexive","Elle s'était levée tôt. Forme correcte?","s'était levée","s'avait levée","était se levée","s'était lever","Verbes pronominaux: 'être' + participe passé accordé."
"Plus-que-parfait: nous","Nous ___ déjà ___ quand le film a commencé.","avions... fini","avons... fini","avions... finir","étions... fini","Plus-que-parfait avec 'avoir' pour 'finir'."
"Plus-que-parfait: vous","Vous ___ la porte avant de sortir?","aviez fermé","avez fermé","fermiez","aviez fermer","Plus-que-parfait antérieur à un autre moment."
"Plus-que-parfait: ils","Les enfants ___ tous leurs devoirs avant le dîner.","avaient fait","ont fait","faisaient","avaient faire","Plus-que-parfait: action finie avant un moment passé."
"Plus-que-parfait: contexte","Je n'ai pas pu entrer parce que j'___ mes clés.","avais perdu","ai perdu","perdais","avais perdre","Plus-que-parfait explique la cause d'une action passée."
"Plus-que-parfait: aller","Quand tu m'as appelé, j'___ déjà au lit.","étais allé","avais allé","étais aller","ai allé","'aller' se conjugue avec 'être'."
"Si-clause type 1: futur","Si tu ___ , tu réussiras.","travailles","travailleras","travaillerais","travailles toi","Type 1: si + présent, futur simple."
"Si-clause type 1: pleuvoir","S'il ___ demain, nous resterons à la maison.","pleut","pleuvra","pleuvrait","pleuvait","Type 1: si + présent (pas de futur après 'si')."
"Si-clause type 1: avoir","Si j'___ le temps, je viendrai.","ai","aurai","aurais","avais","Type 1: si + présent, futur dans la principale."
"Si-clause type 1: venir","Si tu viens, nous ___ au cinéma.","irons","irez","irions","allions","Type 1: futur simple dans la principale; 'irez' est la mauvaise personne, 'irions' est conditionnel, 'allions' est imparfait."
"Si-clause type 2: imparfait","Si j'avais de l'argent, j'___ une voiture.","achèterais","achète","achèterai","avais acheté","Type 2: si + imparfait, conditionnel présent."
"Si-clause type 2: être","Si tu ___ plus, tu serais en forme.","faisais du sport","fais du sport","ferais du sport","feras du sport","Type 2: si + imparfait."
"Si-clause type 2: pouvoir","Si je pouvais, je ___ avec toi.","partirais","pars","partirai","partais","Type 2: conditionnel présent dans la principale."
"Si-clause type 2: savoir","Si elle ___ la vérité, elle serait triste.","savait","sait","saura","saurait","Type 2: si + imparfait."
"Si-clause type 2: habiter","S'ils habitaient près d'ici, nous ___ plus souvent.","nous verrions","nous voyons","nous verrons","nous voyions","Type 2: conditionnel présent dans la principale."
"Si-clause type 2: gagner","Si je gagnais au loto, je ___ le tour du monde.","ferais","fais","ferai","faisais","Type 2: conditionnel présent."
"Passive: présent","La lettre ___ par Marie.","est écrite","écrit","a écrit","est écrit","Passif: être au présent + participe passé accordé."
"Passive: passé composé","Le gâteau ___ par ma grand-mère.","a été préparé","a préparé","était préparer","est prépare","Passif passé composé: 'a été' + participe passé; 'a préparé' est actif, 'était préparer' a un infinitif, 'est prépare' n'est pas une forme."
"Passive: agent","Ce roman ___ par Victor Hugo.","a été écrit","a écrit","est écrivant","avait écrire","Passif avec agent introduit par 'par'; 'a écrit' est actif, 'est écrivant' n'existe pas, 'avait écrire' combine un auxiliaire avec un infinitif."
"Passive: accord","Les fenêtres ___ par le vent.","ont été cassées","ont cassé","est cassées","a été cassé","Passif: accord du participe avec le sujet (fenêtres: fém. plur.)."
"Passive: futur","La maison ___ l'année prochaine.","sera vendue","vendra","est vendue","sera vendu","Passif au futur: 'sera' + participe passé accordé."
"Passive: imparfait","Autrefois, chaque matin, la salle ___ par le concierge avant l'arrivée des élèves.","était nettoyée","nettoyait","étaient nettoyée","a été nettoyer","Passif à l'imparfait: 'était' + participe passé accordé; 'nettoyait' est actif, 'étaient nettoyée' a un désaccord de nombre, 'a été nettoyer' a un infinitif."
