"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French A2+ Vocab 1","Personne qui dirige une entreprise ou un service :","le patron","le collègue","le client","le stagiaire","Le patron est la personne qui dirige. Le collègue travaille avec toi."
"French A2+ Vocab 1","Lieu où on travaille devant un ordinateur :","le bureau","la cuisine","le jardin","la chambre","Le bureau est la pièce ou le lieu de travail."
"French A2+ Vocab 1","Document qu'on envoie pour chercher un travail :","un CV","un reçu","un ticket","une facture","Le CV (curriculum vitae) présente ton expérience professionnelle."
"French A2+ Vocab 1","Rencontre avec un employeur pour obtenir un poste :","un entretien","un repas","un voyage","un concert","Un entretien d'embauche permet à l'employeur de te connaître."
"French A2+ Vocab 1","Argent qu'on reçoit chaque mois pour son travail :","le salaire","le loyer","le prix","la monnaie","Le salaire est payé par l'employeur chaque mois."
"French A2+ Vocab 1","Personne qui cherche un emploi mais n'en a pas :","un chômeur","un retraité","un enfant","un touriste","Un chômeur n'a pas de travail et en cherche un."
"French A2+ Vocab 1","Verbe : arrêter de travailler à la fin de sa carrière :","prendre sa retraite","partir en vacances","faire la grève","changer d'avis","Prendre sa retraite, c'est arrêter de travailler, souvent vers 65 ans."
"French A2+ Vocab 1","Contraire de 'être embauché' :","être licencié","être payé","être promu","être engagé","Être licencié, c'est perdre son emploi à cause de l'employeur."
"French A2+ Vocab 1","Période de repos payée par l'employeur :","les congés","les heures sup","le chômage","les impôts","Les congés payés sont des vacances pendant lesquelles on est payé."
"French A2+ Vocab 1","Travailler plus d'heures que prévu :","faire des heures supplémentaires","faire la sieste","faire la queue","faire le ménage","Les heures supplémentaires sont les heures travaillées en plus."
"French A2+ Vocab 1","Personne qui travaille dans le même bureau que toi :","un collègue","un voisin","un cousin","un inconnu","Un collègue est quelqu'un avec qui tu travailles."
"French A2+ Vocab 1","Réunion où plusieurs personnes discutent d'un projet :","une réunion","une récréation","une excursion","une exposition","Une réunion rassemble des personnes pour discuter du travail."
"French A2+ Vocab 1","Travail à mi-temps, environ 20 heures par semaine :","un temps partiel","un temps plein","un stage","un bénévolat","Un temps partiel correspond à moins d'heures qu'un temps plein."
"French A2+ Vocab 1","Expérience de travail courte pour apprendre un métier :","un stage","une retraite","une grève","une pause","Un stage est une période de formation pratique en entreprise."
"French A2+ Vocab 1","Verbe : chercher activement un emploi :","postuler","démissionner","licencier","embaucher","Postuler, c'est envoyer sa candidature pour un poste."
"French A2+ Vocab 1","Personne qui étudie à l'université :","un étudiant","un professeur","un directeur","un ouvrier","Un étudiant suit des cours dans une université ou une école."
"French A2+ Vocab 1","Personne qui enseigne dans une école secondaire :","un professeur","un élève","un principal","un surveillant","Le professeur enseigne une matière aux élèves."
"French A2+ Vocab 1","Matière où on étudie les nombres et les équations :","les mathématiques","la géographie","la littérature","la philosophie","Les mathématiques incluent l'algèbre, la géométrie et le calcul."
"French A2+ Vocab 1","Examen important à la fin du lycée en France :","le baccalauréat","le permis","le passeport","le certificat médical","Le baccalauréat (le bac) est l'examen de fin du lycée."
"French A2+ Vocab 1","Lieu où on emprunte des livres pour étudier :","la bibliothèque","la librairie","la boulangerie","la pharmacie","La bibliothèque prête des livres gratuitement."
"French A2+ Vocab 1","Lieu où on peut acheter des livres neufs :","la librairie","la bibliothèque","la boucherie","la papeterie","La librairie vend des livres."
"French A2+ Vocab 1","Verbe : apprendre une leçon par cœur :","mémoriser","oublier","effacer","ignorer","Mémoriser, c'est garder quelque chose dans sa mémoire."
"French A2+ Vocab 1","Ce que le professeur donne à faire à la maison :","les devoirs","les vacances","les congés","les cadeaux","Les devoirs sont des exercices à faire en dehors des cours."
"French A2+ Vocab 1","Document qui prouve qu'on a réussi ses études :","un diplôme","un billet","un reçu","un horaire","Un diplôme est remis à la fin des études réussies."
"French A2+ Vocab 1","Verbe : être présent à un cours :","assister à","manquer","partir","refuser","Assister à un cours signifie y être présent."
"French A2+ Vocab 1","Contraire de 'réussir' un examen :","rater","passer","préparer","corriger","Rater un examen, c'est ne pas le réussir."
"French A2+ Vocab 1","Note maximale en France est :","vingt sur vingt","cent sur cent","dix sur dix","cinq sur cinq","En France, les notes vont généralement de 0 à 20."
"French A2+ Vocab 1","Personne qui dirige une école :","le directeur","le concierge","le jardinier","le cuisinier","Le directeur (ou la directrice) dirige l'école."
"French A2+ Vocab 1","Petit livre où l'élève écrit ses leçons :","le cahier","le tableau","le stylo","le sac","Le cahier sert à écrire les leçons et les exercices."
"French A2+ Vocab 1","École pour enfants entre 6 et 11 ans :","l'école primaire","la maternelle","le lycée","l'université","L'école primaire accueille les enfants de 6 à 11 ans environ."
"French A2+ Vocab 1","Cours où on apprend à parler une autre langue :","un cours de langue","un cours de sport","un cours de dessin","un cours de musique","Un cours de langue enseigne une langue étrangère."
"French A2+ Vocab 1","Activité qu'on fait pour se détendre pendant son temps libre :","un loisir","un travail","un examen","un devoir","Un loisir est une activité agréable faite pendant le temps libre."
"French A2+ Vocab 1","Personne qui joue d'un instrument pour le plaisir :","un musicien amateur","un professionnel","un vendeur","un client","Un amateur pratique une activité sans être payé."
"French A2+ Vocab 1","Sport où on court après un ballon rond avec les pieds :","le football","le tennis","la natation","le golf","Au football, on joue avec un ballon rond et les pieds."
"French A2+ Vocab 1","Activité : lire un livre pour le plaisir :","la lecture","l'écriture","la peinture","la cuisine","La lecture est le fait de lire des livres ou des textes."
"French A2+ Vocab 1","Instrument à six cordes qu'on gratte avec les doigts :","la guitare","le piano","la flûte","le tambour","La guitare a six cordes et on en joue avec les doigts."
"French A2+ Vocab 1","Activité : faire des photos avec un appareil :","la photographie","la télévision","la radio","la couture","La photographie consiste à prendre des photos."
"French A2+ Vocab 1","Lieu où on va pour voir un film :","le cinéma","le théâtre","le stade","le musée","Au cinéma, on regarde des films sur grand écran."
"French A2+ Vocab 1","Lieu où on peut voir des tableaux et des sculptures :","le musée","la piscine","le marché","la gare","Le musée expose des œuvres d'art."
