"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French B2+ Grammar 1","Subjonctif imparfait — forme littéraire: ""Il fallait qu'il ___ (partir) sur-le-champ.""","partît","partait","partisse","parta","Le subjonctif imparfait de 'partir' à la 3e personne du singulier est 'partît' (avec accent circonflexe)."
"French B2+ Grammar 1","Subjonctif imparfait: ""On craignait qu'elle ne ___ (venir) jamais.""","vînt","venît","venisse","viendrat","'Vînt' est le subjonctif imparfait de 'venir' à la 3e personne du singulier."
"French B2+ Grammar 1","Subjonctif imparfait: ""Il eût fallu qu'ils ___ (être) présents.""","fussent","furent","sussent","étaissent","'Fussent' est le subjonctif imparfait de 'être' à la 3e personne du pluriel. 'Furent' est le passé simple de l'indicatif."
"French B2+ Grammar 1","Subjonctif imparfait: ""Le roi ordonna qu'on ___ (ouvrir) les portes.""","ouvrît","ouvrisse","ouvra","ouvrât","'Ouvrît' est la forme correcte du subjonctif imparfait de 'ouvrir' à la 3e personne du singulier."
"French B2+ Grammar 1","Subjonctif imparfait: ""Nous voulions qu'il ___ (avoir) raison, même si c'était difficile à admettre.""","eût","ava","ayât","eusse","'Eût' est le subjonctif imparfait de 'avoir', 3e personne du singulier. Les autres formes n'existent pas."
"French B2+ Grammar 1","Quelle forme verbale est au subjonctif imparfait?","qu'il chantât","qu'il chante","qu'il chantait","qu'il chantera","Le subjonctif imparfait se reconnaît à l'accent circonflexe sur la voyelle finale à la 3e personne du singulier: 'chantât'. Les autres formes sont au présent du subjonctif, à l'imparfait, et au futur."
"French B2+ Grammar 1","Subjonctif imparfait: ""On eût dit qu'il ___ (savoir) tout.""","sût","savut","savât","sava","'Sût' (avec accent circonflexe) est le subjonctif imparfait de 'savoir', 3e personne du singulier."
"French B2+ Grammar 1","Subjonctif imparfait: ""Il eût voulu qu'elle ___ (faire) preuve de patience.""","fît","faisît","fisse","facît","'Fît' est le subjonctif imparfait de 'faire' à la 3e personne du singulier."
"French B2+ Grammar 1","Subjonctif imparfait: ""Elle craignait qu'il ne ___ (prendre) froid.""","prît","prenît","prisse","prendît","'Prît' est le subjonctif imparfait de 'prendre' à la 3e personne du singulier."
"French B2+ Grammar 1","""À moins qu'il ne ___ (pleuvoir), nous partirons en randonnée.""","pleuve","pleut","pleuvra","pleuvait","'À moins que' exige le subjonctif présent: 'pleuve'."
"French B2+ Grammar 1","""Elle a parlé bas de peur qu'on ne l'___ (entendre).""","entende","entend","entendra","entendait","'De peur que' exige le subjonctif présent: 'entende'."
"French B2+ Grammar 1","""Il est sorti sans que personne ne s'en ___ (apercevoir).""","aperçoive","aperçoit","apercevra","apercevait","'Sans que' exige le subjonctif présent: 'aperçoive'."
