"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French B1+ Vocab 2","Quel nom abstrait désigne la capacité de comprendre les sentiments d'autrui ?","l'empathie","l'antipathie","l'apathie","la sympathie","L'empathie est le fait de ressentir ce que l'autre ressent."
"French B1+ Vocab 2","Quel nom abstrait signifie 'le fait de dire la vérité' ?","l'honnêteté","la modestie","la fidélité","la générosité","L'honnêteté est la qualité de celui qui ne ment pas."
"French B1+ Vocab 2","Quel nom abstrait désigne la crainte mêlée de respect ?","la vénération","la méfiance","la curiosité","l'indifférence","La vénération est un profond respect teinté d'admiration."
"French B1+ Vocab 2","Quel nom abstrait signifie 'le fait de pouvoir choisir librement' ?","la liberté","la contrainte","l'obligation","la dépendance","La liberté est la possibilité d'agir selon sa propre volonté."
"French B1+ Vocab 2","Quel nom abstrait désigne le sentiment d'avoir perdu quelque chose de cher ?","le deuil","l'enthousiasme","la fierté","la jalousie","Le deuil est la douleur ressentie après une perte."
"French B1+ Vocab 2","Quel nom abstrait signifie 'le fait de reconnaître un bienfait reçu' ?","la gratitude","la rancune","l'indifférence","l'ambition","La gratitude est la reconnaissance envers celui qui nous a aidé."
"French B1+ Vocab 2","Quel nom abstrait désigne l'état d'une personne qui se sent seule ?","la solitude","la foule","la compagnie","la multitude","La solitude est l'état de celui qui est sans compagnie."
"French B1+ Vocab 2","Quel nom abstrait signifie 'la capacité d'inventer' ?","la créativité","la routine","la passivité","l'imitation","La créativité est l'aptitude à produire des idées nouvelles."
"French B1+ Vocab 2","Quel nom abstrait désigne le fait de persévérer malgré les difficultés ?","la ténacité","la faiblesse","la lâcheté","la paresse","La ténacité est la qualité de celui qui ne renonce pas."
"French B1+ Vocab 2","Quel nom abstrait signifie 'le sentiment d'être supérieur aux autres' ?","l'orgueil","l'humilité","la timidité","la pudeur","L'orgueil est une estime excessive de soi-même."
"French B1+ Vocab 2","Quel nom abstrait désigne l'incertitude face à une décision ?","l'hésitation","la certitude","la conviction","la résolution","L'hésitation est l'état de celui qui n'arrive pas à se décider."
"French B1+ Vocab 2","Quel nom abstrait signifie 'le fait de pardonner' ?","l'indulgence","la sévérité","la rigueur","la cruauté","L'indulgence est la disposition à excuser les fautes d'autrui."
"French B1+ Vocab 2","Quel nom abstrait désigne le désir intense de réussir ?","l'ambition","la modestie","la résignation","la nonchalance","L'ambition est le fort désir de parvenir au succès."
