"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French B2 Vocab 1","Dans une dissertation, on commence souvent par ___ le sujet.","problématiser","problémer","problémater","problémiser","'Problématiser' signifie transformer un sujet en problème à analyser. Les autres formes n'existent pas en français."
"French B2 Vocab 1","L'auteur ___ sa thèse avec de nombreux exemples.","étaye","entrave","étayante","étaiement","'Étayer' signifie soutenir par des arguments. 'Entraver' signifie gêner ou bloquer, ce qui est le sens inverse ; 'étayante' et 'étaiement' ne sont pas des verbes conjugués."
"French B2 Vocab 1","Le rapport ___ en lumière plusieurs failles du système.","met","rend","pose","tire","'Mettre en lumière' est la collocation figée signifiant révéler. 'Rendre/poser/tirer en lumière' ne se dit pas."
"French B2 Vocab 1","Cette étude ___ d'une méthodologie rigoureuse.","relève","découle","relèvement","relevé","'Relever de' signifie dépendre de, être du domaine de. 'Découler de' signifie résulter de, ce qui ne convient pas ici (la méthodologie n'est pas un résultat) ; 'relèvement' est un nom ; 'relevé' est un participe passé."
"French B2 Vocab 1","Il a été contraint de ___ sa démission.","présenter","présentement","présentant","présentation","Seul l'infinitif 'présenter' convient après 'contraint de'. Les autres sont des formes adverbiales, participiales ou nominales."
"French B2 Vocab 1","Les conclusions de l'enquête sont ___.","sans appel","sans appeler","sans appellation","sans appelant","'Sans appel' est l'expression figée signifiant définitif, irrévocable. Les autres formes ne sont pas des expressions françaises."
"French B2 Vocab 1","Le chercheur ___ l'hypothèse selon laquelle le climat influence l'économie.","avance","réfute","avançant","avancée","On 'avance une hypothèse' (on la propose). 'Réfuter' signifie contester, ce qui ne correspond pas au sens de proposer ; 'avançant' est un participe et 'avancée' un nom."
"French B2 Vocab 1","Ce phénomène ___ d'une analyse approfondie.","mérite","néglige","méritant","méritoire","'Mériter' signifie être digne de. 'Négliger' signifie omettre, ce qui est le sens inverse ; 'méritant' est un adjectif/participe ; 'méritoire' est un adjectif."
"French B2 Vocab 1","Nous devons ___ compte des contraintes budgétaires.","tenir","prendre","faire","avoir","'Tenir compte de' est l'expression figée pour considérer. 'Prendre/faire/avoir compte de' ne sont pas des expressions françaises."
"French B2 Vocab 1","Le PDG a ___ la parole lors de l'assemblée générale.","pris","prendu","prise","prenu","'Pris' est le participe passé correct de 'prendre'. Les autres formes n'existent pas."
"French B2 Vocab 1","Cette décision ___ un précédent dangereux.","constitue","enfreint","provoque","constitutif","'Constituer un précédent' signifie créer un cas de référence. 'Enfreindre' signifie violer une règle ; 'provoquer un précédent' ne se dit pas ; 'constitutif' est un adjectif."
"French B2 Vocab 1","Les résultats ___ nos attentes initiales.","dépassent","confirment","dépassement","dépassable","'Dépasser les attentes' signifie les excéder. 'Confirmer nos attentes' a un sens différent (valider, non surpasser) ; 'dépassement' est un nom ; 'dépassable' est un adjectif."
"French B2 Vocab 1","Il convient de ___ une distinction entre ces deux notions.","établir","établissant","établissement","établi","Après 'il convient de', on utilise l'infinitif. Les autres formes sont un participe, un nom et un adjectif."
"French B2 Vocab 1","L'enquête a permis de ___ au jour des pratiques douteuses.","mettre","poser","faire","porter","'Mettre au jour' signifie découvrir, révéler. Les autres verbes ne se combinent pas avec 'au jour' dans ce sens."
"French B2 Vocab 1","Le directeur a ___ ses fonctions en janvier.","pris","entré","commencé à","démarré","'Prendre ses fonctions' est l'expression figée pour entrer en poste. Les autres verbes ne se combinent pas avec 'fonctions' ainsi."
"French B2 Vocab 1","Cette théorie ___ en cause les paradigmes dominants.","remet","reprend","refait","rend","'Remettre en cause' signifie contester, questionner. Les autres verbes ne forment pas d'expression française avec 'en cause'."
"French B2 Vocab 1","L'étude porte ___ les effets du télétravail.","sur","à","de","en","'Porter sur' est la collocation standard pour indiquer le sujet d'une étude. Les autres prépositions sont incorrectes."
"French B2 Vocab 1","Il est ___ de souligner l'importance de ce facteur.","essentiel","essence","essentialisme","essentiellement","Après 'il est', on emploie un adjectif. Les autres sont un nom, un nom et un adverbe."
"French B2 Vocab 1","Les participants ont été invités à ___ leurs idées.","exposer","exposant","exposition","exposé","Après 'à', on emploie l'infinitif. Les autres sont un participe/nom, un nom et un participe passé."
"French B2 Vocab 1","Ce chapitre ___ sur la révolution industrielle.","se penche","se pense","se panche","se pensche","'Se pencher sur' signifie examiner attentivement. Les autres orthographes ou verbes n'existent pas."
"French B2 Vocab 1","La réunion a été ___ à une date ultérieure.","reportée","rapportée","apportée","emportée","'Reporter' signifie remettre à plus tard. 'Rapporter/apporter/emporter' signifient ramener/apporter/emmener et ne conviennent pas pour un délai."
"French B2 Vocab 1","Les experts ___ sur la nécessité d'une réforme.","s'accordent","divergent","accordement","s'opposent","'S'accorder sur' signifie être d'accord. 'Diverger sur' et 's'opposer' expriment le désaccord, ce qui est le sens contraire ; 'accordement' n'existe pas."
"French B2 Vocab 1","Ce document fait ___ en matière de droit du travail.","autorité","autoritaire","autorisation","autorisé","'Faire autorité' signifie être une référence reconnue. 'Autoritaire/autorisation/autorisé' sont un adjectif, un nom et un participe, qui ne forment pas cette expression."
"French B2 Vocab 1","L'entreprise ___ à une concurrence féroce.","fait face","fait mine","fait visage","fait face à face","'Faire face à' signifie affronter directement. 'Fait mine' introduit un sens de feinte (faire mine de) ; 'faire visage' n'existe pas ; 'face à face' est un nom."
"French B2 Vocab 1","Ce raisonnement manque de ___.","rigueur","rigorisme","rigoureux","rigoureusement","'Manquer de' prend un nom. 'Rigorisme' signifie austérité morale ; 'rigoureux' est un adjectif ; 'rigoureusement' un adverbe."
"French B2 Vocab 1","Le candidat doit ___ preuve de ses compétences.","faire","donner","prendre","mettre","'Faire preuve de' est l'expression figée. Les autres verbes ne se combinent pas avec 'preuve de' dans ce sens."
"French B2 Vocab 1","Cette analyse ___ une meilleure compréhension du phénomène.","permet","empêche","compromet","permissif","'Permettre' signifie rendre possible. 'Empêcher' et 'compromettre' expriment l'obstacle, ce qui est le sens inverse ; 'permissif' est un adjectif."
"French B2 Vocab 1","Le projet ___ en œuvre dès le mois prochain.","sera mis","sera mettré","sera mettu","sera met","'Mettre en œuvre' signifie réaliser ; au passif on dit 'sera mis'. Les autres formes verbales n'existent pas."
"French B2 Vocab 1","L'auteur ___ un parallèle entre les deux époques.","établit","contredit","esquive","établissant","'Établir un parallèle' signifie comparer deux choses. 'Contredire un parallèle' ne se dit pas ; 'esquiver' signifie éviter ; 'établissant' est un participe, pas un verbe conjugué."
"French B2 Vocab 1","Ce poste ___ une grande disponibilité.","exige","dispense","implique","exigible","'Exiger' signifie requérir impérativement. 'Dispenser' signifie libérer d'une obligation (sens inverse) ; 'impliquer une disponibilité' ne se dit pas dans ce sens ; 'exigible' est un adjectif."
"French B2 Vocab 1","Il faut ___ les tenants et les aboutissants de cette affaire.","comprendre","comprenant","compréhension","compris","Après 'il faut' on emploie l'infinitif. Les autres sont un participe, un nom et un participe passé."
"French B2 Vocab 1","Ses propos ont suscité une ___ vive.","polémique","polémiste","polémiser","polémiquement","Après 'une', il faut un nom féminin. 'Polémiste' désigne la personne ; 'polémiser' est un verbe ; 'polémiquement' un adverbe."
"French B2 Vocab 1","Le texte ___ d'une réflexion sur la justice.","témoigne","découle","procède","témoigné","'Témoigner de' signifie manifester, être la preuve de. 'Découler de' signifie résulter de (la réflexion n'est pas la cause du texte ici) ; 'procéder de' signifie provenir de (sens trop abstrait) ; 'témoigné' est un participe passé."
"French B2 Vocab 1","Les chiffres ___ une hausse significative.","révèlent","dissimulent","occultent","révélé","'Révéler' signifie montrer, faire apparaître. 'Dissimuler' et 'occulter' signifient cacher, ce qui est le sens inverse ; 'révélé' est un participe passé, non conjugué."
"French B2 Vocab 1","Le rapport préconise des mesures ___.","drastiques","drastiquer","drastiquement","drasticité","Après un nom féminin pluriel, il faut un adjectif accordé. Les autres sont un verbe inexistant, un adverbe et un nom inexistant."
"French B2 Vocab 1","Cette hypothèse ___ à être vérifiée.","reste","demeure dans","tient à","vient de","'Rester à + infinitif' signifie devoir encore être fait. Les autres constructions produisent des phrases fautives ou un sens opposé (passé récent)."
