"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French B1 Grammar 2","Il faut que vous ___ patients: l'attente sera longue.","soyez","soyiez","êtes","serez","Subjonctif de 'être' à 'vous': 'soyez'. 'Soyiez' n'existe pas; 'êtes' est l'indicatif; le futur est exclu après 'il faut que'."
"French B1 Grammar 2","Il faudrait qu'ils ___ plus tôt pour éviter les embouteillages.","partent","partirents","partiront","partiraient","Subjonctif présent de 'partir' à 'ils': 'partent'. 'Partirents' n'existe pas; 'partiront' est le futur; 'partiraient' est le conditionnel — tous exclus après 'il faudrait que'."
"French B1 Grammar 2","Je ne pense pas qu'elle ___ capable de mentir.","soit","est","sera","soient","À la forme négative, 'je ne pense pas que' déclenche le subjonctif: 'soit'. 'Est' est l'indicatif; 'sera' est le futur; 'soient' est le subjonctif pluriel, incorrect avec 'elle'."
"French B1 Grammar 2","Mes parents veulent que je ___ médecin.","devienne","deviens","deviendrai","devenirai","Subjonctif de 'devenir' à 'je': 'devienne'. 'Deviens' est l'indicatif; 'devenirai' n'existe pas."
"French B1 Grammar 2","Bien qu'il ___ très froid dehors, elle refuse de mettre un manteau.","fasse","fait","fera","faisait","'Bien que' + subjonctif présent. 'Faire' à 'il' au subjonctif: 'fasse'. 'Fait' est l'indicatif; 'fera' le futur; 'faisait' l'imparfait — tous exclus après 'bien que'."
"French B1 Grammar 2","Bien que ce ___ difficile, il ne renoncera pas.","soit","est","sera","seras","'Bien que' + subjonctif: 'ce soit'. 'Est' est l'indicatif; 'sera' est le futur; 'seras' est le futur 2e personne — tous incompatibles avec 'bien que'."
"French B1 Grammar 2","Il vaut mieux que tu ___ la vérité maintenant.","saches","sais","sauras","sacherais","'Il vaut mieux que' + subjonctif. Subjonctif de 'savoir' à 'tu': 'saches'."
"French B1 Grammar 2","Je doute qu'il ___ assez d'argent pour ce voyage.","ait","a","aura","avoir","'Douter que' déclenche le subjonctif: 'qu'il ait'."
"French B1 Grammar 2","Il faut que nous ___ une solution rapidement.","trouvions","trouvons","trouverons","trouvions-nous","Subjonctif présent de 'trouver' à 'nous': 'trouvions'. Identique à l'imparfait pour les verbes du 1er groupe."
"French B1 Grammar 2","Pour que ce projet ___, il faut que tout le monde participe.","réussisse","réussit","réussira","réussirait","'Pour que' + subjonctif. Subjonctif de 'réussir' à 'il': 'réussisse'."
"French B1 Grammar 2","Je veux que vous ___ bien ce que je vais dire.","compreniez","comprenez","comprendrez","comprendriez","Subjonctif de 'comprendre' à 'vous': 'compreniez'."
