"title","question","correct","wrong1","wrong2","wrong3","explanation"
"French A1+ Grammar 2","Ils ___ souvent chez nous le dimanche.","vont","allent","vais","vons","Avec 'ils', 'aller' devient 'vont'."
"French A1+ Grammar 2","Vous ___ où en vacances cet été ?","allez","allés","alle","vontez","Avec 'vous', 'aller' devient 'allez'."
"French A1+ Grammar 2","Mes parents ___ au marché tous les samedis.","vont","vontent","allent","va","Avec 'ils/elles', 'aller' devient 'vont'."
"French A1+ Grammar 2","Nous ___ la vaisselle après le dîner.","faisons","faisez","faitons","fesons","Avec 'nous', 'faire' devient 'faisons'."
"French A1+ Grammar 2","Mes frères ___ leurs devoirs dans leur chambre.","font","fontent","faisent","faient","Avec 'ils', 'faire' devient 'font'."
"French A1+ Grammar 2","Tu ___ toujours beaucoup de bruit !","fais","fait","fes","faisse","Avec 'tu', 'faire' devient 'fais'."
"French A1+ Grammar 2","Vous ___ d'où exactement ?","venez","venz","vienz","veniez","Avec 'vous', 'venir' devient 'venez'."
"French A1+ Grammar 2","Elle ___ de rentrer du travail.","vient","viens","vent","venit","Avec 'elle', 'venir' devient 'vient' (ici, 'venir de' = passé récent)."
"French A1+ Grammar 2","Mes amies ___ du Canada.","viennent","vienent","venent","viens","Avec 'elles', 'venir' devient 'viennent'."
"French A1+ Grammar 2","Nous ___ le train de huit heures.","prenons","prendons","prennons","prenez","Avec 'nous', 'prendre' devient 'prenons' (un seul 'n')."
"French A1+ Grammar 2","Ils ___ toujours le même chemin.","prennent","prendent","prenent","prends","Avec 'ils', 'prendre' devient 'prennent' (double 'n')."
"French A1+ Grammar 2","Tu ___ quoi au petit-déjeuner ?","prends","prend","prens","prennes","Avec 'tu', 'prendre' devient 'prends'."
"French A1+ Grammar 2","Nous ne ___ pas venir ce soir, désolé.","pouvons","pouvez","peuvons","pouvent","Avec 'nous', 'pouvoir' devient 'pouvons'."
"French A1+ Grammar 2","Elles ___ rester encore une heure.","peuvent","peuvons","pouvent","peuves","Avec 'elles', 'pouvoir' devient 'peuvent'."
"French A1+ Grammar 2","Vous ___ quelque chose à boire ?","voulez","voulent","voulz","voudez","Avec 'vous', 'vouloir' devient 'voulez'."
"French A1+ Grammar 2","Les enfants ___ aller au parc.","veulent","voulent","veulant","veules","Avec 'ils/elles', 'vouloir' devient 'veulent'."
