"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Καθαρεύουσα: εν ριπή οφθαλμού","Η κατάσταση άλλαξε ___.","εν ριπή οφθαλμού","εν ριπή οφθαλμό","εν ριπής οφθαλμού","εν ριπήν οφθαλμού","Η παγιωμένη έκφραση είναι 'εν ριπή οφθαλμού' (δοτική + γενική καθαρεύουσας). 'Εν ριπή οφθαλμό' αναμειγνύει δοτική με αιτιατική, 'εν ριπής' χρησιμοποιεί γενική αντί δοτικής μετά το 'εν', 'εν ριπήν' είναι ανύπαρκτος τύπος."
"Καθαρεύουσα: τοις πάσι","Η αλήθεια είναι γνωστή ___.","τοις πάσι","τοις πάντες","τοις πάντα","τοις πάντων","Η απολιθωμένη δοτική πληθυντική ουδετέρου/αρσενικού είναι 'τοις πάσι' (= σε όλους). 'Τοις πάντες' είναι ονομαστική, 'τοις πάντα' αιτιατική, 'τοις πάντων' γενική — όλες ασύμβατες με το άρθρο 'τοις' που απαιτεί δοτική."
"Καθαρεύουσα: εν λευκώ","Του έδωσαν εξουσιοδότηση ___.","εν λευκώ","εν λευκό","εν λευκού","εν λευκά","Η παγιωμένη έκφραση 'εν λευκώ' (δοτική καθαρεύουσας του 'λευκόν') σημαίνει 'χωρίς περιορισμούς'. 'Εν λευκό' αιτιατική, 'εν λευκού' γενική, 'εν λευκά' ανύπαρκτη μορφή με 'εν'."
"Καθαρεύουσα: εξ απαλών ονύχων","Ασχολείται με τη μουσική ___.","εξ απαλών ονύχων","εξ απαλούς όνυχες","εξ απαλά ονύχια","εξ απαλού όνυχος","Η έκφραση είναι 'εξ απαλών ονύχων' (= από πολύ μικρή ηλικία), γενική πληθυντική καθαρεύουσας. 'Εξ απαλούς όνυχες' αιτιατική, 'εξ απαλά ονύχια' δημοτικός πληθυντικός ακατάλληλος, 'εξ απαλού όνυχος' ενικός — όλα λάθος μετά το 'εξ' που ζητά γενική πληθυντική εδώ."
"Καθαρεύουσα: τοις εκατό","Το επιτόκιο είναι πέντε ___.","τοις εκατό","τις εκατό","τους εκατό","τοις εκατόν","Η στερεότυπη έκφραση είναι 'τοις εκατό' (απολιθωμένη δοτική). 'Τις εκατό' είναι αιτιατική θηλυκού, 'τους εκατό' αιτιατική αρσενικού, 'τοις εκατόν' εμφανίζει ν-κατάληξη που δεν υπάρχει στη σταθεροποιημένη μορφή."
"Καθαρεύουσα: εν τω μεταξύ","___, ο φίλος του περίμενε υπομονετικά.","Εν τω μεταξύ","Εν το μεταξύ","Εν των μεταξύ","Εν τα μεταξύ","Η έκφραση 'εν τω μεταξύ' είναι δοτική ουδετέρου (άρθρο 'τω' + ουσιαστικοποιημένο 'μεταξύ'). 'Εν το μεταξύ' είναι αιτιατική, 'εν των μεταξύ' γενική, 'εν τα μεταξύ' πληθυντική — κανένα δεν συνδυάζεται με το 'εν' που απαιτεί δοτική."
"Καθαρεύουσα: δημοσία δαπάνη","Το μνημείο αναστηλώθηκε ___.","δημοσία δαπάνη","δημόσια δαπάνης","δημοσίας δαπάνη","δημοσίαν δαπάνην","Η παγιωμένη έκφραση 'δημοσία δαπάνη' είναι απολιθωμένη δοτική της καθαρεύουσας. 'Δημόσια δαπάνης' αναμειγνύει ονομαστική με γενική, 'δημοσίας δαπάνη' γενική με δοτική, 'δημοσίαν δαπάνην' αιτιατική που δεν στερεοτυποποιήθηκε στη νεοελληνική."
"Καθαρεύουσα: εκ των ων ουκ άνευ","Η εμπιστοσύνη είναι προϋπόθεση ___.","εκ των ων ουκ άνευ","εκ των ουκ άνευ","εκ τα ων ουκ άνευ","εκ τον ων ουκ άνευ","Η παγιωμένη λόγια έκφραση είναι 'εκ των ων ουκ άνευ' (= απαραίτητη προϋπόθεση). 'Εκ των ουκ άνευ' παραλείπει το αναγκαίο 'ων', 'εκ τα ων' χρησιμοποιεί αιτιατική αντί γενικής, 'εκ τον ων' χρησιμοποιεί αρσενικό ενικό αντί γενικής πληθυντικής."
"Καθαρεύουσα: εν γένει","___, τα αποτελέσματα ήταν θετικά.","Εν γένει","Εν γένους","Εν γενών","Εν γένη","Η έκφραση 'εν γένει' είναι απολιθωμένη δοτική του 'γένος'. 'Εν γένους' γενική, 'εν γενών' γενική πληθυντική, 'εν γένη' ονομαστική πληθυντική — κανένα δεν είναι δοτικός τύπος που απαιτεί το 'εν'."
"Καθαρεύουσα: εις μνήμην","Το βιβλίο εκδόθηκε ___ του ποιητή.","εις μνήμην","εις μνήμη","εις μνήμης","εις μνήμες","Μετά το 'εις' απαιτείται αιτιατική καθαρεύουσας: 'εις μνήμην'. 'Εις μνήμη' είναι δημοτική ονομαστική, 'εις μνήμης' γενική, 'εις μνήμες' πληθυντική — όλες ασύμβατες με την καθαρεύουσα φόρμουλα."
