"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Αόριστος: είδα","Χθες ___ έναν παλιό φίλο στην αγορά.","είδα","έβλεπα","βλέπω","έβλεπε","Το ρήμα «βλέπω» έχει ανώμαλο αόριστο: είδα, είδες, είδε. Το «χθες» δείχνει ολοκληρωμένη πράξη."
"Αόριστος: πήγα","Το Σαββατοκύριακο ___ στη θάλασσα με την οικογένειά μου.","πήγα","πήγαινα","πηγαίνω","πηγούσα","Ο αόριστος του «πηγαίνω» στο α΄ ενικό είναι «πήγα». Οι τύποι «πήγαινα» και «πηγούσα» δεν υπάρχουν ως αόριστος."
"Αόριστος: είπα","Η Μαρία ___ ότι είναι κουρασμένη.","είπε","λέε","λέει","έλεγε","Ο αόριστος του «λέω» στο γ΄ ενικό είναι «είπε». Ο τύπος «λέε» δεν υπάρχει· «έλεγε» είναι παρατατικός, όχι αόριστος."
"Αόριστος: έφαγα","Το βράδυ ___ σούβλακι με τους φίλους μου.","έφαγα","τρώγα","τρώω","τρώγε","Ο αόριστος του «τρώω» στο α΄ ενικό είναι «έφαγα». Οι άλλοι τύποι είναι αδύνατοι ως αόριστος."
"Αόριστος: ήπια","Στο πάρτι ___ πολύ νερό γιατί διψούσα.","ήπια","έπινα","πίνω","πίνα","Ο αόριστος του «πίνω» στο α΄ ενικό είναι «ήπια». Το «έπινα» είναι παρατατικός, όχι αόριστος."
"Αόριστος: πήρα","Ο Νίκος ___ το τηλέφωνό του από το γραφείο.","πήρε","παίρνει","έπαιρνε","παίρνα","Ο αόριστος του «παίρνω» στο γ΄ ενικό είναι «πήρε». Το «έπαιρνε» είναι παρατατικός."
"Αόριστος: βρήκα","___ τα κλειδιά μου κάτω από τον καναπέ.","Βρήκα","Εύρισκα","Εύρω","Βρίσκα","Ο αόριστος του «βρίσκω» στο α΄ ενικό είναι «βρήκα». Οι άλλοι τύποι δεν υπάρχουν ή ανήκουν σε άλλο χρόνο."
"Αόριστος: ήρθα","Πότε ___ στην Ελλάδα για πρώτη φορά;","ήρθες","ερχόσουν","ήρθεσαι","έρχεσαι","Ο αόριστος του «έρχομαι» στο β΄ ενικό είναι «ήρθες». Το «ερχόσουν» είναι παρατατικός. Ο τύπος «ήρθεσαι» δεν υπάρχει."
"Αόριστος: έδωσα","Ο δάσκαλος ___ στους μαθητές πολλές ασκήσεις.","έδωσε","δίνει","έδινε","δίνα","Ο αόριστος του «δίνω» στο γ΄ ενικό είναι «έδωσε». Το «έδινε» είναι παρατατικός."
"Αόριστος: έμαθα","Στο ταξίδι ___ πολλές νέες λέξεις στα ισπανικά.","έμαθα","μαθαίνω","μάθαινα","μάθα","Ο αόριστος του «μαθαίνω» στο α΄ ενικό είναι «έμαθα». Το «μάθαινα» είναι παρατατικός."
"Αόριστος: έγραψα","Χθες το βράδυ ___ ένα μεγάλο γράμμα στη γιαγιά μου.","έγραψα","έγραφα","γράφω","γράφα","Ο αόριστος του «γράφω» στο α΄ ενικό είναι «έγραψα». Το «έγραφα» είναι παρατατικός."
