"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Χαιρετισμός: καλημέρα","Συναντάς τον δάσκαλό σου στις 9 το πρωί. Τι λες;","Καλημέρα","Καλησπέρα","Καληνύχτα","Αντίο","Λέμε 'Καλημέρα' όταν συναντούμε κάποιον το πρωί."
"Χαιρετισμός: καλησπέρα","Φτάνεις σε ένα εστιατόριο στις 8 το βράδυ. Τι λες;","Καλησπέρα","Καλημέρα","Καληνύχτα","Τα λέμε","'Καλησπέρα' λέμε όταν συναντούμε κάποιον το απόγευμα ή το βράδυ."
"Χαιρετισμός: καληνύχτα","Ο φίλος σου πάει για ύπνο. Τι του λες;","Καληνύχτα","Καλημέρα","Καλησπέρα","Καλώς ήρθες","'Καληνύχτα' λέμε όταν κάποιος πάει για ύπνο."
"Χαιρετισμός: γεια","Βλέπεις τον φίλο σου στο σχολείο. Τι λες;","Γεια","Αντίο","Παρακαλώ","Ευχαριστώ","'Γεια' ή 'Γεια σου' είναι ένας ανεπίσημος χαιρετισμός με φίλους."
"Χαιρετισμός: αντίο","Φεύγεις από μια συνάντηση. Τι λες;","Αντίο","Χαίρω πολύ","Ευχαριστώ","Παρακαλώ","'Αντίο' λέμε όταν αποχωρούμε από κάπου."
"Χαιρετισμός: ευχαριστώ","Κάποιος σου δίνει ένα δώρο. Τι λες;","Ευχαριστώ","Παρακαλώ","Συγγνώμη","Γεια","'Ευχαριστώ' λέμε όταν κάποιος μας βοηθά ή μας δίνει κάτι."
"Χαιρετισμός: παρακαλώ","Θέλεις νερό. Ποια λέξη χρησιμοποιείς για να είσαι ευγενικός;","Παρακαλώ","Ευχαριστώ","Συγγνώμη","Αντίο","'Παρακαλώ' λέμε όταν ζητάμε κάτι με ευγένεια."
"Χαιρετισμός: συγγνώμη","Χτυπάς κάποιον κατά λάθος στο δρόμο. Τι λες;","Συγγνώμη","Ευχαριστώ","Παρακαλώ","Γεια","'Συγγνώμη' λέμε όταν κάνουμε λάθος ή ενοχλούμε κάποιον."
"Χαιρετισμός: πώς είσαι","Ο φίλος σου ρωτά 'Πώς είσαι;' Είσαι καλά. Τι απαντάς;","Καλά, ευχαριστώ","Αντίο","Καλημέρα","Συγγνώμη","'Καλά, ευχαριστώ' είναι η πιο κοινή απάντηση όταν κάποιος ρωτά πώς είμαστε."
"Χαιρετισμός: καλώς ήρθες","Ένας επισκέπτης φτάνει στο σπίτι σου. Τι λες;","Καλώς ήρθες","Αντίο","Καληνύχτα","Συγγνώμη","'Καλώς ήρθες' λέμε όταν κάποιος φτάνει στο σπίτι μας ή σε ένα μέρος."
"Χαιρετισμός: τα λέμε","Φεύγεις από έναν φίλο. Θα τον δεις αύριο. Τι λες;","Τα λέμε","Καλημέρα","Καλώς ήρθες","Ευχαριστώ","'Τα λέμε' είναι ένα ανεπίσημο αντίο που λέμε σε φίλους."
"Χαιρετισμός: χαίρω πολύ","Σου συστήνουν έναν νέο συνάδελφο. Τι λες;","Χαίρω πολύ","Καλησπέρα","Αντίο","Συγγνώμη","'Χαίρω πολύ' λέμε όταν γνωρίζουμε κάποιον για πρώτη φορά."
"Χαιρετισμός: παρακαλώ (απάντηση)","Κάποιος σου λέει 'Ευχαριστώ'. Τι απαντάς;","Παρακαλώ","Ευχαριστώ","Συγγνώμη","Καλημέρα","'Παρακαλώ' είναι η απάντηση όταν κάποιος μας ευχαριστεί."
"Αριθμός: ένα","Πόσα σκυλιά έχεις; Έχω ___ σκύλο. (1)","Ένα","Δύο","Τρία","Μηδέν","Ο αριθμός 1 είναι 'ένα' στα ελληνικά."
"Αριθμός: πέντε","Πόσα δάχτυλα έχει ένα χέρι;","Πέντε","Τέσσερα","Έξι","Τρία","Ένα χέρι έχει πέντε δάχτυλα."
"Αριθμός: επτά","Πόσες μέρες έχει μια εβδομάδα;","Επτά","Πέντε","Έξι","Οκτώ","Μια εβδομάδα έχει επτά μέρες."
"Αριθμός: δώδεκα","Πόσους μήνες έχει ένας χρόνος;","Δώδεκα","Δέκα","Έντεκα","Δεκατρία","Ένας χρόνος έχει δώδεκα μήνες."
"Αριθμός: εικοσιτέσσερα","Πόσες ώρες έχει μια μέρα;","Εικοσιτέσσερα","Δώδεκα","Τριάντα","Σαράντα","Μια μέρα έχει εικοσιτέσσερα ώρες."
"Αριθμός: εκατό","Πώς λέμε τον αριθμό 100 στα ελληνικά;","Εκατό","Δέκα","Χίλια","Είκοσι","Ο αριθμός 100 είναι 'εκατό' στα ελληνικά."
"Αριθμός: μηδέν","Ποιος αριθμός σημαίνει 'τίποτα';","Μηδέν","Ένα","Δέκα","Μισό","'Μηδέν' είναι ο αριθμός που δηλώνει απουσία ποσότητας."
"Αριθμός: δεκαπέντε","Πόσο κάνει δέκα συν πέντε;","Δεκαπέντε","Δεκατέσσερα","Δεκαέξι","Δεκατρία","Δέκα συν πέντε κάνει δεκαπέντε (15)."
"Αριθμός: τριάντα","Πόσο κάνει δέκα επί τρία;","Τριάντα","Δεκατρία","Τριάντα τρία","Είκοσι","Δέκα επί τρία κάνει τριάντα (30)."
"Αριθμός: είκοσι","Πόσο κάνει δέκα συν δέκα;","Είκοσι","Τριάντα","Δώδεκα","Σαράντα","Δέκα συν δέκα κάνει είκοσι (20)."
