"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Καθαρεύουσα: τοις μετρητοίς","Πλήρωσε το ενοίκιο ___.","τοις μετρητοίς","τοις μετρητός","τοις μετρητά","τοις μετρητοίς τα","Η έκφραση 'τοις μετρητοίς' (= μετρητά) είναι απολιθωμένος τύπος δοτικής πτώσης. 'Τοις μετρητός' και 'τοις μετρητά' είναι ανύπαρκτες μορφές. 'Τοις μετρητοίς τα' είναι συντακτικά αδύνατο."
"Καθαρεύουσα: εν τάξει","— Είσαι έτοιμος; — Ναι, ___.","εν τάξει","εν τάξη","εν τάξεις","εν τάξιν","Η σταθεροποιημένη έκφραση είναι 'εν τάξει' (< δοτική του 'τάξις'). 'Εν τάξη', 'εν τάξεις' και 'εν τάξιν' είναι ανύπαρκτοι τύποι που δεν αναγνωρίζονται στη νεοελληνική."
"Καθαρεύουσα: εξ ολοκλήρου","Η ευθύνη βαρύνει ___ τον διευθυντή.","εξ ολοκλήρου","εξ ολοκλήρο","εξ ολοκλήρης","εξ ολόκληρου","Η μόνη ορθή μορφή είναι 'εξ ολοκλήρου' (< γενική του 'ολόκληρος' σε καθαρευουσιανή μορφή). Οι άλλες τρεις μορφές είναι γραμματικά αδύνατες."
"Καθαρεύουσα: δόξα τω Θεώ","Τελικά βρήκε δουλειά — ___.","δόξα τω Θεώ","δόξα το Θεό","δόξα τον Θεό","δόξας τω Θεώ","Η έκφραση είναι 'δόξα τω Θεώ' (δοτική καθαρεύουσας). 'Δόξα το/τον Θεό' αναμειγνύει δοτική με αιτιατική και είναι αδύνατη σύνταξη. 'Δόξας' είναι γενική και δεν ταιριάζει συντακτικά."
"Καθαρεύουσα: εν πάση περιπτώσει","___, θα έρθω αύριο.","Εν πάση περιπτώσει","Εν πάσα περίπτωση","Εν πάσης περιπτώσεως","Εν πάσαν περίπτωσιν","Η σταθερή έκφραση είναι 'εν πάση περιπτώσει' (δοτική καθαρεύουσας). Οι άλλες είναι ανύπαρκτες μίξεις πτώσεων που δεν εμφανίζονται πουθενά στη νεοελληνική."
"Καθαρεύουσα: εν συντομία","___, το έργο είναι αποτυχία.","Εν συντομία","Εν συντόμως","Εν συντομίας","Εν συντόμια","Η σωστή έκφραση είναι 'εν συντομία' (δοτική). 'Εν συντόμως' είναι επίρρημα καθαρεύουσας που σημαίνει 'σύντομα' αλλά δεν είναι απολιθωμένη δοτική φράση. 'Εν συντομίας' και 'εν συντόμια' είναι αδύνατοι τύποι."
"Καθαρεύουσα: κατ' εξοχήν","Η Αθήνα είναι ___ η πόλη των Ολυμπιακών Αγώνων.","κατ' εξοχήν","κατ' εξοχής","κατά εξοχή","κατά εξοχής","Η σωστή απολιθωμένη μορφή είναι 'κατ' εξοχήν' (< κατά + αιτιατική καθαρεύουσας 'εξοχήν'). Οι άλλες μορφές ('εξοχής', 'εξοχή') αναμειγνύουν πτώσεις αδύνατα."
"Καθαρεύουσα: επ' ευκαιρία","___, θέλω να σε ευχαριστήσω για τη βοήθειά σου.","Επ' ευκαιρία","Επ' ευκαιρίας","Εν ευκαιρία","Επί ευκαιρίαν","Η σωστή στερεότυπη έκφραση είναι 'επ' ευκαιρία' (< επί + αιτιατική). 'Επ' ευκαιρίας' παράγει γενική, 'εν ευκαιρία' χρησιμοποιεί λάθος πρόθεση, 'επί ευκαιρίαν' είναι ανύπαρκτος τύπος."
"Καθαρεύουσα: εν κατακλείδι","___, ο αγώνας ήταν ιστορικός.","Εν κατακλείδι","Εν κατακλείδα","Εν κατακλείδες","Εν κατακλείδος","Η έκφραση 'εν κατακλείδι' (= συνοψίζοντας) είναι δοτική καθαρεύουσας. 'Κατακλείδα', 'κατακλείδες', 'κατακλείδος' είναι ανύπαρκτες μορφές σε αυτή τη συνθήκη."
"Καθαρεύουσα: εν ανάγκη","___ μπορείς να πάρεις το δικό μου αυτοκίνητο.","Εν ανάγκη","Εν ανάγκης","Εν ανάγκη τη","Εν ανάγκης μου","Η σταθεροποιημένη έκφραση είναι 'εν ανάγκη' (δοτική). 'Εν ανάγκης' παράγει γενική, 'εν ανάγκη τη' και 'εν ανάγκης μου' είναι συντακτικά αδύνατοι σχηματισμοί."
"Καθαρεύουσα: αδιαλείπτως","Εργαζόταν ___ όλη την ημέρα.","αδιαλείπτως","αδιαλείπτω","αδιάλειπτη","αδιάλειπτος","Το επίρρημα καθαρεύουσας είναι 'αδιαλείπτως'. 'Αδιαλείπτω' είναι ανύπαρκτος τύπος. 'Αδιάλειπτη' είναι θηλυκό επίθετο. 'Αδιάλειπτος' είναι αρσενικό/ουδέτερο επίθετο — κανένα δεν λειτουργεί ως επίρρημα."
"Καθαρεύουσα: εις βάρος","Ο νόμος αυτός λειτουργεί ___ των αδύναμων.","εις βάρος","εν βάρος","εις βάρους","εν βάρει","Η σωστή έκφραση είναι 'εις βάρος' (+ γενική). 'Εν βάρος' χρησιμοποιεί λάθος πρόθεση. 'Εις βάρους' και 'εν βάρει' είναι αδύνατοι τύποι στη νεοελληνική."
"Ο οποίος: ονομαστική αρσ.","Ο καθηγητής, ___ δίδαξε εδώ πολλά χρόνια, αποχώρησε.","ο οποίος","τον οποίο","του οποίου","οι οποίοι","Ο καθηγητής είναι αρσενικό ενικό υποκείμενο της δευτερεύουσας πρότασης, οπότε το σχετικό αντωνύμιο παίρνει ονομαστική αρσενική ενικού: 'ο οποίος'. Οι άλλες μορφές έχουν λάθος πτώση ή αριθμό."
"Ο οποίος: αιτιατική αρσ.","Ο σκηνοθέτης, ___ είδα χτες, είναι ταλαντούχος.","τον οποίο","ο οποίος","του οποίου","τους οποίους","Ο σκηνοθέτης είναι αντικείμενο του 'είδα', οπότε χρειάζεται αιτιατική: 'τον οποίο'. 'Ο οποίος' είναι ονομαστική, 'του οποίου' γενική, 'τους οποίους' πληθυντική αιτιατική — όλες λάθος."
"Ο οποίος: γενική αρσ.","Ο συγγραφέας, ___ το βιβλίο κυκλοφόρησε φέτος, ήρθε στην παρουσίαση.","του οποίου","τον οποίο","ο οποίος","στον οποίο","Απαιτείται γενική γιατί εκφράζει κτητική σχέση ('το βιβλίο του'): 'του οποίου'. 'Τον οποίο' είναι αιτιατική, 'ο οποίος' ονομαστική, 'στον οποίο' εμπρόθετη."
"Ο οποίος: ονομαστική θηλ.","Η νοσοκόμα, ___ φρόντισε τον ασθενή, ήταν πολύ επαγγελματίας.","η οποία","την οποία","της οποίας","οι οποίες","Η νοσοκόμα είναι υποκείμενο, οπότε ονομαστική θηλυκή ενικού: 'η οποία'. 'Την οποία' αιτιατική, 'της οποίας' γενική, 'οι οποίες' πληθυντική ονομαστική — όλες λάθος."
"Ο οποίος: αιτιατική θηλ.","Η γυναίκα, ___ γνώρισα στο συνέδριο, είναι αρχαιολόγος.","την οποία","η οποία","της οποίας","τις οποίες","Η γυναίκα είναι αντικείμενο: αιτιατική θηλυκή ενικού 'την οποία'. 'Η οποία' ονομαστική, 'της οποίας' γενική, 'τις οποίες' πληθυντική αιτιατική — όλες λάθος."
"Ο οποίος: εμπρόθετη με σε","Η εταιρεία, ___ εργάζομαι, βρίσκεται στην Πάτρα.","στην οποία","της οποίας","η οποία","την οποία","Το ρήμα 'εργάζομαι σε' απαιτεί εμπρόθετη με 'σε': 'στην οποία'. 'Της οποίας' γενική, 'η οποία' ονομαστική, 'την οποία' αιτιατική χωρίς πρόθεση — όλες λάθος."
"Ο οποίος: εμπρόθετη με από","Ο λόγος, ___ φύγαμε νωρίς, ήταν η κακοκαιρία.","για τον οποίο","ο οποίος","που τον","από τον οποίο","Εδώ εκφράζεται αιτία ('φύγαμε για αυτόν τον λόγο'), οπότε η πρόθεση είναι 'για': 'για τον οποίο'. 'Ο οποίος' ονομαστική, 'που τον' επαναλαμβάνει αντωνυμία αδόκιμα, 'από τον οποίο' είναι εσφαλμένη πρόθεση."
"Ο οποίος: πληθυντικός ονομ.","Οι φοιτητές, ___ πέρασαν τις εξετάσεις, πήραν υποτροφία.","οι οποίοι","τους οποίους","των οποίων","ο οποίος","Οι φοιτητές είναι υποκείμενο πληθυντικού: ονομαστική πληθυντική αρσενική 'οι οποίοι'. 'Τους οποίους' αιτιατική, 'των οποίων' γενική, 'ο οποίος' ενικός — όλες λάθος."
"Ο οποίος: γενική πληθ.","Τα κτίρια, ___ η κατασκευή ολοκληρώθηκε, είναι εντυπωσιακά.","των οποίων","τα οποία","που τους","τους οποίους","Εκφράζεται κτητική σχέση ('η κατασκευή τους'), οπότε χρειάζεται γενική πληθυντική: 'των οποίων'. 'Τα οποία' αιτιατική, 'που τους' επαναλαμβάνει αντωνυμία αδόκιμα, 'τους οποίους' αρσενική αιτιατική."
"Ο οποίος: ουδέτερο ονομ.","Το πρόβλημα, ___ αντιμετωπίσαμε, ήταν τεχνικής φύσης.","το οποίο","ο οποίος","η οποία","οι οποίοι","Το 'πρόβλημα' είναι ουδέτερο ενικό. Ως αντικείμενο ('αντιμετωπίσαμε το πρόβλημα') παίρνει αιτιατική ουδέτερη ενικού: 'το οποίο'. Οι άλλες μορφές έχουν λάθος γένος ή αριθμό."
"Ο οποίος: εμπρόθετη με για","Η επιτυχία, ___ εργάστηκε τόσο σκληρά, ήρθε τελικά.","για την οποία","η οποία","στην οποία","την οποία","Το ρήμα 'εργάζομαι για' απαιτεί 'για': 'για την οποία'. 'Η οποία' ονομαστική, 'στην οποία' προϋποθέτει 'σε', 'την οποία' αιτιατική χωρίς πρόθεση — όλες λάθος."
