"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Άποψη: ατελής ενεστώτας για γενική αλήθεια","Οι επιστήμονες ___ ότι το κλίμα της γης μεταβάλλεται συνεχώς εδώ και δεκαετίες.","υποστηρίζουν","υποστηρίξουν","υποστηριχθούν","υποστηρίζοντας","Για διαρκή/γενική διαπίστωση χρησιμοποιείται ο ατελής ενεστώτας: 'υποστηρίζουν'. Το 'υποστηρίξουν' είναι υποτακτική τελεία χωρίς 'να', 'υποστηριχθούν' παθητική υποτακτική χωρίς 'να', και 'υποστηρίζοντας' μετοχή ενεστώτα (όχι ρηματικός τύπος οριστικής)."
"Άποψη: παρατατικός για επαναλαμβανόμενη συνήθεια","Όσα καλοκαίρια μέναμε στο χωριό, ο παππούς μάς ___ ιστορίες κάθε βράδυ.","έλεγε","είπε","πει","ειπώθηκε","Η επαναλαμβανόμενη πράξη στο παρελθόν εκφράζεται με παρατατικό: 'έλεγε'. Ο αόριστος 'είπε' δηλώνει μία πράξη, 'πει' υποτακτική χωρίς 'να', και 'ειπώθηκε' παθητικός αόριστος τρίτου προσώπου που δεν ταιριάζει με υποκείμενο 'παππούς'."
"Άποψη: αόριστος στιγμιαίος μέσα σε αφήγηση","Καθώς περπατούσε στο δάσος, ξαφνικά ___ μια σκιά πίσω του.","διέκρινε","διέκρινανε","διακρίνοντας","διέκριναν","Ο αόριστος δηλώνει στιγμιαία πράξη μέσα σε αφηγηματικό πλαίσιο παρατατικού: 'διέκρινε' (γ' ενικό). Το 'διέκρινανε' και 'διέκριναν' είναι πληθυντικός (δεν ταιριάζει με υποκείμενο 'αυτός'), και 'διακρίνοντας' είναι μετοχή ενεστώτα, όχι ρηματικός τύπος οριστικής."
"Άποψη: παρατατικός vs αόριστος με χρονικό προσδιορισμό διάρκειας","Επί τρία ολόκληρα χρόνια ___ πιάνο πριν αποφασίσει να γίνει επαγγελματίας.","σπούδαζε","σπουδάζοντας","σπουδάσει","σπουδαστεί","Με χρονικό προσδιορισμό διάρκειας ('επί τρία χρόνια') χρησιμοποιείται ο παρατατικός: 'σπούδαζε'. Το 'σπουδάζοντας' είναι μετοχή ενεστώτα (όχι ρηματικός τύπος οριστικής), 'σπουδάσει' υποτακτική χωρίς 'να', και 'σπουδαστεί' παθητική υποτακτική χωρίς 'να'."
"Άποψη: υποτακτική ατελής μετά από 'πριν'","Φρόντισε να τα τακτοποιείς πριν ___ η διευθύντρια κάθε πρωί.","φτάνει","φτάνοντας","έφτασε","φτασμένη","Η επαναλαμβανόμενη πράξη ('κάθε πρωί') απαιτεί ατελή υποτακτική: 'πριν φτάνει'. Το 'φτάνοντας' είναι μετοχή ενεστώτα (όχι ρηματικός τύπος που να ακολουθεί 'πριν'), 'έφτασε' οριστική αορίστου που δεν ταιριάζει μετά το 'πριν', και 'φτασμένη' μετοχή παρακειμένου."
"Άποψη: τελεία υποτακτική για στιγμιαίο γεγονός","Μη φύγετε πριν ___ τα αποτελέσματα της εξέτασης.","ανακοινωθούν","ανακοινώνονται","ανακοινωμένα","ανακοινώνοντας","Για ένα συγκεκριμένο μελλοντικό γεγονός χρησιμοποιείται τελεία υποτακτική παθητική πληθυντικού ('αποτελέσματα'): 'ανακοινωθούν'. Το 'ανακοινώνονται' είναι οριστική ενεστώτα (όχι υποτακτική μετά 'πριν'), 'ανακοινωμένα' μετοχή παρακειμένου (όχι ρηματικός τύπος), και 'ανακοινώνοντας' μετοχή ενεστώτα."
"Άποψη: ατελής μέλλοντας για υπόσχεση διαρκείας","Σου υπόσχομαι ότι από εδώ και πέρα ___ πάντα την αλήθεια.","θα λέω","θα πω","θα ειπωθώ","θα λέγαμε","Για διαρκή/επαναλαμβανόμενη δέσμευση στο μέλλον χρησιμοποιείται ατελής μέλλοντας: 'θα λέω'. Η τελεία 'θα πω' δηλώνει μία πράξη, 'θα ειπωθώ' παθητική που δεν ταιριάζει, και 'θα λέγαμε' είναι δυνητικός παρατατικός α' πληθυντικού."
"Άποψη: τελεία υποτακτική μετά από 'χρειάζεται να'","Χρειάζεται να ___ άμεσα το πρόβλημα για να συνεχίσουμε.","αντιμετωπίσουμε","αντιμετωπίζοντας","αντιμετωπίστηκε","αντιμετωπίσαμε","Η τελεία άποψη εκφράζει ολοκληρωμένη πράξη: 'να αντιμετωπίσουμε'. Το 'αντιμετωπίζοντας' είναι μετοχή ενεστώτα (δεν ακολουθεί το 'να'), 'αντιμετωπίστηκε' οριστική αορίστου που δεν συντάσσεται με 'να', και 'αντιμετωπίσαμε' οριστική αορίστου που δεν συντάσσεται με 'να'."
"Άποψη: παρατατικός σε υποθετικό λόγο (αντίθετος του πραγματικού)","Αν ___ περισσότερο χρόνο, θα τελείωνα τη διατριβή νωρίτερα.","είχα","έχω","έχοντας","είχες","Ο υποθετικός λόγος του αντιθέτου προς το πραγματικό (παρόν) θέλει παρατατικό: 'είχα' (α' ενικό για να συμφωνεί με 'θα τελείωνα'). Το 'έχω' ενεστώτας, 'έχοντας' μετοχή, και 'είχες' β' ενικό (ασυμφωνία υποκειμένου)."
"Άποψη: αόριστος για σαφώς οριοθετημένο διάστημα","Από το 2010 μέχρι το 2015 ___ ως σύμβουλος σε μεγάλη εταιρεία.","εργάστηκε","εργαζόμενος","εργαστεί","εργάστηκαν","Όταν το διάστημα είναι κλειστό και οριοθετημένο, απαιτείται αόριστος: 'εργάστηκε' (γ' ενικό). Το 'εργαζόμενος' είναι μετοχή (όχι ρηματικός τύπος οριστικής), 'εργαστεί' υποτακτική χωρίς 'να', και 'εργάστηκαν' πληθυντικό που δεν ταιριάζει με μοναδικό υποκείμενο."
