"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Αόριστος: α΄ ενικό (δουλεύω)","Χθες εγώ ___ δώδεκα ώρες χωρίς διάλειμμα.","δούλεψα","δουλέψα","έδουλεψα","δουλεύσα","Α΄ ενικό αορίστου: 'δούλεψα' (τρισύλλαβο, χωρίς αύξηση). 'Δουλέψα' λάθος τόνος, 'έδουλεψα' και 'δουλεύσα' ανύπαρκτοι τύποι."
"Αόριστος: β΄ ενικό (στέλνω)","Εσύ ___ το μήνυμα στη μητέρα σου;","έστειλες","έστελνες","στείλες","έστειλα","Β΄ ενικό αορίστου του 'στέλνω' είναι 'έστειλες'. Το 'έστελνες' είναι παρατατικός· 'στείλες' και 'έστειλα' λάθος καταλήξεις."
"Αόριστος: γ΄ ενικό (παίρνω)","Η Ελένη ___ το λεωφορείο στις οκτώ.","πήρε","πήραε","έπαιρε","πήρες","Γ΄ ενικό: 'πήρε'. Το 'πήραε' δεν υπάρχει, το 'έπαιρε' δεν υπάρχει (παρατατικός: 'έπαιρνε'), το 'πήρες' είναι β΄ ενικό."
"Αόριστος: α΄ πληθυντικό (ταξιδεύω)","Πέρυσι εμείς ___ στην Ιταλία για δύο εβδομάδες.","ταξιδέψαμε","ταξίδεψαμε","ταξιδέψατε","ταξιδέψαν","Α΄ πληθυντικό: 'ταξιδέψαμε' με τόνο στην παραλήγουσα. 'Ταξιδέψατε' είναι β΄ πληθυντικό, 'ταξιδέψαν' γ΄ πληθυντικό."
"Αόριστος: β΄ πληθυντικό (περιμένω)","Πόση ώρα ___ έξω από το γραφείο;","περιμένατε","περιμέναμε","περίμενα","περιμένετε","Β΄ πληθυντικό αορίστου: 'περιμένατε'. Το 'περιμέναμε' είναι α΄ πληθυντικό, 'περίμενα' α΄ ενικό, 'περιμένετε' ενεστώτας."
"Αόριστος: γ΄ πληθυντικό (ξεχνώ)","Οι φίλοι μου ___ τα γενέθλιά μου.","ξέχασαν","ξεχνούσαν","ξεχάσε","ξέχασε","Γ΄ πληθυντικό αορίστου: 'ξέχασαν'. 'Ξεχνούσαν' παρατατικός, 'ξεχάσε' ανύπαρκτος τύπος, 'ξέχασε' γ΄ ενικό."
"Αόριστος: α΄ ενικό (κρατώ)","Εγώ ___ το παιδί στην αγκαλιά μου όλη τη νύχτα.","κράτησα","κρατούσα","κράτησε","κρατήσα","Τα ρήματα σε -ώ σχηματίζουν αόριστο σε '-ησα': 'κράτησα'. Το 'κρατούσα' είναι παρατατικός, 'κράτησε' γ΄ ενικό, 'κρατήσα' ανύπαρκτος τύπος."
"Αόριστος: β΄ ενικό (αρχίζω)","Πότε ___ τα μαθήματα ελληνικών;","άρχισες","άρχιζες","αρχίσες","άρχισα","Β΄ ενικό αορίστου: 'άρχισες'. 'Άρχιζες' είναι παρατατικός, 'αρχίσες' ανύπαρκτος, 'άρχισα' α΄ ενικό."
"Αόριστος: γ΄ ενικό (πληρώνω)","Ποιος ___ τον λογαριασμό χθες βράδυ;","πλήρωσε","πλήρωνε","πληρώσε","πλήρωσα","Γ΄ ενικό αορίστου: 'πλήρωσε'. 'Πλήρωνε' είναι παρατατικός, 'πληρώσε' δεν υπάρχει, 'πλήρωσα' α΄ ενικό."
"Αόριστος: α΄ πληθυντικό (βοηθάω)","Εμείς ___ τη γιαγιά με τις δουλειές του σπιτιού.","βοηθήσαμε","βοηθούσαμε","βοηθήσατε","βοήθησα","Α΄ πληθυντικό αορίστου ρήματος -άω: 'βοηθήσαμε'. 'Βοηθούσαμε' παρατατικός, 'βοηθήσατε' β΄ πληθυντικό, 'βοήθησα' α΄ ενικό."
