"title","question","correct","wrong1","wrong2","wrong3","explanation"
"Μέσα: ειδήσεις","«Διάβασα τις ___ στην εφημερίδα το πρωί.» Ποια λέξη ταιριάζει;","ειδήσεις","ειδησεογράφος","ειδήσεων","ειδησεογραφία","Η λέξη «ειδήσεις» (πληθυντικός αριθμός) είναι το αντικείμενο του ρήματος «διάβασα». Ο «ειδησεογράφος» είναι το πρόσωπο που γράφει ειδήσεις, η «ειδησεογραφία» είναι η δραστηριότητα, και το «ειδήσεων» είναι γενική πτώση — δεν ταιριάζει ως αντικείμενο εδώ."
"Μέσα: εφημερίδα","Ποια λέξη σημαίνει έντυπο που εκδίδεται καθημερινά και περιέχει ειδήσεις;","εφημερίδα","εφημερίδες","εφημεριδοπώλης","εφημερίδων","Η «εφημερίδα» είναι το ίδιο το έντυπο. «Εφημερίδες» είναι ο πληθυντικός, «εφημεριδοπώλης» είναι ο πωλητής εφημερίδων, και «εφημερίδων» είναι γενική πτώση."
"Μέσα: δημοσιογράφος","Ποια λέξη σημαίνει το πρόσωπο που συλλέγει και γράφει ειδήσεις για εφημερίδα ή τηλεόραση;","δημοσιογράφος","δημοσιογραφία","δημοσιογραφικός","δημοσιογράφων","Ο «δημοσιογράφος» είναι το πρόσωπο. Η «δημοσιογραφία» είναι το επάγγελμα/δραστηριότητα, ο «δημοσιογραφικός» είναι επίθετο, και «δημοσιογράφων» είναι γενική πτώση πληθυντικού."
"Μέσα: τίτλος","«Ο ___ της είδησης ήταν πολύ εντυπωσιακός.» Ποια λέξη ταιριάζει;","τίτλος","τίτλοι","τίτλο","τίτλων","Χρειάζεται ονομαστική ενικού ως υποκείμενο: «ο τίτλος». «Τίτλοι» είναι ονομαστική πληθυντικού, «τίτλο» είναι αιτιατική ενικού, και «τίτλων» είναι γενική πληθυντικού."
"Μέσα: μετάδοση","«Η ___ του αγώνα ήταν ζωντανή.» Ποια λέξη ταιριάζει;","μετάδοση","μεταδότης","μεταδίδω","μεταδόσεων","Η «μετάδοση» (ονομαστική ενικού θηλυκού) λειτουργεί ως υποκείμενο. «Μεταδότης» είναι το πρόσωπο ή η συσκευή μετάδοσης, «μεταδίδω» είναι ρήμα, και «μεταδόσεων» είναι γενική πληθυντικού."
"Μέσα: κανάλι","«Άλλαξε ___ — δεν μ' αρέσει αυτή η εκπομπή.» Ποια λέξη ταιριάζει;","κανάλι","κανάλια","καναλιού","καναλάρχης","Χρειάζεται αιτιατική ενικού: «κανάλι» (ουδέτερο). «Κανάλια» είναι πληθυντικός, «καναλιού» είναι γενική ενικού, και «καναλάρχης» είναι ο ιδιοκτήτης καναλιού."
"Μέσα: εκπομπή","Ποια λέξη σημαίνει ένα τηλεοπτικό ή ραδιοφωνικό πρόγραμμα;","εκπομπή","εκπομπές","εκπομπών","εκπεμπόμενος","Η «εκπομπή» είναι το ίδιο το πρόγραμμα. «Εκπομπές» είναι ο πληθυντικός, «εκπομπών» είναι γενική πληθυντικού, και «εκπεμπόμενος» είναι μετοχή — όχι ουσιαστικό για το πρόγραμμα."
"Μέσα: ρεπορτάζ","«Ο δημοσιογράφος έκανε ένα εκτενές ___ για την κλιματική αλλαγή.» Ποια λέξη ταιριάζει;","ρεπορτάζ","ρεπόρτερ","ρεπορτάζι","ρεπορτάζων","Το «ρεπορτάζ» είναι το δημοσιογραφικό κείμενο/έρευνα. Ο «ρεπόρτερ» είναι το πρόσωπο (δημοσιογράφος), «ρεπορτάζι» δεν είναι ελληνική λέξη, και «ρεπορτάζων» δεν είναι ελληνική λέξη."
"Μέσα: συνέντευξη","«Έδωσε ___ στο δημοσιογράφο μετά τον αγώνα.» Ποια λέξη ταιριάζει;","συνέντευξη","συνέντευξης","συνεντεύξεις","συνεντευκτής","Χρειάζεται αιτιατική ενικού: «συνέντευξη». «Συνέντευξης» είναι γενική ενικού, «συνεντεύξεις» είναι πληθυντικός, και «συνεντευκτής» είναι ο αυτός που κάνει τη συνέντευξη."
"Μέσα: διαφήμιση","Ποια λέξη σημαίνει ένα σύντομο εμπορικό μήνυμα που προβάλλεται στην τηλεόραση;","διαφήμιση","διαφημιστής","διαφημίζω","διαφήμισης","Η «διαφήμιση» είναι το ίδιο το μήνυμα. Ο «διαφημιστής» είναι το πρόσωπο, «διαφημίζω» είναι ρήμα, και «διαφήμισης» είναι γενική ενικού."
"Μέσα: τηλεθεατής","Ποια λέξη σημαίνει το πρόσωπο που παρακολουθεί τηλεόραση;","τηλεθεατής","τηλεθέαση","τηλεθεατών","τηλεθεατές","Ο «τηλεθεατής» είναι το πρόσωπο. Η «τηλεθέαση» είναι η δραστηριότητα/το ποσοστό, «τηλεθεατών» είναι γενική πληθυντικού, και «τηλεθεατές» είναι ονομαστική/αιτιατική πληθυντικού."
"Μέσα: σχολιαστής","Ποια λέξη σημαίνει το πρόσωπο που αναλύει και σχολιάζει ειδήσεις ή αθλητικά;","σχολιαστής","σχόλιο","σχολιασμός","σχολιαστών","Ο «σχολιαστής» είναι το πρόσωπο. Το «σχόλιο» είναι το ίδιο το κείμενο/σχόλιο, ο «σχολιασμός» είναι η πράξη του σχολιασμού, και «σχολιαστών» είναι γενική πληθυντικού."
